,date,NOx,NO_2,NOx,SO_2
2381,05.05.2016,1,11,12,1
2382,06.05.2016,1,10,11,1
2383,07.05.2016,0,9,10,1
2384,08.05.2016,0,9,9,2
2385,09.05.2016,1,10,11,1
2386,10.05.2016,1,9,10,2
2387,11.05.2016,1,11,12,2
2388,12.05.2016,1,8,9,2
2389,13.05.2016,1,9,10,1
2390,14.05.2016,1,11,13,2
2391,15.05.2016,1,6,8,3
2392,16.05.2016,1,7,9,3
2393,17.05.2016,1,17,19,2
2394,18.05.2016,3,22,26,2
2395,19.05.2016,1,19,20,1
2396,20.05.2016,2,21,25,1
2397,21.05.2016,1,17,18,1
2398,22.05.2016,1,12,13,0
2399,23.05.2016,1,18,20,2
2400,24.05.2016,2,19,22,2
2401,25.05.2016,2,18,22,1
2402,26.05.2016,4,26,32,1
2403,27.05.2016,10,27,42,1
2404,28.05.2016,0,8,9,2
2405,29.05.2016,0,6,7,2
2406,30.05.2016,1,12,14,2
2407,31.05.2016,3,13,18,1
2408,01.06.2016,2,11,14,0
2409,02.06.2016,1,13,15,1
2410,03.06.2016,1,10,11,0
2411,04.06.2016,1,10,11,0
2412,05.06.2016,1,9,11,1
2413,06.06.2016,1,7,8,1
2414,07.06.2016,1,12,13,1
2415,08.06.2016,5,21,28,2
2416,09.06.2016,4,12,17,0
2417,10.06.2016,2,12,14,2
2418,11.06.2016,1,7,8,0
2419,12.06.2016,1,6,7,2
2420,13.06.2016,3,12,17,1
2421,14.06.2016,2,14,17,0
2422,15.06.2016,4,19,26,0
2423,16.06.2016,3,17,21,0
2424,17.06.2016,2,20,23,1
2425,18.06.2016,1,14,15,1
2426,19.06.2016,1,12,14,2
2427,20.06.2016,3,14,18,1
2428,21.06.2016,1,16,18,1
2429,22.06.2016,3,15,19,0
2430,23.06.2016,1,11,13,1
2431,24.06.2016,1,13,14,1
2432,25.06.2016,1,8,10,1
2433,26.06.2016,0,9,10,1
2434,27.06.2016,2,20,22,1
2435,28.06.2016,2,17,20,1
2436,29.06.2016,1,16,18,1
2437,30.06.2016,2,19,21,1
2438,01.07.2016,2,17,21,0
2439,02.07.2016,1,13,14,1
2440,03.07.2016,1,9,10,1
2441,04.07.2016,4,21,27,1
2442,05.07.2016,2,16,20,1
2443,06.07.2016,1,10,12,3
2444,07.07.2016,2,15,19,2
2445,08.07.2016,1,19,20,1
2446,09.07.2016,1,14,16,0
2447,10.07.2016,1,11,12,0
2448,11.07.2016,2,17,20,1
2449,12.07.2016,2,23,27,1
2450,13.07.2016,2,20,23,2
2451,14.07.2016,2,14,17,0
2452,15.07.2016,2,13,16,1
2453,16.07.2016,2,14,16,1
2454,17.07.2016,1,9,10,1
2455,18.07.2016,2,18,21,1
2456,19.07.2016,2,19,23,0
2457,20.07.2016,2,12,14,1
2458,21.07.2016,1,16,18,3
2459,22.07.2016,1,9,11,1
2460,23.07.2016,0,6,6,1
2461,24.07.2016,0,8,7,1
2462,25.07.2016,1,19,21,0
2463,26.07.2016,1,17,19,0
2464,27.07.2016,1,15,16,0
2465,28.07.2016,3,19,23,0
2466,29.07.2016,2,15,18,0
2467,30.07.2016,1,13,14,1
2468,31.07.2016,1,11,12,1
2469,01.08.2016,1,14,15,0
2470,02.08.2016,4,24,30,0
2471,03.08.2016,2,14,17,0
2472,04.08.2016,5,19,26,1
2473,05.08.2016,5,27,34,0
2474,06.08.2016,1,12,13,0
2475,07.08.2016,1,13,14,0
2476,08.08.2016,2,17,20,0
2477,09.08.2016,2,13,15,1
2478,10.08.2016,2,15,17,1
2479,11.08.2016,2,15,19,1
2480,12.08.2016,2,16,18,0
2481,13.08.2016,2,10,13,0
2482,14.08.2016,0,8,9,0
2483,15.08.2016,2,15,18,0
2484,16.08.2016,4,17,24,0
2485,17.08.2016,8,21,34,1
2486,18.08.2016,13,30,51,1
2487,19.08.2016,11,20,37,1
2488,20.08.2016,1,14,16,0
2489,21.08.2016,1,15,17,0
2490,22.08.2016,5,21,29,0
2491,23.08.2016,4,20,26,1
2492,24.08.2016,3,12,16,1
2493,25.08.2016,1,11,12,3
2494,26.08.2016,1,15,17,2
2495,27.08.2016,1,12,13,1
2496,28.08.2016,1,15,16,2
2497,29.08.2016,2,12,15,0
2498,30.08.2016,2,17,20,0
2499,31.08.2016,6,19,29,2
2500,01.09.2016,8,29,41,1
2501,02.09.2016,2,23,26,0
2502,03.09.2016,2,23,25,1
2503,04.09.2016,1,16,18,0
2504,05.09.2016,2,14,17,0
2505,06.09.2016,5,16,23,1
2506,07.09.2016,6,18,27,1
2507,08.09.2016,2,21,24,0
2508,09.09.2016,9,26,39,1
2509,10.09.2016,1,14,16,1
2510,11.09.2016,1,15,16,2
2511,12.09.2016,1,20,22,1
2512,13.09.2016,1,17,19,1
2513,14.09.2016,1,12,13,1
2514,15.09.2016,2,14,17,2
2515,16.09.2016,2,21,24,3
2516,17.09.2016,1,11,12,1
2517,18.09.2016,1,4,5,0
2518,19.09.2016,1,11,13,0
2519,20.09.2016,5,25,32,1
2520,21.09.2016,2,19,21,1
2521,22.09.2016,9,27,41,1
2522,23.09.2016,24,43,79,2
2523,24.09.2016,6,29,38,1
2524,25.09.2016,1,16,18,1
2525,26.09.2016,5,31,39,2
2526,27.09.2016,8,33,45,1
2527,28.09.2016,10,28,43,1
2528,29.09.2016,3,21,25,3
2529,30.09.2016,2,21,25,1
2530,01.10.2016,6,18,28,0
2531,02.10.2016,5,18,26,1
2532,03.10.2016,3,12,17,1
2533,04.10.2016,1,7,8,1
2534,05.10.2016,2,14,16,0
2535,06.10.2016,2,8,10,0
2536,07.10.2016,4,12,17,0
2537,08.10.2016,1,10,12,0
2538,09.10.2016,3,16,21,0
2539,10.10.2016,29,30,75,1
2540,11.10.2016,13,18,39,0
2541,12.10.2016,4,10,16,0
2542,13.10.2016,2,10,13,0
2543,14.10.2016,2,12,15,1
2544,15.10.2016,1,14,16,1
2545,16.10.2016,2,10,12,0
2546,17.10.2016,2,11,14,0
2547,18.10.2016,13,21,41,1
2548,19.10.2016,7,28,39,1
2549,20.10.2016,8,21,33,1
2550,21.10.2016,3,18,22,1
2551,22.10.2016,6,17,26,0
2552,23.10.2016,6,16,25,1
2553,24.10.2016,4,19,25,1
2554,25.10.2016,11,26,42,0
2555,26.10.2016,10,22,37,0
2556,27.10.2016,28,30,73,1
2557,28.10.2016,4,25,32,1
2558,29.10.2016,2,20,23,2
2559,30.10.2016,3,21,26,1
2560,31.10.2016,30,34,79,1
2561,01.11.2016,9,27,40,1
2562,02.11.2016,3,19,23,2
2563,03.11.2016,35,33,85,3
2564,04.11.2016,12,31,49,3
2565,05.11.2016,6,26,35,1
2566,06.11.2016,7,25,36,1
2567,07.11.2016,5,22,30,0
2568,08.11.2016,3,17,23,1
2569,09.11.2016,9,25,38,0
2570,10.11.2016,15,28,51,1
2571,11.11.2016,11,25,43,1
2572,12.11.2016,21,26,58,1
2573,13.11.2016,48,30,104,0
2574,14.11.2016,62,39,133,1
2575,15.11.2016,9,31,45,1
2576,16.11.2016,16,29,54,2
2577,17.11.2016,7,29,40,4
2578,18.11.2016,2,20,24,1
2579,19.11.2016,2,22,25,1
2580,20.11.2016,1,12,14,1
2581,21.11.2016,17,25,51,1
2582,22.11.2016,60,28,119,1
2583,23.11.2016,73,24,136,1
2584,24.11.2016,23,23,58,1
2585,25.11.2016,5,22,30,1
2586,26.11.2016,7,34,44,1
2587,27.11.2016,1,14,17,0
2588,28.11.2016,4,27,34,0
2589,29.11.2016,20,54,84,1
2590,30.11.2016,7,45,56,2
2591,01.12.2016,3,23,27,2
2592,02.12.2016,3,21,26,1
2593,03.12.2016,35,45,98,1
2594,04.12.2016,23,44,79,2
2595,05.12.2016,50,46,122,2
2596,06.12.2016,39,55,114,3
2597,07.12.2016,12,38,57,3
2598,08.12.2016,9,43,56,1
2599,09.12.2016,9,37,50,2
2600,10.12.2016,3,27,31,1
2601,11.12.2016,1,19,20,2
2602,12.12.2016,16,26,50,0
2603,13.12.2016,49,36,111,0
2604,14.12.2016,27,34,76,0
2605,15.12.2016,5,18,25,1
2606,16.12.2016,22,25,58,1
2607,17.12.2016,24,32,68,1
2608,18.12.2016,11,29,47,1
2609,19.12.2016,10,27,42,0
2610,20.12.2016,5,22,29,1
2611,21.12.2016,17,30,57,1
2612,22.12.2016,25,37,75,2
2613,23.12.2016,9,34,48,2
2614,24.12.2016,2,21,25,2
2615,25.12.2016,1,13,14,1
2616,26.12.2016,1,9,10,1
2617,27.12.2016,1,11,12,1
2618,28.12.2016,2,17,19,0
2619,29.12.2016,17,38,63,1
2620,30.12.2016,41,32,94,2
2621,31.12.2016,11,37,54,2
2622,01.01.2017,4,32,38,2
2623,02.01.2017,5,35,42,1
2624,03.01.2017,2,20,23,1
2625,04.01.2017,2,15,19,2
2626,05.01.2017,2,16,18,0
2627,06.01.2017,9,37,50,1
2628,07.01.2017,7,32,42,4
2629,08.01.2017,2,28,31,1
2630,09.01.2017,19,33,63,1
2631,10.01.2017,3,20,25,1
2632,11.01.2017,3,25,29,3
2633,12.01.2017,2,21,25,1
2634,13.01.2017,3,23,28,1
2635,14.01.2017,2,24,28,1
2636,15.01.2017,1,16,18,1
2637,16.01.2017,6,30,39,1
2638,17.01.2017,23,47,83,2
2639,18.01.2017,24,45,81,4
2640,19.01.2017,8,37,49,6
2641,20.01.2017,34,53,105,3
2642,21.01.2017,10,44,59,2
2643,22.01.2017,1,17,19,4
2644,23.01.2017,8,36,49,4
2645,24.01.2017,17,35,61,3
2646,25.01.2017,21,35,67,2
2647,26.01.2017,6,25,35,1
2648,27.01.2017,11,37,54,2
2649,28.01.2017,2,27,31,2
2650,29.01.2017,5,33,40,3
2651,30.01.2017,6,31,40,2
2652,31.01.2017,2,23,26,3
2653,01.02.2017,2,27,30,4
2654,02.02.2017,4,31,37,4
2655,03.02.2017,4,30,36,3
2656,04.02.2017,3,29,34,1
2657,05.02.2017,2,18,21,1
2658,06.02.2017,1,12,13,1
2659,07.02.2017,1,11,12,1
2660,08.02.2017,2,10,13,2
2661,09.02.2017,1,17,19,5
2662,10.02.2017,2,19,22,7
2663,11.02.2017,1,17,18,10
2664,12.02.2017,1,15,16,8
2665,13.02.2017,3,23,27,4
2666,14.02.2017,6,33,43,2
2667,15.02.2017,48,61,135,5
2668,16.02.2017,60,57,149,3
2669,17.02.2017,11,40,57,1
2670,18.02.2017,2,25,27,2
2671,19.02.2017,3,21,25,4
2672,20.02.2017,3,24,29,2
2673,21.02.2017,3,26,30,4
2674,22.02.2017,2,21,24,3
2675,23.02.2017,2,22,25,2
2676,24.02.2017,2,21,24,1
2677,25.02.2017,2,19,23,3
2678,26.02.2017,1,16,18,1
2679,27.02.2017,3,26,31,2
2680,28.02.2017,2,17,20,3
2681,01.03.2017,3,27,32,2
2682,02.03.2017,2,21,25,1
2683,03.03.2017,6,29,38,2
2684,04.03.2017,2,23,26,2
2685,05.03.2017,1,15,16,2
2686,06.03.2017,6,25,35,1
2687,07.03.2017,2,18,20,0
2688,08.03.2017,4,20,26,1
2689,09.03.2017,3,25,29,1
2690,10.03.2017,5,24,32,0
2691,11.03.2017,3,25,30,2
2692,12.03.2017,2,16,19,0
2693,13.03.2017,8,29,40,2
2694,14.03.2017,13,38,58,1
2695,15.03.2017,2,20,24,3
2696,16.03.2017,8,38,50,3
2697,17.03.2017,9,33,47,3
2698,18.03.2017,1,14,16,2
2699,19.03.2017,1,16,17,1
2700,20.03.2017,2,21,24,1
2701,21.03.2017,3,27,32,1
2702,22.03.2017,9,18,31,1
2703,23.03.2017,2,16,19,2
2704,24.03.2017,6,29,38,2
2705,25.03.2017,8,24,37,1
2706,26.03.2017,5,27,34,2
2707,27.03.2017,31,44,91,1
2708,28.03.2017,23,46,81,3
2709,29.03.2017,,,,1
2710,30.03.2017,5,28,36,1
2711,31.03.2017,11,24,41,1
2712,01.04.2017,4,24,29,2
2713,02.04.2017,1,14,16,1
2714,03.04.2017,2,18,21,0
2715,04.04.2017,2,21,23,5
2716,05.04.2017,8,29,40,3
2717,06.04.2017,2,13,15,1
2718,07.04.2017,3,21,26,3
2719,08.04.2017,1,10,12,1
2720,09.04.2017,1,19,21,1
2721,10.04.2017,8,19,32,1
2722,11.04.2017,2,20,24,5
2723,12.04.2017,2,23,26,1
2724,13.04.2017,3,17,21,6
2725,14.04.2017,1,12,12,6
2726,15.04.2017,1,16,18,3
2727,16.04.2017,1,11,12,1
2728,17.04.2017,1,15,16,1
2729,18.04.2017,1,8,10,0
2730,19.04.2017,1,10,12,1
2731,20.04.2017,2,25,29,1
2732,21.04.2017,3,22,26,1
2733,22.04.2017,2,13,16,2
2734,23.04.2017,1,16,18,3
2735,24.04.2017,3,20,24,1
2736,25.04.2017,4,22,28,1
2737,26.04.2017,10,29,44,2
2738,27.04.2017,18,35,62,1
2739,28.04.2017,8,29,41,0
2740,29.04.2017,2,21,23,1
2741,30.04.2017,1,10,12,1
2742,01.05.2017,0,6,6,1
2743,02.05.2017,1,10,11,1
2744,03.05.2017,1,10,11,1
2745,04.05.2017,2,11,13,0
2746,05.05.2017,2,16,20,0
2747,06.05.2017,1,9,11,1
2748,07.05.2017,0,7,8,1
2749,08.05.2017,4,23,30,0
2750,09.05.2017,7,27,38,1
2751,10.05.2017,3,25,30,1
2752,11.05.2017,4,15,21,1
2753,12.05.2017,1,14,17,3
2754,13.05.2017,2,17,20,1
2755,14.05.2017,5,19,26,1
2756,15.05.2017,9,20,34,1
2757,16.05.2017,5,20,27,1
2758,17.05.2017,1,9,10,1
2759,18.05.2017,1,11,13,1
2760,19.05.2017,1,11,12,1
2761,20.05.2017,1,12,14,3
2762,21.05.2017,1,8,10,0
2763,22.05.2017,4,14,20,1
2764,23.05.2017,1,16,17,3
2765,24.05.2017,1,12,14,1
2766,25.05.2017,1,12,13,0
2767,26.05.2017,2,15,18,0
2768,27.05.2017,1,8,9,0
2769,28.05.2017,0,11,11,1
2770,29.05.2017,2,17,20,1
2771,30.05.2017,1,15,17,3
2772,31.05.2017,1,11,12,0
2773,01.06.2017,2,15,18,1
2774,02.06.2017,6,18,27,1
2775,03.06.2017,1,11,12,1
2776,04.06.2017,1,13,14,0
2777,05.06.2017,1,10,10,0
2778,06.06.2017,1,14,15,1
2779,07.06.2017,1,11,11,0
2780,08.06.2017,2,16,18,0
2781,09.06.2017,1,14,16,1
2782,10.06.2017,1,13,15,1
2783,11.06.2017,2,14,17,1
2784,12.06.2017,1,16,18,0
2785,13.06.2017,2,13,16,0
2786,14.06.2017,2,11,14,0
2787,15.06.2017,3,14,18,1
2788,16.06.2017,2,14,17,0
2789,17.06.2017,1,9,11,0
2790,18.06.2017,2,15,18,0
2791,19.06.2017,4,19,25,0
2792,20.06.2017,,24,,0
2793,21.06.2017,2,13,15,1
2794,22.06.2017,1,16,18,1
2795,23.06.2017,2,14,17,1
2796,24.06.2017,1,10,11,0
2797,25.06.2017,1,9,11,0
2798,26.06.2017,2,15,18,0
2799,27.06.2017,2,12,15,1
2800,28.06.2017,1,10,11,1
2801,29.06.2017,3,20,25,0
2802,30.06.2017,1,16,17,0
2803,01.07.2017,1,13,14,0
2804,02.07.2017,1,8,9,1
2805,03.07.2017,2,15,19,0
2806,04.07.2017,2,13,17,0
2807,05.07.2017,4,22,28,0
2808,06.07.2017,3,17,22,0
2809,07.07.2017,2,20,23,1
2810,08.07.2017,1,14,16,1
2811,09.07.2017,1,9,10,0
2812,10.07.2017,2,14,17,1
2813,11.07.2017,3,16,20,1
2814,12.07.2017,2,18,21,0
2815,13.07.2017,3,11,16,0
2816,14.07.2017,6,19,29,0
2817,15.07.2017,2,15,18,0
2818,16.07.2017,2,12,15,0
2819,17.07.2017,3,15,20,0
2820,18.07.2017,5,15,23,1
2821,19.07.2017,1,7,10,1
2822,20.07.2017,1,12,14,0
2823,21.07.2017,3,17,21,1
2824,22.07.2017,1,6,8,1
2825,23.07.2017,1,10,11,1
2826,24.07.2017,7,12,23,0
2827,25.07.2017,2,13,16,1
2828,26.07.2017,3,15,19,0
2829,27.07.2017,3,16,21,0
2830,28.07.2017,1,15,16,0
2831,29.07.2017,1,15,16,0
2832,30.07.2017,1,9,10,0
2833,31.07.2017,2,16,19,0
2834,01.08.2017,2,16,20,0
2835,02.08.2017,2,16,18,0
2836,03.08.2017,3,17,21,0
2837,04.08.2017,2,17,19,0
2838,05.08.2017,0,13,13,0
2839,06.08.2017,1,12,13,0
2840,07.08.2017,5,16,24,0
2841,08.08.2017,0,8,8,0
2842,09.08.2017,1,16,18,0
2843,10.08.2017,1,12,14,2
2844,11.08.2017,1,12,14,0
2845,12.08.2017,1,8,10,0
2846,13.08.2017,1,11,13,0
2847,14.08.2017,2,11,15,0
2848,15.08.2017,1,9,11,2
2849,16.08.2017,2,23,26,0
2850,17.08.2017,2,12,16,0
2851,18.08.2017,3,16,20,0
2852,19.08.2017,1,13,15,0
2853,20.08.2017,1,9,10,0
2854,21.08.2017,1,10,12,0
2855,22.08.2017,4,18,25,0
2856,23.08.2017,17,24,49,0
2857,24.08.2017,6,20,29,0
2858,25.08.2017,9,24,37,0
2859,26.08.2017,6,10,19,1
2860,27.08.2017,0,11,11,0
2861,28.08.2017,9,24,38,0
2862,29.08.2017,3,17,21,1
2863,30.08.2017,2,14,17,2
2864,31.08.2017,2,16,18,1
2865,01.09.2017,2,16,18,0
2866,02.09.2017,1,14,15,0
2867,03.09.2017,2,14,17,0
2868,04.09.2017,8,26,38,1
2869,05.09.2017,8,32,45,1
2870,06.09.2017,5,21,28,0
2871,07.09.2017,2,14,17,0
2872,08.09.2017,3,19,23,1
2873,09.09.2017,2,13,15,1
2874,10.09.2017,1,14,16,1
2875,11.09.2017,1,16,18,1
2876,12.09.2017,3,18,23,1
2877,13.09.2017,1,13,15,1
2878,14.09.2017,2,16,20,2
2879,15.09.2017,2,18,21,0
2880,16.09.2017,4,17,24,1
2881,17.09.2017,11,19,36,1
2882,18.09.2017,13,29,49,1
2883,19.09.2017,14,29,50,1
2884,20.09.2017,13,27,46,1
2885,21.09.2017,6,28,36,0
2886,22.09.2017,10,21,37,0
2887,23.09.2017,21,17,48,0
2888,24.09.2017,1,10,11,0
2889,25.09.2017,2,12,15,0
2890,26.09.2017,1,10,12,0
2891,27.09.2017,2,12,14,1
2892,28.09.2017,2,11,13,2
2893,29.09.2017,1,12,14,2
2894,30.09.2017,1,10,11,2
2895,01.10.2017,2,15,17,1
2896,02.10.2017,2,15,19,1
2897,03.10.2017,1,12,14,0
2898,04.10.2017,3,19,24,0
2899,05.10.2017,2,16,19,1
2900,06.10.2017,3,21,26,0
2901,07.10.2017,1,10,12,0
2902,08.10.2017,1,13,15,0
2903,09.10.2017,7,33,45,1
2904,10.10.2017,7,31,42,0
2905,11.10.2017,3,20,24,0
2906,12.10.2017,2,19,22,4
2907,13.10.2017,8,30,42,1
2908,14.10.2017,13,24,45,1
2909,15.10.2017,11,17,33,1
2910,16.10.2017,30,27,73,1
2911,17.10.2017,46,30,100,1
2912,18.10.2017,46,28,97,1
2913,19.10.2017,9,21,34,0
2914,20.10.2017,14,24,46,0
2915,21.10.2017,3,22,27,1
2916,22.10.2017,1,11,13,1
2917,23.10.2017,9,29,43,1
2918,24.10.2017,6,24,33,1
2919,25.10.2017,5,17,24,1
2920,26.10.2017,1,21,23,0
2921,27.10.2017,2,17,19,0
2922,28.10.2017,1,9,10,0
2923,29.10.2017,1,8,9,0
2924,30.10.2017,2,19,22,0
2925,31.10.2017,1,19,21,0
2926,01.11.2017,5,25,34,0
2927,02.11.2017,5,29,37,0
2928,03.11.2017,19,29,58,1
2929,04.11.2017,10,18,33,1
2930,05.11.2017,2,17,21,0
2931,06.11.2017,22,32,65,1
2932,07.11.2017,15,19,43,0
2933,08.11.2017,2,13,16,1
2934,09.11.2017,6,26,35,2
2935,10.11.2017,4,22,28,1
2936,11.11.2017,1,15,16,0
2937,12.11.2017,4,21,28,1
2938,13.11.2017,6,30,39,1
2939,14.11.2017,21,30,62,2
2940,15.11.2017,17,31,57,1
2941,16.11.2017,11,29,47,1
2942,17.11.2017,27,38,79,0
2943,18.11.2017,3,22,26,1
2944,19.11.2017,0,12,12,0
2945,20.11.2017,3,25,29,1
2946,21.11.2017,3,20,25,0
2947,22.11.2017,4,24,30,1
2948,23.11.2017,13,30,51,5
2949,24.11.2017,6,32,41,1
2950,25.11.2017,2,22,26,0
2951,26.11.2017,2,19,22,1
2952,27.11.2017,4,20,26,3
2953,28.11.2017,4,29,35,9
2954,29.11.2017,29,36,81,3
2955,30.11.2017,36,38,94,1
2956,01.12.2017,18,37,66,2
2957,02.12.2017,16,32,57,1
2958,03.12.2017,4,22,27,3
2959,04.12.2017,3,28,33,2
2960,05.12.2017,3,25,28,2
2961,06.12.2017,2,18,20,3
2962,07.12.2017,4,22,28,4
2963,08.12.2017,2,23,26,2
2964,09.12.2017,2,20,23,3
2965,10.12.2017,1,11,13,2
2966,11.12.2017,6,30,39,1
2967,12.12.2017,2,21,24,2
2968,13.12.2017,3,22,28,2
2969,14.12.2017,3,26,31,2
2970,15.12.2017,16,40,64,2
2971,16.12.2017,4,33,39,3
2972,17.12.2017,2,19,21,1
2973,18.12.2017,23,30,65,0
2974,19.12.2017,32,39,87,0
2975,20.12.2017,34,37,88,2
2976,21.12.2017,11,30,46,1
2977,22.12.2017,2,24,28,1
2978,23.12.2017,1,13,15,2
2979,24.12.2017,1,9,10,1
2980,25.12.2017,1,11,12,3
2981,26.12.2017,1,15,16,2
2982,27.12.2017,3,22,26,2
2983,28.12.2017,16,24,49,1
2984,29.12.2017,2,21,25,1
2985,30.12.2017,2,13,16,1
2986,31.12.2017,1,15,17,3
2987,01.01.2018,1,13,15,3
2988,02.01.2018,2,25,29,1
2989,03.01.2018,1,14,16,1
2990,04.01.2018,1,18,20,1
2991,05.01.2018,2,26,30,1
2992,06.01.2018,12,39,57,1
2993,07.01.2018,0,7,8,0
2994,08.01.2018,3,20,24,2
2995,09.01.2018,2,17,19,4
2996,10.01.2018,15,25,48,1
2997,11.01.2018,32,24,72,1
2998,12.01.2018,4,17,24,1
2999,13.01.2018,1,8,9,1
3000,14.01.2018,1,8,10,1
3001,15.01.2018,2,14,17,1
3002,16.01.2018,5,25,32,1
3003,17.01.2018,5,31,38,2
3004,18.01.2018,2,20,23,2
3005,19.01.2018,4,33,39,1
3006,20.01.2018,3,28,33,1
3007,21.01.2018,2,17,19,0
3008,22.01.2018,2,14,16,2
3009,23.01.2018,7,27,38,1
3010,24.01.2018,4,22,28,4
3011,25.01.2018,4,40,47,3
3012,26.01.2018,7,33,44,1
3013,27.01.2018,2,21,24,1
3014,28.01.2018,2,12,14,2
3015,29.01.2018,1,13,15,1
3016,30.01.2018,2,24,27,1
3017,31.01.2018,3,24,29,1
3018,01.02.2018,4,27,33,2
3019,02.02.2018,3,28,33,4
3020,03.02.2018,2,19,22,1
3021,04.02.2018,2,13,16,0
3022,05.02.2018,2,21,24,0
3023,06.02.2018,20,32,62,1
3024,07.02.2018,3,30,35,4
3025,08.02.2018,31,50,98,3
3026,09.02.2018,16,42,66,2
3027,10.02.2018,5,28,35,2
3028,11.02.2018,1,20,23,2
3029,12.02.2018,4,32,39,1
3030,13.02.2018,25,42,81,1
3031,14.02.2018,20,33,63,1
3032,15.02.2018,2,18,21,2
3033,16.02.2018,13,38,57,2
3034,17.02.2018,10,39,55,1
3035,18.02.2018,1,16,18,1
3036,19.02.2018,4,28,35,3
3037,20.02.2018,3,21,25,3
3038,21.02.2018,6,25,34,1
3039,22.02.2018,4,18,24,1
3040,23.02.2018,1,16,18,1
3041,24.02.2018,2,10,12,1
3042,25.02.2018,1,12,13,1
3043,26.02.2018,2,17,19,1
3044,27.02.2018,11,26,42,3
3045,28.02.2018,1,12,14,2
3046,01.03.2018,2,11,14,2
3047,02.03.2018,2,16,19,4
3048,03.03.2018,2,18,21,3
3049,04.03.2018,1,15,17,6
3050,05.03.2018,4,37,43,5
3051,06.03.2018,5,31,39,3
3052,07.03.2018,12,38,57,1
3053,08.03.2018,6,33,43,1
3054,09.03.2018,13,32,51,0
3055,10.03.2018,10,27,41,1
3056,11.03.2018,9,20,34,1
3057,12.03.2018,17,39,66,2
3058,13.03.2018,3,22,27,0
3059,14.03.2018,3,18,24,0
3060,15.03.2018,1,10,12,1
3061,16.03.2018,0,8,8,0
3062,17.03.2018,0,4,4,1
3063,18.03.2018,1,3,4,2
3064,19.03.2018,15,27,50,2
3065,20.03.2018,20,39,70,1
3066,21.03.2018,14,33,55,1
3067,22.03.2018,5,35,43,2
3068,23.03.2018,2,18,21,0
3069,24.03.2018,2,21,24,1
3070,25.03.2018,4,28,33,2
3071,26.03.2018,8,29,41,1
3072,27.03.2018,3,22,28,1
3073,28.03.2018,2,14,17,1
3074,29.03.2018,2,22,25,0
3075,30.03.2018,2,15,18,1
3076,31.03.2018,1,15,17,1
3077,01.04.2018,1,15,17,0
3078,02.04.2018,1,14,16,0
3079,03.04.2018,3,21,26,2
3080,04.04.2018,10,22,37,1
3081,05.04.2018,2,17,19,1
3082,06.04.2018,3,23,27,1
3083,07.04.2018,1,14,15,3
3084,08.04.2018,1,12,13,2
3085,09.04.2018,14,33,54,2
3086,10.04.2018,1,14,16,2
3087,11.04.2018,1,10,12,1
3088,12.04.2018,1,12,14,2
3089,13.04.2018,1,14,16,2
3090,14.04.2018,1,15,17,0
3091,15.04.2018,1,16,17,2
3092,16.04.2018,8,33,46,4
3093,17.04.2018,9,29,43,1
3094,18.04.2018,11,32,49,1
3095,19.04.2018,7,22,33,4
3096,20.04.2018,4,26,32,1
3097,21.04.2018,1,18,21,0
3098,22.04.2018,1,13,14,1
3099,23.04.2018,2,18,21,0
3100,24.04.2018,3,21,25,0
3101,25.04.2018,2,20,22,1
3102,26.04.2018,2,22,26,0
3103,27.04.2018,3,20,25,0
3104,28.04.2018,2,16,19,1
3105,29.04.2018,1,11,13,1
3106,30.04.2018,1,15,17,1
3107,01.05.2018,0,13,13,0
3108,02.05.2018,6,18,27,0
3109,03.05.2018,5,18,26,1
3110,04.05.2018,2,15,18,0
3111,05.05.2018,1,7,9,1
3112,06.05.2018,0,9,10,0
3113,07.05.2018,3,16,21,1
3114,08.05.2018,2,14,17,1
3115,09.05.2018,1,12,14,1
3116,10.05.2018,1,8,9,1
3117,11.05.2018,1,16,18,1
3118,12.05.2018,1,10,11,1
3119,13.05.2018,1,7,8,1
3120,14.05.2018,0,9,9,1
3121,15.05.2018,1,14,15,1
3122,16.05.2018,2,14,17,
3123,17.05.2018,2,15,18,0
3124,18.05.2018,3,17,21,0
3125,19.05.2018,1,8,9,1
3126,20.05.2018,0,7,7,1
3127,21.05.2018,1,8,9,1
3128,22.05.2018,1,10,11,4
3129,23.05.2018,1,9,10,1
3130,24.05.2018,1,8,8,1
3131,25.05.2018,0,7,7,1
3132,26.05.2018,0,10,11,1
3133,27.05.2018,1,7,8,2
3134,28.05.2018,1,7,10,1
3135,29.05.2018,0,8,9,3
3136,30.05.2018,1,12,14,2
3137,31.05.2018,1,10,11,2
3138,01.06.2018,1,16,17,2
3139,02.06.2018,1,15,16,0
3140,03.06.2018,1,11,12,1
3141,04.06.2018,2,15,18,1
3142,05.06.2018,2,10,12,0
3143,06.06.2018,1,6,8,1
3144,07.06.2018,1,8,10,2
3145,08.06.2018,1,12,13,1
3146,09.06.2018,1,10,11,2
3147,10.06.2018,1,11,13,1
3148,11.06.2018,2,15,17,0
3149,12.06.2018,2,12,15,0
3150,13.06.2018,4,16,22,0
3151,14.06.2018,2,19,22,0
3152,15.06.2018,2,24,27,0
3153,16.06.2018,1,15,16,1
3154,17.06.2018,1,11,13,0
3155,18.06.2018,2,19,22,0
3156,19.06.2018,2,17,20,1
