,date,NOx,NO_2,NOx
3553,21.07.2019,4,15,20
3554,22.07.2019,14,33,54
3555,23.07.2019,10,27,41
3556,24.07.2019,15,31,53
3557,25.07.2019,19,34,62
3558,26.07.2019,15,24,46
3559,27.07.2019,10,18,34
3560,28.07.2019,9,23,37
3561,29.07.2019,12,39,57
3562,30.07.2019,7,20,31
3563,31.07.2019,10,28,43
3564,01.08.2019,11,28,44
3565,02.08.2019,20,42,73
3566,03.08.2019,14,30,51
3567,04.08.2019,4,15,21
3568,05.08.2019,21,46,78
3569,06.08.2019,17,40,67
3570,07.08.2019,17,40,67
3571,08.08.2019,12,30,49
3572,09.08.2019,19,44,72
3573,10.08.2019,11,23,39
3574,11.08.2019,13,31,51
3575,12.08.2019,15,33,56
3576,13.08.2019,9,20,33
3577,14.08.2019,11,30,47
3578,15.08.2019,25,44,82
3579,16.08.2019,12,27,46
3580,17.08.2019,16,35,60
3581,18.08.2019,14,24,46
3582,19.08.2019,17,33,59
3583,20.08.2019,23,43,78
3584,21.08.2019,11,36,53
3585,22.08.2019,27,56,97
3586,23.08.2019,19,52,81
3587,24.08.2019,17,40,66
3588,25.08.2019,12,25,43
3589,26.08.2019,16,46,71
3590,27.08.2019,19,50,79
3591,28.08.2019,19,55,84
3592,29.08.2019,7,30,41
3593,30.08.2019,11,37,53
3594,31.08.2019,16,47,71
3595,01.09.2019,4,17,23
3596,02.09.2019,7,23,34
3597,03.09.2019,18,38,65
3598,04.09.2019,24,50,87
3599,05.09.2019,8,22,35
3600,06.09.2019,21,36,68
3601,07.09.2019,19,41,71
3602,08.09.2019,10,23,39
3603,09.09.2019,12,29,48
3604,10.09.2019,7,24,34
3605,11.09.2019,31,53,100
3606,12.09.2019,19,34,63
3607,13.09.2019,10,23,39
3608,14.09.2019,15,33,55
3609,15.09.2019,7,21,30
3610,16.09.2019,9,24,39
3611,17.09.2019,7,17,28
3612,18.09.2019,7,16,27
3613,19.09.2019,9,25,38
3614,20.09.2019,11,29,46
3615,21.09.2019,24,46,82
3616,22.09.2019,19,43,73
3617,23.09.2019,25,52,90
3618,24.09.2019,24,48,86
3619,25.09.2019,30,49,95
3620,26.09.2019,38,45,103
3621,27.09.2019,31,40,88
3622,28.09.2019,15,25,49
3623,29.09.2019,12,18,37
3624,30.09.2019,7,16,27
3625,01.10.2019,24,29,65
3626,02.10.2019,11,25,42
3627,03.10.2019,7,16,27
3628,04.10.2019,35,39,93
3629,05.10.2019,12,21,40
3630,06.10.2019,18,29,57
3631,07.10.2019,49,51,126
3632,08.10.2019,32,36,85
3633,09.10.2019,22,29,63
3634,10.10.2019,14,26,47
3635,11.10.2019,18,25,53
3636,12.10.2019,13,27,47
3637,13.10.2019,15,29,51
3638,14.10.2019,19,35,64
3639,15.10.2019,33,50,100
3640,16.10.2019,15,31,54
3641,17.10.2019,34,43,96
3642,18.10.2019,33,38,88
3643,19.10.2019,26,36,76
3644,20.10.2019,29,42,86
3645,21.10.2019,55,47,131
3646,22.10.2019,24,37,74
3647,23.10.2019,37,39,96
3648,24.10.2019,28,42,85
3649,25.10.2019,24,35,71
3650,26.10.2019,17,27,53
3651,27.10.2019,7,19,30
3652,28.10.2019,13,27,47
3653,29.10.2019,14,34,56
