,date,PM10,NOx,NO_2,NOx,O_3
3545,13.07.2019,15,0,8,9,55
3546,14.07.2019,15,0,6,7,52
3547,15.07.2019,11,0,7,7,57
3548,16.07.2019,9,1,7,8,50
3549,17.07.2019,14,1,9,11,57
3550,18.07.2019,10,0,6,5,75
3551,19.07.2019,18,1,12,13,69
3552,20.07.2019,15,1,8,9,73
3553,21.07.2019,14,0,5,5,69
3554,22.07.2019,15,1,8,9,68
3555,23.07.2019,19,1,9,10,66
3556,24.07.2019,17,1,8,9,66
3557,25.07.2019,20,0,7,8,66
3558,26.07.2019,15,0,5,5,70
3559,27.07.2019,18,0,5,6,77
3560,28.07.2019,17,0,5,5,97
3561,29.07.2019,22,1,10,11,97
3562,30.07.2019,25,1,8,10,67
3563,31.07.2019,16,1,10,11,59
3564,01.08.2019,12,1,13,15,59
3565,02.08.2019,13,2,9,11,52
3566,03.08.2019,14,2,9,12,50
3567,04.08.2019,13,1,8,10,53
3568,05.08.2019,12,1,8,10,64
3569,06.08.2019,16,1,11,13,69
3570,07.08.2019,15,0,11,10,56
3571,08.08.2019,16,1,10,12,68
3572,09.08.2019,15,1,10,12,85
3573,10.08.2019,12,0,4,4,78
3574,11.08.2019,12,1,6,7,79
3575,12.08.2019,15,0,8,8,81
3576,13.08.2019,11,0,7,7,77
3577,14.08.2019,11,1,10,11,70
3578,15.08.2019,10,1,6,7,73
3579,16.08.2019,12,1,9,10,55
3580,17.08.2019,12,0,8,8,69
3581,18.08.2019,7,1,5,5,56
3582,19.08.2019,11,1,10,12,52
3583,20.08.2019,12,2,14,18,56
3584,21.08.2019,12,1,12,13,70
3585,22.08.2019,12,1,10,12,75
3586,23.08.2019,15,1,7,8,82
3587,24.08.2019,19,0,6,7,94
3588,25.08.2019,16,0,4,4,104
3589,26.08.2019,25,1,7,8,99
3590,27.08.2019,23,1,8,9,92
3591,28.08.2019,21,1,7,8,97
3592,29.08.2019,20,1,11,12,101
3593,30.08.2019,22,0,7,8,104
3594,31.08.2019,21,1,6,7,116
3595,01.09.2019,20,0,7,7,108
3596,02.09.2019,11,1,8,9,68
3597,03.09.2019,15,1,12,14,55
3598,04.09.2019,18,0,11,12,78
3599,05.09.2019,13,1,7,8,63
3600,06.09.2019,12,1,9,10,59
3601,07.09.2019,13,0,13,13,46
3602,08.09.2019,12,0,8,8,61
3603,09.09.2019,9,0,9,9,48
3604,10.09.2019,10,1,9,10,72
3605,11.09.2019,11,2,11,13,78
3606,12.09.2019,11,1,10,10,51
3607,13.09.2019,12,1,10,11,43
3608,14.09.2019,13,1,12,14,43
3609,15.09.2019,12,1,8,10,65
3610,16.09.2019,17,1,10,11,52
3611,17.09.2019,10,0,9,9,50
3612,18.09.2019,11,0,8,8,56
3613,19.09.2019,9,1,17,19,40
3614,20.09.2019,12,7,20,31,33
3615,21.09.2019,14,2,16,18,44
3616,22.09.2019,15,1,9,10,54
3617,23.09.2019,20,1,10,12,65
3618,24.09.2019,30,2,14,17,33
3619,25.09.2019,19,1,14,16,28
3620,26.09.2019,12,3,13,17,28
3621,27.09.2019,8,0,12,12,34
3622,28.09.2019,8,1,7,8,44
3623,29.09.2019,7,0,5,6,51
3624,30.09.2019,6,0,6,6,56
3625,01.10.2019,7,0,8,8,42
3626,02.10.2019,6,1,10,11,47
3627,03.10.2019,7,1,7,9,33
3628,04.10.2019,8,2,8,11,30
3629,05.10.2019,10,0,5,5,37
3630,06.10.2019,9,0,6,6,35
3631,07.10.2019,13,5,14,22,30
3632,08.10.2019,11,1,12,12,28
3633,09.10.2019,10,0,9,9,41
3634,10.10.2019,8,1,10,11,46
3635,11.10.2019,7,0,9,9,45
3636,12.10.2019,12,0,10,10,52
3637,13.10.2019,16,1,9,9,59
3638,14.10.2019,17,1,13,15,53
3639,15.10.2019,31,2,12,15,33
3640,16.10.2019,17,1,11,12,35
3641,17.10.2019,10,0,11,12,41
3642,18.10.2019,9,1,9,11,44
3643,19.10.2019,10,0,8,8,40
3644,20.10.2019,18,0,11,11,33
3645,21.10.2019,29,9,19,32,10
3646,22.10.2019,24,18,19,47,10
3647,23.10.2019,25,4,10,16,28
3648,24.10.2019,45,1,14,15,37
3649,25.10.2019,18,1,17,19,31
3650,26.10.2019,9,0,9,9,53
3651,27.10.2019,10,0,10,10,52
3652,28.10.2019,10,1,15,18,40
3653,29.10.2019,12,4,20,25,20
