,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Ortschaft
2013-02-17,46,2,19,22,23,Grunewald
2013-02-18,26,1,18,19,39,Grunewald
2013-02-19,11,0,11,11,42,Grunewald
2013-02-20,9,0,8,8,71,Grunewald
2013-02-21,13,0,14,15,66,Grunewald
2013-02-22,38,1,16,18,65,Grunewald
2013-02-23,34,0,11,11,66,Grunewald
2013-02-24,35,0,19,19,30,Grunewald
2013-02-25,54,1,25,26,27,Grunewald
2013-02-26,38,0,14,15,32,Grunewald
2013-02-27,20,1,17,18,25,Grunewald
2013-02-28,24,0,14,14,29,Grunewald
2013-03-01,20,0,5,4,52,Grunewald
2013-03-02,22,0,9,9,49,Grunewald
2013-03-03,17,0,2,2,65,Grunewald
2013-03-04,23,10,22,37,41,Grunewald
2013-03-05,27,1,28,30,47,Grunewald
2013-03-06,41,7,44,56,28,Grunewald
2013-03-07,56,1,28,30,55,Grunewald
2013-03-08,24,28,22,66,54,Grunewald
2013-03-09,30,0,13,14,54,Grunewald
2013-03-10,24,0,13,13,63,Grunewald
2013-03-11,26,1,18,20,64,Grunewald
2013-03-12,18,1,19,19,70,Grunewald
2013-03-13,,0,24,24,,Grunewald
2013-03-14,,2,21,24,,Grunewald
2013-03-15,17,1,12,13,60,Grunewald
2013-03-16,19,5,24,32,61,Grunewald
2013-03-17,31,0,11,12,85,Grunewald
2013-03-18,39,1,18,19,80,Grunewald
2013-03-19,24,0,10,10,84,Grunewald
2013-03-20,18,1,13,14,80,Grunewald
2013-03-21,29,1,13,14,78,Grunewald
2013-03-22,17,1,11,12,79,Grunewald
2013-03-23,17,1,11,13,73,Grunewald
2013-03-24,21,1,15,16,83,Grunewald
2013-03-25,26,1,16,17,86,Grunewald
2013-03-26,19,1,19,20,86,Grunewald
2013-03-27,21,1,20,21,91,Grunewald
2013-03-28,37,1,19,20,95,Grunewald
2013-03-29,52,0,16,16,82,Grunewald
2013-03-30,33,0,5,5,90,Grunewald
2013-03-31,20,0,6,7,95,Grunewald
2013-04-01,17,0,7,7,96,Grunewald
2013-04-02,23,2,21,23,75,Grunewald
2013-04-03,24,2,19,22,87,Grunewald
2013-04-04,27,1,18,19,84,Grunewald
2013-04-05,24,0,15,15,68,Grunewald
2013-04-06,16,0,10,11,81,Grunewald
2013-04-07,15,0,8,9,74,Grunewald
2013-04-08,23,7,37,48,54,Grunewald
2013-04-09,40,0,16,17,82,Grunewald
2013-04-10,68,1,21,22,58,Grunewald
2013-04-11,32,3,24,28,29,Grunewald
2013-04-12,14,10,22,38,40,Grunewald
2013-04-13,7,0,6,6,67,Grunewald
2013-04-14,16,2,12,14,60,Grunewald
2013-04-15,17,0,12,12,79,Grunewald
2013-04-16,24,1,23,25,49,Grunewald
2013-04-17,21,1,16,18,53,Grunewald
2013-04-18,25,1,18,19,65,Grunewald
2013-04-19,23,1,5,6,79,Grunewald
2013-04-20,20,1,6,7,71,Grunewald
2013-04-21,20,0,9,10,78,Grunewald
2013-04-22,29,1,14,15,63,Grunewald
2013-04-23,25,1,14,15,57,Grunewald
2013-04-24,30,0,8,9,70,Grunewald
2013-04-25,29,1,14,15,54,Grunewald
2013-04-26,27,1,11,12,78,Grunewald
2013-04-27,9,0,6,7,64,Grunewald
2013-04-28,10,0,6,6,67,Grunewald
2013-04-29,12,0,11,11,56,Grunewald
2013-04-30,15,0,7,8,65,Grunewald
2013-05-01,18,1,7,8,71,Grunewald
2013-05-02,26,1,16,18,62,Grunewald
2013-05-03,17,1,11,12,82,Grunewald
2013-05-04,17,0,6,7,78,Grunewald
2013-05-05,21,1,7,8,67,Grunewald
2013-05-06,24,2,20,23,67,Grunewald
2013-05-07,36,1,17,18,63,Grunewald
2013-05-08,26,2,12,15,44,Grunewald
2013-05-09,17,2,13,16,34,Grunewald
2013-05-10,13,2,7,10,41,Grunewald
2013-05-11,15,1,8,9,45,Grunewald
2013-05-12,9,1,5,7,41,Grunewald
2013-05-13,11,2,10,14,41,Grunewald
2013-05-14,12,1,12,13,38,Grunewald
2013-05-15,17,1,13,14,65,Grunewald
2013-05-16,24,0,12,13,79,Grunewald
2013-05-17,26,0,11,11,79,Grunewald
2013-05-18,26,0,10,10,35,Grunewald
2013-05-19,16,0,10,10,54,Grunewald
2013-05-20,11,0,6,7,54,Grunewald
2013-05-21,,0,11,12,46,Grunewald
2013-05-22,10,0,10,10,43,Grunewald
2013-05-23,17,0,7,7,62,Grunewald
2013-05-24,16,1,12,13,48,Grunewald
2013-05-25,9,1,5,6,51,Grunewald
2013-05-26,6,0,6,7,39,Grunewald
2013-05-27,9,2,12,14,36,Grunewald
2013-05-28,,1,9,10,39,Grunewald
2013-05-29,14,1,15,17,39,Grunewald
2013-05-30,19,1,12,14,41,Grunewald
2013-05-31,,0,8,8,,Grunewald
2013-06-01,,,,,,Grunewald
2013-06-02,,,,,,Grunewald
2013-06-03,,,,,,Grunewald
2013-06-04,,0,8,8,,Grunewald
2013-06-05,10,0,10,10,48,Grunewald
2013-06-06,14,1,16,18,54,Grunewald
2013-06-07,13,1,14,14,56,Grunewald
2013-06-08,18,0,10,10,54,Grunewald
2013-06-09,19,0,10,9,66,Grunewald
2013-06-10,13,0,7,8,52,Grunewald
2013-06-11,9,0,8,8,41,Grunewald
2013-06-12,17,1,14,15,55,Grunewald
2013-06-13,16,0,14,15,44,Grunewald
2013-06-14,11,0,6,6,49,Grunewald
2013-06-15,13,2,6,9,51,Grunewald
2013-06-16,11,0,5,5,57,Grunewald
2013-06-17,17,0,13,13,66,Grunewald
2013-06-18,26,1,18,19,82,Grunewald
2013-06-19,34,0,14,15,81,Grunewald
2013-06-20,28,0,13,13,103,Grunewald
2013-06-21,11,0,7,7,60,Grunewald
2013-06-22,10,1,11,12,49,Grunewald
2013-06-23,11,0,6,7,49,Grunewald
2013-06-24,9,0,7,7,46,Grunewald
2013-06-25,10,0,5,5,41,Grunewald
2013-06-26,10,0,3,3,52,Grunewald
2013-06-27,9,0,6,6,46,Grunewald
2013-06-28,12,1,9,11,40,Grunewald
2013-06-29,11,0,7,7,40,Grunewald
2013-06-30,17,0,3,3,43,Grunewald
2013-07-01,14,0,7,7,48,Grunewald
2013-07-02,14,0,8,8,49,Grunewald
2013-07-03,20,0,15,16,57,Grunewald
2013-07-04,16,0,6,6,37,Grunewald
2013-07-05,16,1,6,8,29,Grunewald
2013-07-06,13,1,9,10,48,Grunewald
2013-07-07,12,0,8,9,50,Grunewald
2013-07-08,18,1,11,12,59,Grunewald
2013-07-09,18,0,8,8,59,Grunewald
2013-07-10,14,0,6,6,50,Grunewald
2013-07-11,8,0,4,5,51,Grunewald
2013-07-12,14,0,5,6,45,Grunewald
2013-07-13,13,0,4,5,59,Grunewald
2013-07-14,14,0,3,3,58,Grunewald
2013-07-15,13,0,4,4,59,Grunewald
2013-07-16,13,0,4,4,52,Grunewald
2013-07-17,14,0,6,6,53,Grunewald
2013-07-18,12,0,9,10,49,Grunewald
2013-07-19,16,0,4,4,54,Grunewald
2013-07-20,12,0,6,6,62,Grunewald
2013-07-21,10,0,7,7,61,Grunewald
2013-07-22,13,0,10,10,71,Grunewald
2013-07-23,19,0,12,13,69,Grunewald
2013-07-24,15,0,16,16,67,Grunewald
2013-07-25,21,0,8,9,104,Grunewald
2013-07-26,30,0,16,17,91,Grunewald
2013-07-27,33,0,9,9,94,Grunewald
2013-07-28,25,0,8,9,87,Grunewald
2013-07-29,16,1,9,10,36,Grunewald
2013-07-30,15,0,6,7,43,Grunewald
2013-07-31,11,1,12,13,44,Grunewald
2013-08-01,13,5,22,30,29,Grunewald
2013-08-02,19,3,27,31,60,Grunewald
2013-08-03,24,1,22,24,71,Grunewald
2013-08-04,12,1,15,16,63,Grunewald
2013-08-05,17,1,18,20,49,Grunewald
2013-08-06,23,2,23,26,54,Grunewald
2013-08-07,19,1,18,19,40,Grunewald
2013-08-08,18,1,10,11,43,Grunewald
2013-08-09,13,0,6,6,38,Grunewald
2013-08-10,14,3,9,13,33,Grunewald
2013-08-11,13,1,7,7,44,Grunewald
2013-08-12,12,1,14,15,38,Grunewald
2013-08-13,11,0,5,6,43,Grunewald
2013-08-14,8,0,5,6,41,Grunewald
2013-08-15,11,0,12,12,40,Grunewald
2013-08-16,20,0,19,20,48,Grunewald
2013-08-17,23,1,15,16,60,Grunewald
2013-08-18,22,1,15,17,37,Grunewald
2013-08-19,10,1,13,15,20,Grunewald
2013-08-20,9,0,5,6,46,Grunewald
2013-08-21,12,0,6,6,42,Grunewald
2013-08-22,15,3,18,23,41,Grunewald
2013-08-23,18,1,15,16,47,Grunewald
2013-08-24,12,1,10,11,56,Grunewald
2013-08-25,17,1,8,9,72,Grunewald
2013-08-26,13,1,11,13,58,Grunewald
2013-08-27,19,1,18,19,44,Grunewald
2013-08-28,17,2,17,21,34,Grunewald
2013-08-29,14,0,7,8,50,Grunewald
2013-08-30,24,1,14,15,67,Grunewald
2013-08-31,19,0,7,7,58,Grunewald
2013-09-01,14,0,3,3,53,Grunewald
2013-09-02,11,0,7,7,39,Grunewald
2013-09-03,4,0,6,7,24,Grunewald
2013-09-04,9,2,8,10,15,Grunewald
2013-09-05,15,4,13,20,36,Grunewald
2013-09-06,22,0,15,16,60,Grunewald
2013-09-07,19,0,14,14,68,Grunewald
2013-09-08,22,0,10,11,67,Grunewald
2013-09-09,12,0,6,6,38,Grunewald
2013-09-10,11,1,16,18,18,Grunewald
2013-09-11,11,1,15,17,12,Grunewald
2013-09-12,15,9,20,34,4,Grunewald
2013-09-13,12,1,5,6,32,Grunewald
2013-09-14,13,1,9,10,37,Grunewald
2013-09-15,10,1,7,7,31,Grunewald
2013-09-16,11,0,11,11,32,Grunewald
2013-09-17,11,0,11,11,34,Grunewald
2013-09-18,7,1,12,13,19,Grunewald
2013-09-19,12,0,8,8,28,Grunewald
2013-09-20,11,2,15,18,10,Grunewald
2013-09-21,13,0,6,6,27,Grunewald
2013-09-22,18,0,6,6,33,Grunewald
2013-09-23,15,0,4,5,39,Grunewald
2013-09-24,9,1,4,5,31,Grunewald
2013-09-25,14,6,20,29,14,Grunewald
2013-09-26,10,0,12,13,24,Grunewald
2013-09-27,12,0,4,5,25,Grunewald
2013-09-28,14,0,8,9,23,Grunewald
2013-09-29,11,1,10,11,27,Grunewald
2013-09-30,15,1,15,17,33,Grunewald
2013-10-01,16,3,18,23,28,Grunewald
2013-10-02,16,5,19,25,25,Grunewald
2013-10-03,24,1,13,14,40,Grunewald
2013-10-04,,0,17,17,39,Grunewald
2013-10-05,19,2,19,21,23,Grunewald
2013-10-06,22,1,7,8,9,Grunewald
2013-10-07,16,4,12,17,9,Grunewald
2013-10-08,24,4,15,21,9,Grunewald
2013-10-09,28,6,17,27,14,Grunewald
2013-10-10,16,1,12,14,30,Grunewald
2013-10-11,41,1,18,19,33,Grunewald
2013-10-12,45,0,15,16,22,Grunewald
2013-10-13,16,2,12,15,14,Grunewald
2013-10-14,19,15,20,43,11,Grunewald
2013-10-15,23,7,23,34,8,Grunewald
2013-10-16,17,4,10,16,22,Grunewald
2013-10-17,18,1,11,13,29,Grunewald
2013-10-18,10,1,7,8,47,Grunewald
2013-10-19,16,2,19,21,18,Grunewald
2013-10-20,20,2,10,13,13,Grunewald
2013-10-21,18,4,13,18,28,Grunewald
2013-10-22,24,9,24,38,12,Grunewald
2013-10-23,20,2,21,23,19,Grunewald
2013-10-24,18,1,11,13,26,Grunewald
2013-10-25,21,23,27,62,5,Grunewald
2013-10-26,18,3,15,20,11,Grunewald
2013-10-27,11,1,6,7,45,Grunewald
2013-10-28,9,0,6,6,56,Grunewald
2013-10-29,9,0,8,9,54,Grunewald
2013-10-30,11,0,14,15,34,Grunewald
2013-10-31,,6,26,35,,Grunewald
2013-11-01,17,2,26,29,17,Grunewald
2013-11-02,16,0,12,13,19,Grunewald
2013-11-03,10,1,7,9,37,Grunewald
2013-11-04,7,0,10,10,45,Grunewald
2013-11-05,9,1,11,12,38,Grunewald
2013-11-06,10,1,10,11,38,Grunewald
2013-11-07,7,1,12,12,26,Grunewald
2013-11-08,11,7,22,33,17,Grunewald
2013-11-09,9,0,10,10,39,Grunewald
2013-11-10,5,0,4,5,48,Grunewald
2013-11-11,9,12,14,32,22,Grunewald
2013-11-12,17,9,26,40,9,Grunewald
2013-11-13,16,0,10,10,30,Grunewald
2013-11-14,18,24,29,65,8,Grunewald
2013-11-15,24,1,18,20,20,Grunewald
2013-11-16,28,3,15,19,22,Grunewald
2013-11-17,20,2,16,20,13,Grunewald
2013-11-18,23,4,24,30,11,Grunewald
2013-11-19,22,10,25,41,4,Grunewald
2013-11-20,11,1,13,15,27,Grunewald
2013-11-21,10,11,25,42,24,Grunewald
2013-11-22,16,3,23,27,11,Grunewald
2013-11-23,16,1,16,18,12,Grunewald
2013-11-24,7,0,5,5,38,Grunewald
2013-11-25,7,0,10,11,37,Grunewald
2013-11-26,5,0,13,14,30,Grunewald
2013-11-27,14,9,29,43,12,Grunewald
2013-11-28,17,0,14,14,40,Grunewald
2013-11-29,18,1,10,11,44,Grunewald
2013-11-30,4,1,5,6,44,Grunewald
2013-12-01,14,1,5,6,44,Grunewald
2013-12-02,12,9,17,32,14,Grunewald
2013-12-03,16,11,22,40,7,Grunewald
2013-12-04,20,12,31,49,7,Grunewald
2013-12-05,11,1,10,11,48,Grunewald
2013-12-06,5,0,3,3,68,Grunewald
2013-12-07,9,0,3,4,59,Grunewald
2013-12-08,8,0,7,8,40,Grunewald
2013-12-09,6,0,7,8,42,Grunewald
2013-12-10,10,0,14,15,19,Grunewald
2013-12-11,16,0,15,15,24,Grunewald
2013-12-12,8,3,23,28,10,Grunewald
2013-12-13,9,20,33,64,1,Grunewald
2013-12-14,16,4,27,33,7,Grunewald
2013-12-15,14,0,13,13,27,Grunewald
2013-12-16,12,9,31,45,14,Grunewald
2013-12-17,13,44,43,110,4,Grunewald
2013-12-18,24,28,40,83,2,Grunewald
2013-12-19,22,5,34,42,7,Grunewald
2013-12-20,18,19,26,54,11,Grunewald
2013-12-21,12,1,14,16,39,Grunewald
2013-12-22,8,0,7,7,48,Grunewald
2013-12-23,7,0,10,11,49,Grunewald
2013-12-24,8,0,8,9,45,Grunewald
2013-12-25,15,0,13,14,29,Grunewald
2013-12-26,24,1,17,19,14,Grunewald
2013-12-27,11,0,9,10,43,Grunewald
2013-12-28,6,3,16,21,34,Grunewald
2013-12-29,7,1,7,8,45,Grunewald
2013-12-30,11,1,19,21,24,Grunewald
2013-12-31,20,1,24,26,14,Grunewald
2014-01-01,57,2,21,25,12,Grunewald
2014-01-02,22,1,18,20,21,Grunewald
2014-01-03,9,4,20,25,24,Grunewald
2014-01-04,10,1,18,20,36,Grunewald
2014-01-05,14,1,13,14,27,Grunewald
2014-01-06,7,1,21,22,27,Grunewald
2014-01-07,8,1,20,21,31,Grunewald
2014-01-08,8,5,23,30,23,Grunewald
2014-01-09,10,6,20,28,26,Grunewald
2014-01-10,7,0,7,8,59,Grunewald
2014-01-11,10,0,9,10,47,Grunewald
2014-01-12,12,0,4,4,59,Grunewald
2014-01-13,17,7,29,39,11,Grunewald
2014-01-14,22,23,31,66,2,Grunewald
2014-01-15,32,3,29,33,7,Grunewald
2014-01-16,24,1,30,31,11,Grunewald
2014-01-17,16,18,33,60,3,Grunewald
2014-01-18,21,7,26,37,11,Grunewald
2014-01-19,36,0,16,16,20,Grunewald
2014-01-20,26,2,22,24,12,Grunewald
2014-01-21,,5,31,39,8,Grunewald
2014-01-22,37,3,29,34,10,Grunewald
2014-01-23,,2,24,27,,Grunewald
2014-01-24,58,1,30,32,32,Grunewald
2014-01-25,45,2,29,32,33,Grunewald
2014-01-26,51,1,18,19,42,Grunewald
2014-01-27,71,3,40,44,15,Grunewald
2014-01-28,69,6,35,45,14,Grunewald
2014-01-29,41,1,21,23,32,Grunewald
2014-01-30,55,2,26,28,27,Grunewald
2014-01-31,59,21,44,76,18,Grunewald
2014-02-01,42,3,26,31,27,Grunewald
2014-02-02,37,4,26,33,7,Grunewald
2014-02-03,29,8,22,35,18,Grunewald
2014-02-04,26,2,22,26,38,Grunewald
2014-02-05,35,2,26,29,27,Grunewald
2014-02-06,19,4,30,36,24,Grunewald
2014-02-07,13,1,18,19,37,Grunewald
2014-02-08,7,0,11,11,51,Grunewald
2014-02-09,5,0,8,8,56,Grunewald
2014-02-10,11,1,23,25,41,Grunewald
2014-02-11,14,0,14,15,37,Grunewald
2014-02-12,10,1,21,22,36,Grunewald
2014-02-13,12,1,18,19,40,Grunewald
2014-02-14,12,2,15,19,46,Grunewald
2014-02-15,8,0,11,11,48,Grunewald
2014-02-16,5,0,5,5,62,Grunewald
2014-02-17,9,3,14,18,43,Grunewald
2014-02-18,15,14,38,60,8,Grunewald
2014-02-19,18,7,24,34,18,Grunewald
2014-02-20,19,2,23,27,26,Grunewald
2014-02-21,11,1,16,17,36,Grunewald
2014-02-22,9,1,13,15,46,Grunewald
2014-02-23,10,2,21,23,38,Grunewald
2014-02-24,24,8,28,41,39,Grunewald
2014-02-25,34,4,28,34,31,Grunewald
2014-02-26,39,11,39,57,13,Grunewald
2014-02-27,44,17,42,68,4,Grunewald
2014-02-28,34,8,30,42,13,Grunewald
2014-03-01,34,14,25,46,27,Grunewald
2014-03-02,38,2,15,18,30,Grunewald
2014-03-03,42,7,24,35,35,Grunewald
2014-03-04,52,5,31,38,12,Grunewald
2014-03-05,57,3,21,26,11,Grunewald
2014-03-06,51,1,17,19,18,Grunewald
2014-03-07,38,6,28,37,22,Grunewald
2014-03-08,34,3,29,33,32,Grunewald
2014-03-09,37,3,34,39,32,Grunewald
2014-03-10,49,5,36,43,45,Grunewald
2014-03-11,35,6,26,35,43,Grunewald
2014-03-12,16,4,29,35,36,Grunewald
2014-03-13,25,12,39,58,42,Grunewald
2014-03-14,39,1,13,14,57,Grunewald
2014-03-15,21,0,4,4,74,Grunewald
2014-03-16,6,0,1,1,69,Grunewald
2014-03-17,11,0,4,4,63,Grunewald
2014-03-18,20,1,9,10,46,Grunewald
2014-03-19,14,1,5,6,56,Grunewald
2014-03-20,19,1,16,17,58,Grunewald
2014-03-21,16,0,10,10,75,Grunewald
2014-03-22,8,0,12,13,43,Grunewald
2014-03-23,11,0,10,11,52,Grunewald
2014-03-24,13,1,13,15,41,Grunewald
2014-03-25,10,1,10,11,43,Grunewald
2014-03-26,11,2,17,20,49,Grunewald
2014-03-27,18,1,17,18,61,Grunewald
2014-03-28,33,2,24,27,23,Grunewald
2014-03-29,47,9,24,38,35,Grunewald
2014-03-30,49,1,17,18,65,Grunewald
2014-03-31,37,3,18,22,63,Grunewald
2014-04-01,41,1,18,19,52,Grunewald
2014-04-02,38,1,18,20,66,Grunewald
2014-04-03,50,4,32,38,54,Grunewald
2014-04-04,30,1,19,21,67,Grunewald
2014-04-05,28,1,16,17,63,Grunewald
2014-04-06,29,0,10,10,61,Grunewald
2014-04-07,20,2,21,23,37,Grunewald
2014-04-08,16,1,13,14,57,Grunewald
2014-04-09,10,0,3,4,72,Grunewald
2014-04-10,6,1,8,9,54,Grunewald
2014-04-11,9,4,16,21,33,Grunewald
2014-04-12,14,1,11,12,47,Grunewald
2014-04-13,16,1,4,5,64,Grunewald
2014-04-14,10,1,3,4,71,Grunewald
2014-04-15,12,0,4,5,61,Grunewald
2014-04-16,7,1,13,14,45,Grunewald
2014-04-17,12,7,25,37,46,Grunewald
2014-04-18,8,0,7,7,64,Grunewald
2014-04-19,23,1,12,12,55,Grunewald
2014-04-20,29,0,8,8,83,Grunewald
2014-04-21,17,0,8,8,81,Grunewald
2014-04-22,23,1,17,19,57,Grunewald
2014-04-23,20,1,17,18,50,Grunewald
2014-04-24,25,2,20,23,43,Grunewald
2014-04-25,25,1,14,15,70,Grunewald
2014-04-26,24,0,13,14,66,Grunewald
2014-04-27,17,0,8,8,68,Grunewald
2014-04-28,21,1,11,12,71,Grunewald
2014-04-29,20,1,16,18,71,Grunewald
2014-04-30,16,1,15,17,77,Grunewald
2014-05-01,22,0,11,12,73,Grunewald
2014-05-02,8,0,10,11,46,Grunewald
2014-05-03,8,0,4,5,55,Grunewald
2014-05-04,10,0,4,4,61,Grunewald
2014-05-05,11,3,10,15,54,Grunewald
2014-05-06,20,0,16,16,61,Grunewald
2014-05-07,14,1,8,9,60,Grunewald
2014-05-08,11,0,6,7,52,Grunewald
2014-05-09,10,0,5,6,50,Grunewald
2014-05-10,11,0,4,5,68,Grunewald
2014-05-11,12,0,3,3,57,Grunewald
2014-05-12,10,0,6,6,53,Grunewald
2014-05-13,8,1,3,4,65,Grunewald
2014-05-14,10,0,4,4,59,Grunewald
2014-05-15,12,0,7,7,55,Grunewald
2014-05-16,11,0,9,10,71,Grunewald
2014-05-17,13,0,8,8,67,Grunewald
2014-05-18,12,0,9,9,40,Grunewald
2014-05-19,16,1,11,12,29,Grunewald
2014-05-20,16,2,17,19,55,Grunewald
2014-05-21,21,2,20,23,70,Grunewald
2014-05-22,23,0,13,13,85,Grunewald
2014-05-23,29,1,10,11,55,Grunewald
2014-05-24,11,0,6,6,59,Grunewald
2014-05-25,11,0,6,6,75,Grunewald
2014-05-26,13,0,10,10,79,Grunewald
2014-05-27,15,0,10,11,61,Grunewald
2014-05-28,8,1,11,12,31,Grunewald
2014-05-29,9,0,5,5,39,Grunewald
2014-05-30,9,0,4,4,45,Grunewald
2014-05-31,13,0,5,5,63,Grunewald
2014-06-01,13,0,4,4,70,Grunewald
2014-06-02,10,0,8,8,56,Grunewald
2014-06-03,8,1,12,12,50,Grunewald
2014-06-04,12,1,13,15,58,Grunewald
2014-06-05,11,1,8,9,53,Grunewald
2014-06-06,10,1,9,11,60,Grunewald
2014-06-07,16,1,13,14,73,Grunewald
2014-06-08,26,1,8,9,75,Grunewald
2014-06-09,20,0,5,5,95,Grunewald
2014-06-10,27,0,12,12,82,Grunewald
2014-06-11,22,0,10,10,53,Grunewald
2014-06-12,15,0,4,4,60,Grunewald
2014-06-13,11,0,4,5,53,Grunewald
2014-06-14,8,0,6,6,48,Grunewald
2014-06-15,8,1,5,6,44,Grunewald
2014-06-16,11,1,7,7,53,Grunewald
2014-06-17,11,1,8,9,49,Grunewald
2014-06-18,10,0,5,5,60,Grunewald
2014-06-19,12,0,3,3,49,Grunewald
2014-06-20,12,0,3,4,57,Grunewald
2014-06-21,9,0,2,3,52,Grunewald
2014-06-22,10,1,2,3,58,Grunewald
2014-06-23,13,0,3,3,72,Grunewald
2014-06-24,8,0,5,5,44,Grunewald
2014-06-25,9,2,17,19,22,Grunewald
2014-06-26,11,2,16,19,26,Grunewald
2014-06-27,12,1,14,15,38,Grunewald
2014-06-28,15,1,12,13,56,Grunewald
2014-06-29,10,0,6,7,40,Grunewald
2014-06-30,10,0,4,5,53,Grunewald
2014-07-01,8,0,3,4,57,Grunewald
2014-07-02,8,0,4,4,54,Grunewald
2014-07-03,10,1,5,6,59,Grunewald
2014-07-04,19,2,17,20,83,Grunewald
2014-07-05,25,0,11,12,78,Grunewald
2014-07-06,9,1,7,8,49,Grunewald
2014-07-07,12,0,9,9,48,Grunewald
2014-07-08,17,1,17,19,38,Grunewald
2014-07-09,26,1,13,14,37,Grunewald
2014-07-10,18,1,11,11,47,Grunewald
2014-07-11,20,1,12,13,42,Grunewald
2014-07-12,11,0,6,6,43,Grunewald
2014-07-13,11,0,5,5,42,Grunewald
2014-07-14,15,1,8,9,46,Grunewald
2014-07-15,15,1,5,6,59,Grunewald
2014-07-16,18,0,7,7,58,Grunewald
2014-07-17,18,1,10,12,60,Grunewald
2014-07-18,20,0,14,15,76,Grunewald
2014-07-19,24,1,13,14,86,Grunewald
2014-07-20,27,1,11,11,103,Grunewald
2014-07-21,27,1,9,10,95,Grunewald
2014-07-22,20,1,8,9,84,Grunewald
2014-07-23,20,1,9,10,75,Grunewald
2014-07-24,16,1,16,16,55,Grunewald
2014-07-25,24,0,18,19,36,Grunewald
2014-07-26,26,1,15,16,49,Grunewald
2014-07-27,30,1,14,15,56,Grunewald
2014-07-28,27,1,13,14,60,Grunewald
2014-07-29,31,1,17,18,54,Grunewald
2014-07-30,23,1,9,11,42,Grunewald
2014-07-31,13,0,4,4,51,Grunewald
2014-08-01,14,1,10,10,45,Grunewald
2014-08-02,22,0,8,8,68,Grunewald
2014-08-03,21,1,7,8,54,Grunewald
2014-08-04,16,0,6,6,53,Grunewald
2014-08-05,12,1,6,7,53,Grunewald
2014-08-06,13,1,6,7,55,Grunewald
2014-08-07,16,2,15,19,37,Grunewald
2014-08-08,16,1,8,9,52,Grunewald
2014-08-09,18,1,9,10,52,Grunewald
2014-08-10,13,1,9,10,44,Grunewald
2014-08-11,11,0,4,4,54,Grunewald
2014-08-12,9,0,9,10,46,Grunewald
2014-08-13,12,0,11,11,49,Grunewald
2014-08-14,13,0,5,5,52,Grunewald
2014-08-15,11,0,8,8,46,Grunewald
2014-08-16,11,0,4,4,44,Grunewald
2014-08-17,12,0,4,4,53,Grunewald
2014-08-18,9,0,5,5,61,Grunewald
2014-08-19,,0,6,7,,Grunewald
2014-08-20,,,,,,Grunewald
2014-08-21,,0,9,9,,Grunewald
2014-08-22,12,1,14,14,42,Grunewald
2014-08-23,12,0,5,6,60,Grunewald
2014-08-24,8,0,3,3,56,Grunewald
2014-08-25,10,0,6,6,53,Grunewald
2014-08-26,11,0,12,13,59,Grunewald
2014-08-27,12,0,7,8,45,Grunewald
2014-08-28,10,1,10,11,52,Grunewald
2014-08-29,18,2,23,26,27,Grunewald
2014-08-30,14,1,9,9,34,Grunewald
2014-08-31,12,0,7,7,31,Grunewald
2014-09-01,9,1,11,13,28,Grunewald
2014-09-02,10,2,15,17,34,Grunewald
2014-09-03,14,1,13,14,45,Grunewald
2014-09-04,14,1,16,18,52,Grunewald
2014-09-05,31,1,14,15,65,Grunewald
2014-09-06,38,0,14,14,70,Grunewald
2014-09-07,34,0,8,8,61,Grunewald
2014-09-08,22,0,6,6,59,Grunewald
2014-09-09,16,0,5,5,57,Grunewald
2014-09-10,10,0,8,8,46,Grunewald
2014-09-11,13,1,16,17,32,Grunewald
2014-09-12,22,0,9,9,55,Grunewald
2014-09-13,26,1,9,10,45,Grunewald
2014-09-14,22,1,8,9,32,Grunewald
2014-09-15,45,0,16,16,54,Grunewald
2014-09-16,46,0,17,18,64,Grunewald
2014-09-17,41,1,18,20,65,Grunewald
2014-09-18,30,0,17,18,63,Grunewald
2014-09-19,30,6,24,33,17,Grunewald
2014-09-20,34,5,14,21,7,Grunewald
2014-09-21,25,0,4,4,45,Grunewald
2014-09-22,17,0,3,3,55,Grunewald
2014-09-23,10,1,6,7,41,Grunewald
2014-09-24,16,2,21,24,23,Grunewald
2014-09-25,18,1,10,10,35,Grunewald
2014-09-26,13,0,11,11,28,Grunewald
2014-09-27,18,0,5,5,34,Grunewald
2014-09-28,16,5,14,21,20,Grunewald
2014-09-29,19,6,17,26,18,Grunewald
2014-09-30,21,2,10,13,21,Grunewald
2014-10-01,27,2,9,12,20,Grunewald
2014-10-02,28,10,12,28,25,Grunewald
2014-10-03,26,1,16,18,30,Grunewald
2014-10-04,35,1,13,14,45,Grunewald
2014-10-05,39,1,12,13,43,Grunewald
2014-10-06,47,2,19,22,43,Grunewald
2014-10-07,38,0,14,14,38,Grunewald
2014-10-08,13,3,15,19,26,Grunewald
2014-10-09,22,1,17,19,10,Grunewald
2014-10-10,13,6,17,26,14,Grunewald
2014-10-11,25,8,21,32,10,Grunewald
2014-10-12,18,2,9,13,24,Grunewald
2014-10-13,24,3,17,20,13,Grunewald
2014-10-14,16,4,13,19,14,Grunewald
2014-10-15,15,7,13,23,16,Grunewald
