,date,PM10,NOx,NO_2,NOx
1609,25.03.2014,27,105,74,234
1610,26.03.2014,18,24,35,72
1611,27.03.2014,21,12,31,49
1612,28.03.2014,40,34,42,94
1613,29.03.2014,58,35,39,93
1614,30.03.2014,57,31,53,101
1615,31.03.2014,67,141,109,325
1616,01.04.2014,66,109,77,244
1617,02.04.2014,37,7,25,36
1618,03.04.2014,69,60,61,152
1619,04.04.2014,32,9,27,41
1620,05.04.2014,34,7,24,34
1621,06.04.2014,40,36,57,111
1622,07.04.2014,38,82,65,191
1623,08.04.2014,30,58,55,145
1624,09.04.2014,21,51,48,127
1625,10.04.2014,19,60,56,149
1626,11.04.2014,27,79,68,190
1627,12.04.2014,28,49,60,134
1628,13.04.2014,23,23,36,72
1629,14.04.2014,17,49,52,127
1630,15.04.2014,21,51,47,125
1631,16.04.2014,18,60,60,151
1632,17.04.2014,28,64,63,162
1633,18.04.2014,15,22,38,71
1634,19.04.2014,29,15,31,54
1635,20.04.2014,28,2,13,16
1636,21.04.2014,17,2,11,13
1637,22.04.2014,24,19,37,66
1638,23.04.2014,32,60,57,149
1639,24.04.2014,34,44,51,117
1640,25.04.2014,28,10,33,48
1641,26.04.2014,30,4,20,27
1642,27.04.2014,19,3,13,18
1643,28.04.2014,26,13,32,53
1644,29.04.2014,33,45,65,134
1645,30.04.2014,35,61,86,179
1646,01.05.2014,31,17,40,66
1647,02.05.2014,11,14,30,51
1648,03.05.2014,15,29,41,86
1649,04.05.2014,18,30,50,96
1650,05.05.2014,27,81,65,189
1651,06.05.2014,26,16,40,64
1652,07.05.2014,28,55,67,152
1653,08.05.2014,24,60,57,148
1654,09.05.2014,16,47,47,120
1655,10.05.2014,15,20,34,64
1656,11.05.2014,13,18,30,58
1657,12.05.2014,19,52,48,127
1658,13.05.2014,22,61,61,154
1659,14.05.2014,24,68,61,165
1660,15.05.2014,20,56,46,132
1661,16.05.2014,16,20,35,65
1662,17.05.2014,17,19,35,63
1663,18.05.2014,16,14,27,49
1664,19.05.2014,24,37,43,100
1665,20.05.2014,27,32,48,97
1666,21.05.2014,29,19,42,70
1667,22.05.2014,28,5,24,32
1668,23.05.2014,44,44,62,129
1669,24.05.2014,22,24,43,80
1670,25.05.2014,19,23,51,85
1671,26.05.2014,21,8,26,38
1672,27.05.2014,21,13,29,48
1673,28.05.2014,10,20,23,53
1674,29.05.2014,12,20,23,54
1675,30.05.2014,23,69,67,172
1676,31.05.2014,25,37,54,110
1677,01.06.2014,22,27,48,89
1678,02.06.2014,17,38,46,105
1679,03.06.2014,,40,52,114
1680,04.06.2014,,13,29,49
1681,05.06.2014,,50,55,132
1682,06.06.2014,,55,69,153
1683,07.06.2014,,23,62,96
1684,08.06.2014,,15,52,76
1685,09.06.2014,,4,17,23
1686,10.06.2014,,12,40,58
1687,11.06.2014,28,46,69,139
1688,12.06.2014,27,60,63,154
1689,13.06.2014,25,58,58,147
1690,14.06.2014,16,28,36,78
1691,15.06.2014,16,36,48,103
1692,16.06.2014,25,74,68,182
1693,17.06.2014,23,57,59,147
1694,18.06.2014,25,82,73,198
1695,19.06.2014,23,56,43,130
1696,20.06.2014,24,49,42,116
1697,21.06.2014,19,29,32,77
1698,22.06.2014,15,19,24,52
1699,23.06.2014,25,58,61,150
1700,24.06.2014,22,75,62,176
1701,25.06.2014,19,57,52,138
1702,26.06.2014,26,86,66,198
1703,27.06.2014,24,50,58,135
1704,28.06.2014,23,27,53,95
1705,29.06.2014,17,23,35,69
1706,30.06.2014,23,72,65,174
1707,01.07.2014,19,66,63,165
1708,02.07.2014,22,67,66,168
1709,03.07.2014,28,72,86,195
1710,04.07.2014,33,34,67,119
1711,05.07.2014,31,11,43,60
1712,06.07.2014,16,12,25,43
1713,07.07.2014,26,49,53,128
1714,08.07.2014,24,26,46,85
1715,09.07.2014,36,32,44,92
1716,10.07.2014,26,29,41,85
1717,11.07.2014,26,29,38,82
1718,12.07.2014,17,23,31,67
1719,13.07.2014,25,18,34,60
1720,14.07.2014,27,51,61,139
1721,15.07.2014,29,59,79,168
1722,16.07.2014,33,65,83,182
1723,17.07.2014,28,41,74,136
1724,18.07.2014,35,36,78,134
1725,19.07.2014,29,13,44,63
1726,20.07.2014,36,4,28,33
1727,21.07.2014,30,5,25,33
1728,22.07.2014,23,8,26,38
1729,23.07.2014,25,11,27,43
1730,24.07.2014,22,14,37,58
1731,25.07.2014,24,10,28,44
1732,26.07.2014,32,9,33,48
1733,27.07.2014,37,12,41,59
1734,28.07.2014,36,32,55,104
1735,29.07.2014,40,28,59,103
1736,30.07.2014,34,48,59,132
1737,31.07.2014,24,62,63,158
1738,01.08.2014,25,41,35,99
1739,02.08.2014,24,3,15,19
1740,03.08.2014,28,17,39,66
1741,04.08.2014,31,67,69,171
1742,05.08.2014,26,58,62,151
1743,06.08.2014,28,69,71,176
1744,07.08.2014,30,41,64,126
1745,08.08.2014,31,51,69,146
1746,09.08.2014,21,16,37,61
1747,10.08.2014,20,8,25,37
1748,11.08.2014,23,49,54,130
1749,12.08.2014,20,44,53,120
1750,13.08.2014,22,35,47,100
1751,14.08.2014,23,57,60,147
1752,15.08.2014,25,67,60,163
1753,16.08.2014,18,35,42,95
1754,17.08.2014,15,18,29,57
1755,18.08.2014,19,34,37,89
1756,19.08.2014,20,48,45,118
1757,20.08.2014,21,53,48,130
1758,21.08.2014,25,73,70,181
1759,22.08.2014,28,55,67,151
1760,23.08.2014,21,34,50,102
1761,24.08.2014,17,25,38,77
1762,25.08.2014,24,70,66,174
1763,26.08.2014,17,29,48,92
1764,27.08.2014,24,84,77,206
1765,28.08.2014,27,95,84,230
1766,29.08.2014,27,63,67,163
1767,30.08.2014,25,47,52,124
1768,31.08.2014,18,32,39,87
1769,01.09.2014,25,100,67,219
1770,02.09.2014,12,17,29,55
1771,03.09.2014,12,12,29,47
1772,04.09.2014,21,11,27,44
1773,05.09.2014,28,6,21,30
1774,06.09.2014,35,6,27,36
1775,07.09.2014,38,24,50,87
1776,08.09.2014,34,71,76,184
1777,09.09.2014,28,71,62,171
1778,10.09.2014,21,73,61,173
1779,11.09.2014,17,22,38,72
1780,12.09.2014,26,12,28,47
1781,13.09.2014,31,21,39,72
1782,14.09.2014,29,18,38,66
1783,15.09.2014,48,12,34,52
1784,16.09.2014,48,7,25,35
1785,17.09.2014,41,7,22,33
1786,18.09.2014,33,11,27,44
1787,19.09.2014,38,25,39,77
1788,20.09.2014,47,45,46,115
1789,21.09.2014,30,29,40,85
1790,22.09.2014,25,60,47,139
1791,23.09.2014,21,82,60,185
1792,24.09.2014,30,71,57,166
1793,25.09.2014,31,82,58,183
1794,26.09.2014,28,108,61,226
1795,27.09.2014,31,59,54,144
1796,28.09.2014,29,49,50,126
1797,29.09.2014,37,101,75,230
1798,30.09.2014,39,103,72,230
1799,01.10.2014,43,124,76,266
1800,02.10.2014,43,89,62,198
1801,03.10.2014,29,10,23,38
1802,04.10.2014,38,4,18,24
1803,05.10.2014,43,4,17,24
1804,06.10.2014,45,9,21,35
1805,07.10.2014,44,17,33,58
1806,08.10.2014,22,52,48,128
1807,09.10.2014,35,68,53,157
1808,10.10.2014,30,110,63,231
1809,11.10.2014,35,45,42,110
1810,12.10.2014,25,32,38,88
1811,13.10.2014,30,51,41,119
1812,14.10.2014,34,121,65,250
1813,15.10.2014,29,111,69,238
1814,16.10.2014,28,109,52,219
1815,17.10.2014,37,106,64,227
1816,18.10.2014,33,47,39,110
1817,19.10.2014,19,21,28,60
1818,20.10.2014,22,59,50,139
1819,21.10.2014,19,66,46,146
1820,22.10.2014,22,81,56,179
1821,23.10.2014,31,48,43,116
1822,24.10.2014,22,17,23,48
1823,25.10.2014,32,23,23,59
1824,26.10.2014,31,44,30,98
1825,27.10.2014,32,70,45,152
1826,28.10.2014,33,45,44,113
1827,29.10.2014,47,126,57,249
1828,30.10.2014,45,121,50,235
1829,31.10.2014,39,62,36,130
1830,01.11.2014,38,94,45,189
1831,02.11.2014,29,49,37,112
1832,03.11.2014,28,46,41,112
1833,04.11.2014,41,49,45,119
1834,05.11.2014,45,123,57,245
1835,06.11.2014,27,116,71,248
1836,07.11.2014,32,76,47,163
1837,08.11.2014,26,57,50,136
1838,09.11.2014,32,13,25,44
1839,10.11.2014,34,91,43,182
1840,11.11.2014,28,70,38,144
1841,12.11.2014,49,41,32,94
1842,13.11.2014,67,128,45,240
1843,14.11.2014,47,18,19,46
1844,15.11.2014,46,3,18,23
1845,16.11.2014,42,9,20,34
1846,17.11.2014,29,36,33,88
1847,18.11.2014,43,21,21,54
1848,19.11.2014,38,59,30,121
1849,20.11.2014,52,128,45,242
1850,21.11.2014,44,101,50,205
1851,22.11.2014,22,8,23,35
1852,23.11.2014,32,8,21,33
1853,24.11.2014,31,110,62,229
1854,25.11.2014,30,126,68,261
1855,26.11.2014,23,15,28,51
1856,27.11.2014,45,10,26,42
1857,28.11.2014,43,9,21,35
1858,29.11.2014,39,3,14,19
1859,30.11.2014,38,2,13,16
1860,01.12.2014,38,6,17,25
1861,02.12.2014,42,12,22,40
1862,03.12.2014,66,39,37,97
1863,04.12.2014,76,36,38,92
1864,05.12.2014,72,121,51,235
1865,06.12.2014,42,97,48,197
1866,07.12.2014,24,43,48,113
1867,08.12.2014,27,96,60,207
1868,09.12.2014,45,168,69,326
1869,10.12.2014,22,55,47,131
1870,11.12.2014,21,67,52,155
1871,12.12.2014,14,35,39,92
1872,13.12.2014,17,45,54,123
1873,14.12.2014,31,63,52,149
1874,15.12.2014,24,82,54,178
1875,16.12.2014,30,108,61,227
1876,17.12.2014,23,81,57,181
1877,18.12.2014,16,86,47,179
1878,19.12.2014,11,52,47,126
1879,20.12.2014,15,22,30,63
1880,21.12.2014,19,21,28,59
1881,22.12.2014,8,32,34,83
1882,23.12.2014,11,29,33,78
1883,24.12.2014,12,29,33,77
1884,25.12.2014,16,17,25,52
1885,26.12.2014,16,58,55,143
1886,27.12.2014,18,13,27,46
1887,28.12.2014,35,54,46,128
1888,29.12.2014,26,94,65,209
1889,30.12.2014,34,113,68,240
1890,31.12.2014,50,75,54,168
1891,01.01.2015,160,39,35,94
1892,02.01.2015,19,31,33,80
1893,03.01.2015,24,23,30,65
1894,04.01.2015,15,20,24,54
1895,05.01.2015,24,72,55,164
1896,06.01.2015,19,17,30,56
1897,07.01.2015,29,114,67,241
1898,08.01.2015,17,64,49,147
1899,09.01.2015,18,36,37,91
1900,10.01.2015,11,21,27,60
1901,11.01.2015,16,16,24,49
1902,12.01.2015,11,43,40,106
1903,13.01.2015,14,37,41,98
1904,14.01.2015,16,59,52,142
1905,15.01.2015,11,34,42,94
1906,16.01.2015,25,89,63,199
1907,17.01.2015,30,82,68,194
1908,18.01.2015,31,50,48,124
1909,19.01.2015,33,46,36,105
1910,20.01.2015,38,42,39,104
1911,21.01.2015,43,113,52,226
1912,22.01.2015,35,31,38,86
1913,23.01.2015,27,48,43,116
1914,24.01.2015,32,52,47,126
1915,25.01.2015,23,43,47,113
1916,26.01.2015,21,63,48,144
1917,27.01.2015,22,76,66,182
1918,28.01.2015,32,53,47,127
1919,29.01.2015,18,42,45,110
1920,30.01.2015,19,80,58,180
1921,31.01.2015,28,71,58,167
1922,01.02.2015,26,38,45,103
1923,02.02.2015,26,82,64,190
1924,03.02.2015,25,104,73,231
1925,04.02.2015,21,113,63,235
1926,05.02.2015,20,47,43,115
1927,06.02.2015,43,33,44,95
1928,07.02.2015,34,49,49,124
1929,08.02.2015,22,20,29,60
1930,09.02.2015,17,72,61,171
1931,10.02.2015,33,91,73,212
1932,11.02.2015,47,90,70,208
1933,12.02.2015,56,110,54,222
1934,13.02.2015,51,86,59,190
1935,14.02.2015,49,23,45,79
1936,15.02.2015,67,7,29,41
1937,16.02.2015,61,4,16,22
1938,17.02.2015,67,62,51,145
1939,18.02.2015,61,94,69,213
1940,19.02.2015,52,100,60,212
1941,20.02.2015,51,67,59,161
1942,21.02.2015,31,30,47,93
1943,22.02.2015,30,50,62,138
1944,23.02.2015,29,53,53,133
1945,24.02.2015,37,91,65,205
1946,25.02.2015,65,174,89,355
1947,26.02.2015,38,74,58,171
1948,27.02.2015,46,78,67,186
1949,28.02.2015,35,54,62,144
1950,01.03.2015,20,23,36,71
1951,02.03.2015,25,54,57,139
1952,03.03.2015,26,59,53,143
1953,04.03.2015,23,69,62,168
1954,05.03.2015,25,85,71,202
1955,06.03.2015,46,122,79,265
1956,07.03.2015,36,35,46,101
1957,08.03.2015,27,26,42,82
1958,09.03.2015,39,90,73,211
1959,10.03.2015,45,123,66,254
1960,11.03.2015,40,79,66,186
1961,12.03.2015,23,37,51,108
1962,13.03.2015,24,44,52,118
1963,14.03.2015,33,12,31,49
1964,15.03.2015,26,4,12,17
1965,16.03.2015,40,6,14,23
1966,17.03.2015,40,5,16,23
1967,18.03.2015,27,6,23,32
1968,19.03.2015,48,45,64,132
1969,20.03.2015,69,136,116,324
1970,21.03.2015,49,56,52,137
1971,22.03.2015,12,4,20,26
1972,23.03.2015,34,82,71,196
1973,24.03.2015,51,69,65,170
1974,25.03.2015,53,31,36,83
1975,26.03.2015,51,102,65,213
1976,27.03.2015,32,87,59,192
1977,28.03.2015,25,37,40,96
1978,29.03.2015,14,15,23,46
1979,30.03.2015,12,38,36,94
1980,31.03.2015,17,33,34,84
1981,01.04.2015,16,42,43,107
1982,02.04.2015,13,63,55,151
1983,03.04.2015,18,30,41,86
1984,04.04.2015,19,56,60,145
1985,05.04.2015,20,47,60,131
1986,06.04.2015,13,11,28,45
1987,07.04.2015,30,85,68,198
1988,08.04.2015,25,76,69,185
1989,09.04.2015,31,75,64,178
1990,10.04.2015,42,91,70,209
1991,11.04.2015,34,24,47,84
1992,12.04.2015,16,21,35,67
1993,13.04.2015,22,47,49,121
1994,14.04.2015,34,87,73,205
1995,15.04.2015,36,60,66,158
1996,16.04.2015,24,54,56,138
1997,17.04.2015,25,71,64,172
1998,18.04.2015,15,41,55,119
1999,19.04.2015,26,38,55,112
2000,20.04.2015,25,56,64,150
2001,21.04.2015,33,55,67,151
2002,22.04.2015,31,66,71,172
2003,23.04.2015,38,86,87,219
2004,24.04.2015,45,79,91,212
2005,25.04.2015,31,26,56,96
2006,26.04.2015,19,31,45,92
2007,27.04.2015,21,71,49,158
2008,28.04.2015,22,91,68,207
2009,29.04.2015,20,64,53,151
2010,30.04.2015,25,60,65,157
2011,01.05.2015,20,33,47,98
2012,02.05.2015,23,53,66,147
2013,03.05.2015,27,8,25,37
2014,04.05.2015,22,56,56,142
2015,05.05.2015,22,27,38,79
2016,06.05.2015,25,51,61,139
2017,07.05.2015,20,55,64,148
2018,08.05.2015,19,39,48,108
2019,09.05.2015,24,27,50,91
2020,10.05.2015,18,28,43,85
2021,11.05.2015,19,32,46,94
2022,12.05.2015,40,40,57,118
2023,13.05.2015,31,61,67,160
2024,14.05.2015,20,31,41,89
2025,15.05.2015,31,62,62,157
2026,16.05.2015,32,40,53,114
2027,17.05.2015,23,23,37,71
2028,18.05.2015,33,44,60,127
2029,19.05.2015,36,65,77,177
2030,20.05.2015,35,86,85,217
2031,21.05.2015,33,80,78,200
2032,22.05.2015,38,78,84,204
2033,23.05.2015,35,32,53,102
2034,24.05.2015,25,30,50,95
2035,25.05.2015,28,24,43,80
2036,26.05.2015,24,64,55,153
2037,27.05.2015,28,70,63,170
2038,28.05.2015,32,48,57,131
2039,29.05.2015,28,56,64,150
2040,30.05.2015,18,29,39,83
2041,31.05.2015,13,14,29,51
2042,01.06.2015,28,74,63,175
2043,02.06.2015,28,33,41,91
2044,03.06.2015,31,48,53,126
2045,04.06.2015,26,57,63,150
2046,05.06.2015,23,6,20,29
2047,06.06.2015,35,19,49,79
2048,07.06.2015,20,17,37,63
2049,08.06.2015,22,24,34,70
2050,09.06.2015,18,21,36,68
2051,10.06.2015,25,33,50,100
2052,11.06.2015,22,38,56,113
2053,12.06.2015,27,12,45,62
2054,13.06.2015,37,13,36,55
2055,14.06.2015,27,20,37,68
2056,15.06.2015,18,46,48,118
2057,16.06.2015,28,81,73,197
2058,17.06.2015,31,73,80,192
2059,18.06.2015,27,59,57,148
2060,19.06.2015,23,53,49,130
2061,20.06.2015,15,39,40,100
2062,21.06.2015,17,24,35,72
2063,22.06.2015,23,64,54,152
2064,23.06.2015,19,88,61,195
2065,24.06.2015,26,71,60,169
2066,25.06.2015,28,78,76,194
2067,26.06.2015,46,61,88,181
2068,27.06.2015,34,40,58,118
2069,28.06.2015,21,28,32,75
2070,29.06.2015,29,57,68,155
2071,30.06.2015,29,47,53,124
2072,01.07.2015,19,13,28,47
2073,02.07.2015,24,5,16,24
2074,03.07.2015,33,7,28,39
2075,04.07.2015,42,7,38,48
2076,05.07.2015,37,11,37,54
2077,06.07.2015,33,49,63,137
2078,07.07.2015,37,40,66,127
2079,08.07.2015,35,50,45,121
2080,09.07.2015,24,47,39,111
2081,10.07.2015,27,50,47,124
2082,11.07.2015,31,36,60,115
2083,12.07.2015,31,24,45,81
2084,13.07.2015,28,78,54,172
2085,14.07.2015,27,87,63,196
2086,15.07.2015,27,74,61,174
2087,16.07.2015,26,52,64,143
2088,17.07.2015,33,30,60,105
2089,18.07.2015,29,33,57,107
2090,19.07.2015,19,13,25,44
2091,20.07.2015,22,46,51,121
2092,21.07.2015,26,55,56,140
2093,22.07.2015,30,60,71,163
2094,23.07.2015,29,49,53,128
2095,24.07.2015,22,11,25,42
2096,25.07.2015,26,14,25,46
2097,26.07.2015,16,19,29,58
2098,27.07.2015,17,31,36,84
2099,28.07.2015,20,42,40,105
2100,29.07.2015,22,38,43,101
2101,30.07.2015,22,40,39,100
2102,31.07.2015,26,64,59,156
2103,01.08.2015,27,19,36,65
2104,02.08.2015,33,14,50,72
2105,03.08.2015,41,21,60,93
2106,04.08.2015,43,11,42,59
2107,05.08.2015,31,44,59,126
2108,06.08.2015,38,30,76,122
2109,07.08.2015,44,22,68,101
2110,08.08.2015,34,11,36,53
2111,09.08.2015,18,5,17,24
2112,10.08.2015,29,8,30,42
2113,11.08.2015,45,31,74,122
2114,12.08.2015,26,25,42,81
2115,13.08.2015,21,6,22,32
2116,14.08.2015,32,3,17,22
2117,15.08.2015,35,21,50,82
2118,16.08.2015,31,13,33,52
2119,17.08.2015,33,7,26,36
2120,18.08.2015,26,57,36,123
2121,19.08.2015,27,79,50,171
2122,20.08.2015,26,35,46,99
2123,21.08.2015,33,29,56,100
2124,22.08.2015,34,9,36,49
2125,23.08.2015,28,2,14,17
2126,24.08.2015,26,8,29,41
2127,25.08.2015,21,41,46,109
2128,26.08.2015,22,37,50,106
2129,27.08.2015,28,43,67,132
2130,28.08.2015,25,73,65,176
2131,29.08.2015,29,41,59,121
2132,30.08.2015,31,7,31,41
2133,31.08.2015,39,42,76,140
2134,01.09.2015,38,51,71,149
2135,02.09.2015,26,69,65,170
2136,03.09.2015,26,51,60,139
2137,04.09.2015,30,79,72,192
2138,05.09.2015,19,24,32,69
2139,06.09.2015,15,18,26,53
2140,07.09.2015,22,72,57,167
2141,08.09.2015,20,74,54,167
2142,09.09.2015,13,31,41,89
2143,10.09.2015,17,18,36,63
2144,11.09.2015,24,13,29,48
2145,12.09.2015,23,4,19,26
2146,13.09.2015,19,2,16,20
2147,14.09.2015,26,22,33,66
2148,15.09.2015,18,66,55,156
2149,16.09.2015,18,23,43,79
2150,17.09.2015,23,48,52,126
2151,18.09.2015,23,76,61,178
2152,19.09.2015,23,46,49,118
2153,20.09.2015,18,30,37,84
2154,21.09.2015,26,97,68,216
2155,22.09.2015,27,35,50,103
2156,23.09.2015,25,91,61,200
2157,24.09.2015,28,83,57,185
2158,25.09.2015,33,116,74,251
2159,26.09.2015,25,54,55,137
2160,27.09.2015,23,62,54,148
2161,28.09.2015,24,92,55,195
2162,29.09.2015,18,37,43,100
2163,30.09.2015,24,39,44,103
2164,01.10.2015,36,103,72,230
2165,02.10.2015,52,177,90,361
2166,03.10.2015,44,21,45,77
2167,04.10.2015,46,49,68,143
2168,05.10.2015,55,81,65,189
2169,06.10.2015,49,5,21,28
2170,07.10.2015,51,5,15,22
2171,08.10.2015,26,46,40,111
2172,09.10.2015,37,27,36,77
2173,10.10.2015,30,9,27,41
2174,11.10.2015,27,7,23,33
2175,12.10.2015,31,18,30,58
2176,13.10.2015,30,26,35,74
2177,14.10.2015,34,22,32,66
2178,15.10.2015,44,18,30,58
2179,16.10.2015,35,109,54,221
2180,17.10.2015,30,91,46,185
2181,18.10.2015,26,74,43,157
2182,19.10.2015,30,145,55,277
2183,20.10.2015,22,99,57,208
2184,21.10.2015,30,98,58,207
2185,22.10.2015,34,87,45,177
2186,23.10.2015,34,69,58,163
2187,24.10.2015,34,53,40,120
2188,25.10.2015,33,60,44,136
2189,26.10.2015,23,72,39,149
2190,27.10.2015,36,11,28,45
2191,28.10.2015,51,17,34,60
2192,29.10.2015,63,87,46,179
2193,30.10.2015,50,85,45,176
2194,31.10.2015,65,7,28,39
2195,01.11.2015,52,69,55,160
2196,02.11.2015,58,191,72,364
2197,03.11.2015,61,205,70,383
2198,04.11.2015,50,184,55,335
2199,05.11.2015,51,128,47,242
2200,06.11.2015,39,106,51,214
2201,07.11.2015,23,51,37,115
2202,08.11.2015,19,36,37,92
2203,09.11.2015,22,59,45,135
2204,10.11.2015,20,45,40,109
2205,11.11.2015,22,66,46,148
2206,12.11.2015,28,79,56,177
2207,13.11.2015,24,51,43,120
2208,14.11.2015,20,28,34,77
2209,15.11.2015,6,18,24,52
2210,16.11.2015,19,69,46,151
2211,17.11.2015,16,56,41,127
2212,18.11.2015,16,42,39,102
2213,19.11.2015,20,45,42,111
2214,20.11.2015,21,80,59,182
2215,21.11.2015,22,60,50,142
2216,22.11.2015,14,41,42,105
2217,23.11.2015,18,120,66,249
2218,24.11.2015,30,74,46,160
2219,25.11.2015,29,88,51,185
2220,26.11.2015,32,124,65,254
2221,27.11.2015,29,106,54,215
2222,28.11.2015,20,51,47,125
2223,29.11.2015,10,18,24,51
2224,30.11.2015,22,46,45,116
2225,01.12.2015,25,83,61,188
2226,02.12.2015,31,72,59,170
2227,03.12.2015,38,92,67,207
2228,04.12.2015,29,64,48,146
2229,05.12.2015,18,24,32,68
2230,06.12.2015,15,18,25,52
2231,07.12.2015,30,108,60,224
2232,08.12.2015,31,57,40,127
2233,09.12.2015,33,105,63,223
2234,10.12.2015,32,86,55,185
2235,11.12.2015,20,60,45,136
2236,12.12.2015,22,43,45,111
2237,13.12.2015,12,34,37,89
2238,14.12.2015,17,57,42,129
2239,15.12.2015,31,127,53,247
2240,16.12.2015,44,39,34,93
2241,17.12.2015,25,88,51,185
2242,18.12.2015,33,84,55,182
2243,19.12.2015,32,59,45,134
2244,20.12.2015,27,33,32,83
2245,21.12.2015,27,64,43,141
2246,22.12.2015,17,43,41,107
2247,23.12.2015,18,37,41,98
2248,24.12.2015,19,32,36,85
2249,25.12.2015,17,28,35,77
2250,26.12.2015,12,17,23,48
2251,27.12.2015,19,19,26,54
2252,28.12.2015,33,35,40,93
2253,29.12.2015,17,4,12,19
2254,30.12.2015,26,6,18,28
2255,31.12.2015,50,24,31,68
2256,01.01.2016,126,52,35,114
2257,02.01.2016,41,4,15,21
2258,03.01.2016,44,3,13,18
2259,04.01.2016,63,8,26,38
2260,05.01.2016,86,24,33,70
2261,06.01.2016,90,32,37,86
2262,07.01.2016,96,15,29,52
2263,08.01.2016,46,52,51,130
2264,09.01.2016,23,39,49,108
2265,10.01.2016,37,45,37,106
2266,11.01.2016,19,77,50,167
2267,12.01.2016,23,111,57,227
2268,13.01.2016,17,88,53,188
2269,14.01.2016,26,81,53,177
2270,15.01.2016,35,48,42,116
2271,16.01.2016,25,43,42,109
2272,17.01.2016,29,43,45,110
2273,18.01.2016,26,132,70,271
2274,19.01.2016,38,98,60,210
2275,20.01.2016,31,98,72,221
2276,21.01.2016,27,108,74,238
2277,22.01.2016,31,53,58,139
2278,23.01.2016,45,80,58,180
2279,24.01.2016,28,50,46,122
2280,25.01.2016,28,103,48,206
2281,26.01.2016,41,75,50,165
2282,27.01.2016,33,40,42,104
2283,28.01.2016,33,59,54,144
2284,29.01.2016,34,47,46,118
2285,30.01.2016,11,17,24,50
2286,31.01.2016,20,20,29,59
2287,01.02.2016,24,68,49,153
2288,02.02.2016,21,39,41,101
2289,03.02.2016,29,42,44,109
2290,04.02.2016,19,65,49,149
2291,05.02.2016,24,71,52,161
2292,06.02.2016,23,26,36,76
2293,07.02.2016,26,21,37,70
2294,08.02.2016,15,27,35,75
2295,09.02.2016,18,25,33,71
2296,10.02.2016,21,63,52,149
2297,11.02.2016,20,67,59,161
2298,12.02.2016,44,86,65,196
2299,13.02.2016,37,20,34,64
2300,14.02.2016,48,9,19,34
2301,15.02.2016,40,88,51,186
2302,16.02.2016,34,90,64,202
2303,17.02.2016,23,12,27,46
2304,18.02.2016,47,88,52,186
2305,19.02.2016,49,119,68,250
2306,20.02.2016,26,27,35,76
2307,21.02.2016,9,20,29,60
2308,22.02.2016,15,56,53,139
2309,23.02.2016,32,73,59,171
2310,24.02.2016,28,71,60,168
2311,25.02.2016,34,99,68,220
2312,26.02.2016,45,115,77,252
2313,27.02.2016,29,28,38,82
2314,28.02.2016,44,8,32,45
2315,29.02.2016,34,13,31,52
2316,01.03.2016,41,74,60,172
2317,02.03.2016,32,53,53,133
2318,03.03.2016,40,92,67,208
2319,04.03.2016,26,56,47,133
2320,05.03.2016,45,5,20,27
2321,06.03.2016,43,41,42,105
2322,07.03.2016,47,140,80,294
2323,08.03.2016,66,199,87,392
2324,09.03.2016,42,35,37,89
2325,10.03.2016,44,16,32,57
2326,11.03.2016,33,26,37,76
2327,12.03.2016,20,9,25,39
2328,13.03.2016,19,8,25,37
2329,14.03.2016,41,81,66,189
2330,15.03.2016,23,19,33,63
2331,16.03.2016,27,19,36,65
2332,17.03.2016,50,120,98,282
2333,18.03.2016,38,87,67,200
2334,19.03.2016,26,41,47,110
2335,20.03.2016,21,27,38,80
2336,21.03.2016,25,65,57,157
2337,22.03.2016,24,78,67,186
2338,23.03.2016,24,73,64,176
2339,24.03.2016,34,99,68,219
2340,25.03.2016,32,35,44,99
2341,26.03.2016,25,32,45,93
2342,27.03.2016,35,18,33,60
2343,28.03.2016,13,13,29,50
2344,29.03.2016,13,57,56,144
2345,30.03.2016,18,53,56,137
2346,31.03.2016,24,73,68,179
2347,01.04.2016,20,60,67,159
2348,02.04.2016,17,9,28,43
2349,03.04.2016,30,10,32,47
2350,04.04.2016,48,79,81,202
2351,05.04.2016,50,94,74,218
2352,06.04.2016,27,56,58,143
2353,07.04.2016,22,65,66,165
2354,08.04.2016,26,99,76,228
2355,09.04.2016,31,59,41,131
2356,10.04.2016,20,5,24,32
2357,11.04.2016,27,21,42,74
2358,12.04.2016,43,32,44,93
2359,13.04.2016,44,72,64,174
2360,14.04.2016,33,75,69,184
2361,15.04.2016,27,40,50,110
2362,16.04.2016,16,32,44,93
2363,17.04.2016,13,27,38,80
2364,18.04.2016,18,73,65,177
2365,19.04.2016,22,47,48,120
2366,20.04.2016,20,61,58,151
2367,21.04.2016,25,77,72,189
2368,22.04.2016,21,68,63,167
2369,23.04.2016,16,39,45,105
2370,24.04.2016,10,26,33,73
2371,25.04.2016,16,53,48,129
2372,26.04.2016,14,73,60,172
2373,27.04.2016,14,31,40,87
2374,28.04.2016,17,64,64,163
2375,29.04.2016,19,39,54,115
2376,30.04.2016,20,6,26,36
2377,01.05.2016,26,4,25,31
2378,02.05.2016,18,15,40,62
2379,03.05.2016,26,65,60,160
2380,04.05.2016,17,66,62,164
2381,05.05.2016,16,11,33,50
2382,06.05.2016,21,7,26,36
2383,07.05.2016,23,3,15,19
2384,08.05.2016,22,3,16,20
2385,09.05.2016,27,5,19,27
