,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Benzolµg/m³,Toluolµg/m³,Ortschaft
2018-07-26,22,1,14,15,80,0.3,1.3,Neukölln
2018-07-27,23,1,13,14,79,0.4,1.1,Neukölln
2018-07-28,20,1,9,11,98,0.4,0.9,Neukölln
2018-07-29,15,1,9,10,96,0.3,1.0,Neukölln
2018-07-30,18,1,14,15,97,0.3,1.1,Neukölln
2018-07-31,23,1,16,18,105,0.3,1.2,Neukölln
2018-08-01,26,1,19,20,91,0.6,2.7,Neukölln
2018-08-02,18,1,11,12,100,0.4,2.1,Neukölln
2018-08-03,19,0,14,14,118,0.4,1.7,Neukölln
2018-08-04,21,1,14,15,120,0.5,1.7,Neukölln
2018-08-05,13,1,7,8,70,0.3,1.1,Neukölln
2018-08-06,18,2,18,20,75,0.5,1.6,Neukölln
2018-08-07,23,1,21,22,101,0.4,1.4,Neukölln
2018-08-08,32,1,27,29,108,0.5,2.0,Neukölln
2018-08-09,29,1,13,14,117,0.4,1.6,Neukölln
2018-08-10,14,2,16,19,65,0.5,2.2,Neukölln
2018-08-11,14,1,12,14,68,0.3,1.2,Neukölln
2018-08-12,14,1,21,23,70,0.7,2.4,Neukölln
2018-08-13,21,3,28,34,73,0.7,2.6,Neukölln
2018-08-14,14,2,14,18,58,0.5,1.7,Neukölln
2018-08-15,20,3,19,23,57,0.5,2.1,Neukölln
2018-08-16,25,7,30,40,65,0.7,3.4,Neukölln
2018-08-17,30,3,20,25,91,0.5,3.0,Neukölln
2018-08-18,18,1,19,20,72,0.6,1.9,Neukölln
2018-08-19,25,1,29,31,80,0.9,4.1,Neukölln
2018-08-20,25,3,24,29,45,0.7,2.7,Neukölln
2018-08-21,21,2,16,18,56,0.7,2.1,Neukölln
2018-08-22,30,3,27,31,64,0.7,2.5,Neukölln
2018-08-23,43,4,33,40,80,1.0,4.2,Neukölln
2018-08-24,36,3,19,24,57,0.9,2.4,Neukölln
2018-08-25,22,1,17,19,51,0.7,2.7,Neukölln
2018-08-26,15,2,19,22,50,0.8,6.3,Neukölln
2018-08-27,22,2,21,23,55,0.6,3.1,Neukölln
2018-08-28,28,5,24,32,42,1.0,6.3,Neukölln
2018-08-29,29,2,18,21,75,0.6,1.9,Neukölln
2018-08-30,25,3,24,29,58,0.9,3.9,Neukölln
2018-08-31,19,5,24,32,41,0.8,2.4,Neukölln
2018-09-01,20,3,23,27,53,0.8,2.4,Neukölln
2018-09-02,17,1,11,12,66,0.6,1.4,Neukölln
2018-09-03,25,1,13,14,83,0.6,1.3,Neukölln
2018-09-04,33,1,15,17,72,0.6,2.0,Neukölln
2018-09-05,26,1,13,15,68,0.5,1.4,Neukölln
2018-09-06,29,1,12,15,76,0.5,1.0,Neukölln
2018-09-07,26,3,27,32,63,0.8,2.4,Neukölln
2018-09-08,20,2,23,27,54,1.0,2.4,Neukölln
2018-09-09,24,8,37,49,58,1.3,4.3,Neukölln
2018-09-10,29,7,44,54,49,1.2,6.2,Neukölln
2018-09-11,27,3,27,32,56,0.7,2.7,Neukölln
2018-09-12,22,3,18,23,57,0.6,2.0,Neukölln
2018-09-13,15,1,15,17,42,0.5,1.2,Neukölln
2018-09-14,24,4,27,33,33,0.7,2.2,Neukölln
2018-09-15,21,2,21,24,44,0.7,2.0,Neukölln
2018-09-16,20,2,30,33,41,0.9,2.7,Neukölln
2018-09-17,39,24,58,95,38,1.7,7.1,Neukölln
2018-09-18,55,16,61,85,52,1.5,6.8,Neukölln
2018-09-19,44,5,40,48,67,1.1,4.7,Neukölln
2018-09-20,51,28,54,98,47,1.6,8.0,Neukölln
2018-09-21,50,3,24,28,65,0.6,2.6,Neukölln
2018-09-22,13,1,15,17,47,0.5,1.3,Neukölln
2018-09-23,8,1,14,15,44,0.5,1.1,Neukölln
2018-09-24,11,4,20,26,48,0.7,1.9,Neukölln
2018-09-25,13,7,33,44,39,0.9,2.6,Neukölln
2018-09-26,14,5,30,37,42,0.7,1.7,Neukölln
2018-09-27,17,4,31,37,34,0.8,2.6,Neukölln
2018-09-28,19,5,25,33,38,0.7,2.5,Neukölln
2018-09-29,17,13,33,53,31,1.1,3.2,Neukölln
2018-09-30,23,26,35,75,34,1.9,4.7,Neukölln
2018-10-01,23,25,42,80,21,1.5,4.6,Neukölln
2018-10-02,10,4,21,28,34,0.6,1.6,Neukölln
2018-10-03,13,3,14,18,56,0.5,1.5,Neukölln
2018-10-04,15,6,32,42,26,0.9,2.6,Neukölln
2018-10-05,22,6,37,47,31,0.8,2.1,Neukölln
2018-10-06,26,5,38,45,37,1.1,2.9,Neukölln
2018-10-07,15,3,24,28,38,0.9,2.1,Neukölln
2018-10-08,20,21,42,75,21,1.2,3.3,Neukölln
2018-10-09,39,53,49,130,10,2.3,6.9,Neukölln
2018-10-10,38,13,28,48,43,1.4,3.5,Neukölln
2018-10-11,49,4,32,38,60,1.4,2.6,Neukölln
2018-10-12,50,27,56,97,38,1.9,6.2,Neukölln
2018-10-13,39,2,35,38,50,1.3,2.8,Neukölln
2018-10-14,40,1,27,28,66,1.1,2.1,Neukölln
2018-10-15,54,6,46,55,44,1.1,2.6,Neukölln
2018-10-16,71,45,64,132,20,2.7,9.6,Neukölln
2018-10-17,74,48,69,142,10,3.2,9.8,Neukölln
2018-10-18,58,50,43,119,20,2.7,9.5,Neukölln
2018-10-19,23,6,35,45,35,1.2,3.9,Neukölln
2018-10-20,31,8,39,52,32,1.2,3.1,Neukölln
2018-10-21,23,6,33,42,29,1.1,2.4,Neukölln
2018-10-22,22,11,40,57,21,1.1,2.8,Neukölln
2018-10-23,10,3,19,23,40,0.6,1.2,Neukölln
2018-10-24,14,3,21,26,58,0.6,1.5,Neukölln
2018-10-25,9,3,18,22,51,0.6,1.4,Neukölln
2018-10-26,17,4,25,32,35,0.7,1.4,Neukölln
2018-10-27,9,2,16,19,48,0.6,1.3,Neukölln
2018-10-28,8,2,11,13,40,0.7,1.2,Neukölln
2018-10-29,12,2,11,13,29,0.8,0.9,Neukölln
2018-10-30,24,3,19,24,33,1.0,1.3,Neukölln
2018-10-31,14,3,27,32,34,0.9,1.5,Neukölln
2018-11-01,32,15,38,60,11,1.9,2.9,Neukölln
2018-11-02,20,22,40,74,12,1.7,3.9,Neukölln
2018-11-03,25,6,36,46,18,1.3,2.5,Neukölln
2018-11-04,35,3,15,18,17,1.6,1.6,Neukölln
2018-11-05,44,6,32,41,15,2.1,2.6,Neukölln
2018-11-06,36,9,39,52,16,,2.4,Neukölln
2018-11-07,43,34,40,93,10,2.1,4.4,Neukölln
2018-11-08,33,43,43,108,5,2.0,5.1,Neukölln
2018-11-09,30,12,29,47,5,1.1,2.2,Neukölln
2018-11-10,31,9,26,40,8,1.3,2.0,Neukölln
2018-11-11,27,8,27,40,5,1.4,2.1,Neukölln
2018-11-12,21,18,35,63,7,1.2,2.5,Neukölln
2018-11-13,14,20,34,66,13,1.2,2.8,Neukölln
2018-11-14,26,18,38,67,15,1.2,3.1,Neukölln
2018-11-15,23,13,30,50,14,1.2,2.2,Neukölln
2018-11-16,23,5,22,30,27,1.2,1.5,Neukölln
2018-11-17,33,5,20,27,14,1.8,1.5,Neukölln
2018-11-18,30,6,25,34,19,1.7,2.1,Neukölln
2018-11-19,12,2,13,16,32,0.8,1.2,Neukölln
2018-11-20,23,1,17,19,35,1.1,1.0,Neukölln
2018-11-21,32,2,19,22,24,1.3,1.3,Neukölln
2018-11-22,32,2,19,21,31,1.1,1.2,Neukölln
2018-11-23,43,17,21,47,9,2.1,2.0,Neukölln
2018-11-24,47,20,23,53,2,3.5,3.0,Neukölln
2018-11-25,42,18,19,47,3,3.8,3.2,Neukölln
2018-11-26,27,6,20,29,21,2.0,2.0,Neukölln
2018-11-27,29,14,40,61,11,1.8,2.4,Neukölln
2018-11-28,27,10,37,51,22,1.3,1.6,Neukölln
2018-11-29,34,5,30,37,27,1.3,1.3,Neukölln
2018-11-30,27,5,31,38,23,1.2,1.4,Neukölln
2018-12-01,30,16,32,55,5,1.6,2.6,Neukölln
2018-12-02,15,3,23,28,19,1.1,1.4,Neukölln
2018-12-03,11,6,33,43,18,0.8,1.8,Neukölln
2018-12-04,12,4,25,31,42,0.7,1.3,Neukölln
2018-12-05,19,20,44,76,14,0.9,1.8,Neukölln
2018-12-06,17,9,34,48,14,1.0,1.4,Neukölln
2018-12-07,11,4,24,30,25,0.9,1.5,Neukölln
2018-12-08,7,1,15,17,54,0.6,0.9,Neukölln
2018-12-09,6,1,13,15,57,0.7,0.9,Neukölln
2018-12-10,9,3,16,21,58,0.7,1.0,Neukölln
2018-12-11,8,8,20,32,20,1.2,1.8,Neukölln
2018-12-12,16,7,27,38,15,1.4,2.1,Neukölln
2018-12-13,22,7,22,33,9,1.7,1.7,Neukölln
2018-12-14,24,3,22,27,19,1.6,1.4,Neukölln
2018-12-15,23,4,16,22,19,1.7,1.6,Neukölln
2018-12-16,26,2,20,23,19,1.8,1.4,Neukölln
2018-12-17,31,24,33,69,5,2.0,2.4,Neukölln
2018-12-18,25,28,38,80,3,1.6,2.9,Neukölln
2018-12-19,23,8,36,48,10,1.4,1.7,Neukölln
2018-12-20,29,17,34,61,5,1.9,2.4,Neukölln
2018-12-21,10,4,28,33,26,0.9,1.4,Neukölln
2018-12-22,9,4,20,26,37,1.1,1.5,Neukölln
2018-12-23,13,3,23,27,32,0.9,1.3,Neukölln
2018-12-24,9,2,15,18,36,1.0,1.2,Neukölln
2018-12-25,9,2,16,18,41,0.9,0.9,Neukölln
2018-12-26,17,3,18,22,30,0.9,1.2,Neukölln
2018-12-27,18,4,25,31,19,1.0,1.4,Neukölln
2018-12-28,15,5,27,34,24,1.0,1.6,Neukölln
2018-12-29,20,6,32,41,13,1.3,1.8,Neukölln
2018-12-30,9,2,14,17,54,0.7,1.0,Neukölln
2018-12-31,24,4,24,30,34,0.9,1.4,Neukölln
2019-01-01,25,3,13,17,57,0.7,0.6,Neukölln
2019-01-02,11,3,18,23,57,0.7,0.8,Neukölln
2019-01-03,11,6,32,41,35,1.1,2.1,Neukölln
2019-01-04,15,6,31,40,27,1.0,1.8,Neukölln
2019-01-05,8,2,17,20,46,0.8,1.6,Neukölln
2019-01-06,10,3,24,28,36,0.8,1.4,Neukölln
2019-01-07,15,14,34,56,15,1.1,1.9,Neukölln
2019-01-08,7,2,19,22,45,0.7,1.1,Neukölln
2019-01-09,5,3,20,24,44,0.9,1.5,Neukölln
2019-01-10,7,3,20,25,51,0.8,1.3,Neukölln
2019-01-11,15,7,33,43,25,0.9,1.8,Neukölln
2019-01-12,15,2,19,22,53,0.7,1.1,Neukölln
2019-01-13,6,1,14,15,58,0.6,0.9,Neukölln
2019-01-14,12,3,16,20,64,0.7,1.1,Neukölln
2019-01-15,14,4,21,27,45,0.8,1.4,Neukölln
2019-01-16,15,3,23,28,37,0.8,1.3,Neukölln
2019-01-17,11,10,25,40,39,0.9,1.2,Neukölln
2019-01-18,10,6,26,34,43,0.9,1.6,Neukölln
2019-01-19,24,6,33,43,25,1.4,1.8,Neukölln
2019-01-20,36,5,28,35,22,1.8,1.6,Neukölln
2019-01-21,35,7,36,47,15,1.7,1.7,Neukölln
2019-01-22,43,12,39,58,13,2.1,1.9,Neukölln
2019-01-23,56,5,23,31,31,3.3,2.2,Neukölln
2019-01-24,38,2,18,21,41,1.8,1.2,Neukölln
2019-01-25,35,5,29,37,29,1.9,1.9,Neukölln
2019-01-26,24,12,37,55,10,1.7,2.7,Neukölln
2019-01-27,12,2,21,25,31,1.0,1.3,Neukölln
2019-01-28,12,5,27,35,28,1.1,1.3,Neukölln
2019-01-29,16,5,35,43,25,1.4,2.1,Neukölln
2019-01-30,23,4,28,35,28,1.5,1.5,Neukölln
2019-01-31,35,9,41,54,16,2.1,2.0,Neukölln
2019-02-01,47,5,33,42,17,3.0,2.1,Neukölln
2019-02-02,51,10,29,44,10,3.7,3.1,Neukölln
2019-02-03,23,3,22,26,26,2.0,2.0,Neukölln
2019-02-04,18,10,34,49,24,1.4,1.7,Neukölln
2019-02-05,17,5,35,43,27,1.3,1.7,Neukölln
2019-02-06,22,5,32,41,28,1.3,1.5,Neukölln
2019-02-07,21,6,39,48,22,1.4,1.6,Neukölln
2019-02-08,18,4,25,31,36,1.0,1.4,Neukölln
2019-02-09,9,1,17,18,59,0.7,0.8,Neukölln
2019-02-10,8,1,18,18,53,0.7,0.9,Neukölln
2019-02-11,9,3,20,24,52,0.8,1.2,Neukölln
2019-02-12,13,5,30,38,51,0.9,1.6,Neukölln
2019-02-13,28,5,31,39,22,1.1,2.0,Neukölln
2019-02-14,28,19,44,73,24,1.5,2.9,Neukölln
2019-02-15,26,49,64,138,10,2.1,4.4,Neukölln
2019-02-16,24,26,51,91,18,1.9,3.7,Neukölln
2019-02-17,29,14,52,72,13,1.8,2.9,Neukölln
2019-02-18,38,38,60,119,9,2.2,4.3,Neukölln
2019-02-19,24,5,35,43,33,1.1,2.0,Neukölln
2019-02-20,18,4,28,35,43,0.9,1.7,Neukölln
2019-02-21,25,7,32,43,31,1.1,1.9,Neukölln
2019-02-22,11,2,17,20,52,1.1,1.3,Neukölln
2019-02-23,18,5,32,40,39,1.3,1.2,Neukölln
2019-02-24,24,21,62,94,18,1.9,3.3,Neukölln
2019-02-25,32,25,58,96,19,2.0,4.4,Neukölln
2019-02-26,45,21,49,80,15,1.9,3.8,Neukölln
2019-02-27,39,55,57,141,19,2.2,5.5,Neukölln
2019-02-28,42,6,36,46,28,1.2,2.1,Neukölln
2019-03-01,36,5,28,36,33,1.0,1.9,Neukölln
2019-03-02,20,2,26,30,42,0.9,1.4,Neukölln
2019-03-03,14,1,14,16,46,0.8,1.0,Neukölln
2019-03-04,9,2,17,21,60,0.6,0.8,Neukölln
2019-03-05,11,3,22,26,56,0.7,1.2,Neukölln
2019-03-06,14,4,27,32,43,0.9,1.2,Neukölln
2019-03-07,11,3,25,31,48,0.8,1.2,Neukölln
2019-03-08,9,1,15,16,68,0.6,0.7,Neukölln
2019-03-09,10,1,16,18,64,0.6,0.8,Neukölln
2019-03-10,9,1,14,14,71,0.6,0.7,Neukölln
2019-03-11,9,3,23,27,57,0.7,1.1,Neukölln
2019-03-12,12,2,20,23,59,0.6,1.1,Neukölln
2019-03-13,7,2,14,17,70,0.6,0.7,Neukölln
2019-03-14,8,2,18,22,58,0.6,0.9,Neukölln
2019-03-15,8,2,16,20,66,0.6,0.9,Neukölln
2019-03-16,11,1,17,18,63,0.6,0.9,Neukölln
2019-03-17,7,1,12,14,68,0.5,0.7,Neukölln
2019-03-18,8,3,17,21,64,0.7,1.0,Neukölln
2019-03-19,14,5,31,39,50,0.9,1.6,Neukölln
2019-03-20,18,9,37,51,48,0.9,1.9,Neukölln
2019-03-21,28,13,38,58,29,1.1,2.8,Neukölln
2019-03-22,29,6,30,39,25,0.9,2.2,Neukölln
2019-03-23,34,6,23,31,32,1.1,1.8,Neukölln
2019-03-24,15,2,21,24,59,0.8,1.2,Neukölln
2019-03-25,10,3,24,29,56,0.9,1.8,Neukölln
2019-03-26,11,3,23,27,58,0.8,1.4,Neukölln
2019-03-27,12,3,23,27,53,0.8,1.4,Neukölln
2019-03-28,12,4,26,33,39,0.9,1.9,Neukölln
2019-03-29,17,4,30,36,35,0.8,1.7,Neukölln
2019-03-30,24,3,31,35,49,0.9,1.8,Neukölln
2019-03-31,19,1,19,20,69,0.8,1.3,Neukölln
2019-04-01,13,1,17,18,71,0.7,0.8,Neukölln
2019-04-02,27,1,17,19,72,1.0,0.9,Neukölln
2019-04-03,41,2,24,26,76,1.1,1.2,Neukölln
2019-04-04,39,1,20,20,85,0.8,1.1,Neukölln
2019-04-05,43,4,23,28,44,1.0,1.8,Neukölln
2019-04-06,40,2,17,20,85,1.1,1.3,Neukölln
2019-04-07,38,1,14,15,95,0.9,1.0,Neukölln
2019-04-08,37,3,24,28,87,0.9,1.5,Neukölln
2019-04-09,25,2,14,17,82,0.8,0.9,Neukölln
2019-04-10,23,2,15,18,72,0.7,1.0,Neukölln
2019-04-11,15,2,14,17,66,0.7,0.9,Neukölln
2019-04-12,16,1,15,18,61,0.8,0.9,Neukölln
2019-04-13,21,1,14,15,68,0.8,1.0,Neukölln
2019-04-14,19,1,14,15,63,0.9,1.3,Neukölln
2019-04-15,19,2,16,19,76,0.8,1.2,Neukölln
2019-04-16,27,1,15,17,86,0.8,0.8,Neukölln
2019-04-17,30,2,18,21,83,0.9,1.1,Neukölln
2019-04-18,32,2,22,25,91,0.8,1.2,Neukölln
2019-04-19,27,1,12,14,108,0.8,1.0,Neukölln
2019-04-20,23,2,17,20,90,0.7,1.3,Neukölln
2019-04-21,19,1,11,12,100,0.6,0.8,Neukölln
2019-04-22,23,1,6,7,105,0.5,0.5,Neukölln
2019-04-23,43,0,11,11,98,0.6,0.5,Neukölln
2019-04-24,29,1,12,13,81,0.6,0.7,Neukölln
2019-04-25,19,1,15,17,88,0.6,1.2,Neukölln
2019-04-26,33,2,16,19,92,0.7,1.4,Neukölln
2019-04-27,16,1,12,15,67,0.6,1.3,Neukölln
2019-04-28,9,2,11,13,59,0.6,1.3,Neukölln
2019-04-29,19,4,17,22,57,0.7,1.5,Neukölln
2019-04-30,17,2,23,26,79,0.8,1.8,Neukölln
2019-05-01,25,2,20,23,71,0.9,1.7,Neukölln
2019-05-02,21,2,17,20,71,0.6,1.4,Neukölln
2019-05-03,15,3,16,21,77,0.6,1.2,Neukölln
2019-05-04,12,2,14,16,67,0.6,1.2,Neukölln
2019-05-05,11,1,21,22,65,0.7,1.4,Neukölln
2019-05-06,16,3,19,23,70,0.6,1.4,Neukölln
2019-05-07,13,3,22,26,58,0.7,1.6,Neukölln
2019-05-08,22,3,24,29,71,0.6,1.1,Neukölln
2019-05-09,11,2,16,19,70,0.6,1.2,Neukölln
2019-05-10,15,3,23,28,53,0.8,1.9,Neukölln
2019-05-11,14,2,15,17,72,0.6,1.3,Neukölln
2019-05-12,11,1,11,12,75,0.5,1.0,Neukölln
2019-05-13,15,3,16,21,65,0.7,1.6,Neukölln
2019-05-14,12,2,11,14,69,0.5,1.0,Neukölln
2019-05-15,10,2,13,16,70,0.5,1.0,Neukölln
2019-05-16,13,2,21,25,41,0.7,1.6,Neukölln
2019-05-17,18,6,20,29,50,0.8,1.4,Neukölln
2019-05-18,22,5,21,29,67,1.1,2.5,Neukölln
2019-05-19,19,2,16,19,78,1.0,2.4,Neukölln
2019-05-20,21,1,15,16,69,0.7,1.6,Neukölln
2019-05-21,17,2,20,23,66,0.8,2.2,Neukölln
2019-05-22,14,3,13,17,60,0.6,1.5,Neukölln
2019-05-23,13,3,16,21,66,0.6,1.5,Neukölln
2019-05-24,17,2,22,25,89,0.7,1.8,Neukölln
2019-05-25,12,2,13,15,66,0.5,1.2,Neukölln
2019-05-26,14,1,15,16,67,0.6,1.4,Neukölln
2019-05-27,15,3,18,22,53,0.6,1.6,Neukölln
2019-05-28,17,3,17,21,60,0.6,1.7,Neukölln
2019-05-29,12,1,16,18,74,0.5,1.2,Neukölln
2019-05-30,12,1,12,13,76,0.5,1.0,Neukölln
2019-05-31,16,3,20,24,48,0.6,1.8,Neukölln
2019-06-01,20,4,24,30,58,0.9,2.7,Neukölln
2019-06-02,17,0,14,14,84,0.5,1.4,Neukölln
2019-06-03,17,1,19,19,89,0.6,1.6,Neukölln
2019-06-04,18,1,16,18,101,0.7,3.0,Neukölln
2019-06-05,27,1,14,14,106,0.5,1.3,Neukölln
2019-06-06,23,2,16,19,84,0.6,1.5,Neukölln
2019-06-07,13,2,12,15,83,0.4,1.1,Neukölln
2019-06-08,14,1,11,12,77,0.4,0.9,Neukölln
2019-06-09,11,1,9,10,79,0.4,0.8,Neukölln
2019-06-10,19,1,12,14,86,0.7,1.5,Neukölln
2019-06-11,24,1,16,17,94,0.6,1.7,Neukölln
2019-06-12,19,1,15,16,85,0.4,1.3,Neukölln
2019-06-13,13,2,19,22,67,0.5,1.6,Neukölln
2019-06-14,15,1,14,17,101,0.5,1.4,Neukölln
2019-06-15,24,1,10,11,113,0.5,1.2,Neukölln
2019-06-16,12,1,14,16,88,0.6,1.9,Neukölln
2019-06-17,17,1,20,22,90,0.6,1.7,Neukölln
2019-06-18,21,1,15,17,91,0.5,1.2,Neukölln
2019-06-19,24,1,16,17,108,0.5,1.6,Neukölln
2019-06-20,16,2,20,22,87,0.6,1.9,Neukölln
2019-06-21,16,1,17,19,73,0.6,2.3,Neukölln
2019-06-22,13,1,8,9,85,0.5,1.1,Neukölln
2019-06-23,11,1,5,6,90,0.3,0.7,Neukölln
2019-06-24,15,1,10,12,93,0.4,0.9,Neukölln
2019-06-25,25,2,28,31,102,0.9,2.7,Neukölln
2019-06-26,28,1,21,22,116,0.8,2.9,Neukölln
2019-06-27,20,2,9,11,78,0.4,1.0,Neukölln
2019-06-28,20,1,12,14,67,0.5,1.4,Neukölln
2019-06-29,20,2,24,26,79,0.8,3.1,Neukölln
2019-06-30,22,1,23,24,102,0.8,3.4,Neukölln
2019-07-01,22,1,11,13,88,0.5,1.3,Neukölln
2019-07-02,20,1,9,11,65,0.5,1.2,Neukölln
2019-07-03,18,1,9,11,66,0.5,1.3,Neukölln
2019-07-04,19,2,10,12,65,0.5,1.4,Neukölln
2019-07-05,17,2,10,13,59,0.4,1.4,Neukölln
2019-07-06,16,1,12,14,55,0.4,1.4,Neukölln
2019-07-07,13,1,7,9,58,0.3,1.0,Neukölln
2019-07-08,9,2,12,15,56,0.5,1.8,Neukölln
2019-07-09,10,2,11,14,56,0.5,1.5,Neukölln
2019-07-10,14,3,13,17,51,0.5,1.7,Neukölln
2019-07-11,17,2,22,25,64,0.6,1.9,Neukölln
2019-07-12,14,1,18,19,58,0.6,1.7,Neukölln
2019-07-13,14,1,13,15,61,0.6,2.0,Neukölln
2019-07-14,17,1,8,10,55,0.4,1.3,Neukölln
2019-07-15,14,2,11,15,55,0.4,1.5,Neukölln
2019-07-16,13,3,12,16,47,0.5,1.6,Neukölln
2019-07-17,18,2,15,17,55,0.5,1.6,Neukölln
2019-07-18,16,1,13,14,77,0.4,1.1,Neukölln
2019-07-19,21,2,23,26,69,0.7,2.0,Neukölln
2019-07-20,,,,,,1.0,3.4,Neukölln
2019-07-21,,,,,,,,Neukölln
2019-07-22,18,2,18,20,75,0.5,1.7,Neukölln
2019-07-23,20,3,21,25,57,0.8,3.2,Neukölln
2019-07-24,20,2,21,23,63,0.7,2.6,Neukölln
2019-07-25,22,1,14,15,70,0.4,1.4,Neukölln
2019-07-26,19,1,8,9,71,0.4,1.1,Neukölln
2019-07-27,20,1,5,6,81,0.3,0.6,Neukölln
2019-07-28,20,1,11,12,96,0.6,1.8,Neukölln
2019-07-29,27,2,23,27,89,0.6,1.7,Neukölln
2019-07-30,26,2,16,20,58,0.7,2.4,Neukölln
2019-07-31,19,2,19,21,56,0.7,2.5,Neukölln
2019-08-01,12,3,18,22,59,0.7,2.7,Neukölln
2019-08-02,17,4,25,31,49,0.8,2.7,Neukölln
2019-08-03,13,3,16,20,54,0.7,2.2,Neukölln
2019-08-04,13,1,14,16,60,0.6,1.6,Neukölln
2019-08-05,17,2,27,31,61,0.7,2.2,Neukölln
2019-08-06,19,2,26,29,65,0.8,2.3,Neukölln
2019-08-07,18,3,29,34,50,0.8,2.6,Neukölln
2019-08-08,17,2,19,22,62,0.6,1.9,Neukölln
2019-08-09,18,2,23,25,75,0.6,1.9,Neukölln
2019-08-10,15,1,14,15,67,0.5,1.5,Neukölln
2019-08-11,,,,,,0.4,1.5,Neukölln
2019-08-12,,,,,,0.6,1.8,Neukölln
2019-08-13,15,2,14,17,70,0.5,1.7,Neukölln
2019-08-14,18,3,22,27,62,0.8,2.6,Neukölln
2019-08-15,20,2,23,26,59,0.6,1.5,Neukölln
2019-08-16,19,4,23,29,42,0.9,2.9,Neukölln
2019-08-17,20,1,18,19,59,0.9,1.6,Neukölln
2019-08-18,9,1,14,15,44,0.5,1.4,Neukölln
2019-08-19,15,9,24,38,39,0.8,2.8,Neukölln
2019-08-20,19,14,42,63,42,1.2,4.5,Neukölln
2019-08-21,16,4,29,35,56,0.9,3.4,Neukölln
2019-08-22,19,2,28,32,68,0.8,3.4,Neukölln
2019-08-23,23,2,26,29,71,0.8,2.5,Neukölln
2019-08-24,22,1,16,18,90,0.7,1.7,Neukölln
2019-08-25,18,0,10,10,99,0.6,0.9,Neukölln
2019-08-26,29,1,24,26,84,1.1,4.1,Neukölln
2019-08-27,28,1,24,26,81,0.8,2.1,Neukölln
2019-08-28,28,2,26,28,83,0.7,2.0,Neukölln
2019-08-29,23,2,24,28,90,0.9,3.3,Neukölln
2019-08-30,23,1,14,16,104,0.6,1.6,Neukölln
2019-08-31,23,1,18,18,107,0.6,1.4,Neukölln
2019-09-01,23,0,13,14,96,0.6,1.6,Neukölln
2019-09-02,18,3,14,18,61,0.7,2.1,Neukölln
2019-09-03,22,3,29,33,48,0.8,2.2,Neukölln
2019-09-04,31,2,28,31,65,0.8,2.2,Neukölln
2019-09-05,18,2,12,16,58,0.6,1.7,Neukölln
2019-09-06,19,3,22,27,50,0.6,1.7,Neukölln
2019-09-07,19,2,27,30,45,1.1,2.9,Neukölln
2019-09-08,12,1,13,15,67,0.6,1.6,Neukölln
2019-09-09,9,2,18,22,45,0.7,1.6,Neukölln
2019-09-10,13,2,20,23,62,0.6,1.8,Neukölln
2019-09-11,17,4,29,36,66,0.6,1.1,Neukölln
2019-09-12,14,2,23,26,38,0.9,2.7,Neukölln
2019-09-13,14,4,20,27,38,1.0,2.8,Neukölln
2019-09-14,17,11,28,44,38,1.3,3.5,Neukölln
2019-09-15,14,2,17,20,61,1.0,2.7,Neukölln
2019-09-16,20,5,19,26,44,1.0,2.8,Neukölln
2019-09-17,13,4,16,22,44,0.8,2.3,Neukölln
2019-09-18,14,3,14,19,52,0.8,2.3,Neukölln
2019-09-19,14,7,25,35,38,1.1,3.4,Neukölln
2019-09-20,16,6,28,36,32,1.0,2.7,Neukölln
2019-09-21,22,12,37,54,32,1.8,4.1,Neukölln
2019-09-22,20,1,22,24,48,1.3,2.9,Neukölln
2019-09-23,28,4,25,32,54,1.1,3.0,Neukölln
2019-09-24,32,4,27,32,28,0.9,2.0,Neukölln
2019-09-25,21,10,32,47,12,0.9,2.8,Neukölln
2019-09-26,15,11,26,43,19,0.8,2.2,Neukölln
2019-09-27,11,4,27,34,18,0.8,2.0,Neukölln
2019-09-28,12,2,20,23,26,0.6,1.4,Neukölln
2019-09-29,9,1,13,15,39,0.5,1.0,Neukölln
2019-09-30,7,2,13,17,48,0.5,1.2,Neukölln
2019-10-01,10,3,20,25,28,0.6,1.5,Neukölln
2019-10-02,8,2,20,24,39,0.6,1.6,Neukölln
2019-10-03,7,1,14,16,30,0.6,1.2,Neukölln
2019-10-04,10,10,21,35,22,0.7,1.5,Neukölln
2019-10-05,11,2,13,15,35,0.7,1.1,Neukölln
2019-10-06,11,1,15,16,35,0.7,1.0,Neukölln
2019-10-07,16,14,42,63,21,1.3,2.7,Neukölln
2019-10-08,14,6,26,35,17,0.9,1.8,Neukölln
2019-10-09,12,3,19,24,32,0.6,1.3,Neukölln
2019-10-10,10,3,19,23,36,0.6,1.3,Neukölln
2019-10-11,11,2,17,20,34,0.5,1.1,Neukölln
2019-10-12,14,2,21,24,43,0.8,2.3,Neukölln
2019-10-13,18,1,17,18,48,0.7,1.7,Neukölln
2019-10-14,18,4,22,28,42,0.7,1.9,Neukölln
2019-10-15,34,8,31,43,26,0.9,1.9,Neukölln
2019-10-16,21,3,26,31,22,0.7,1.5,Neukölln
2019-10-17,13,3,26,30,28,0.6,1.5,Neukölln
