,date,PM10,NOx,NO_2,NOx,O_3,Benzolµg/m³,Toluolµg/m³
1037,30.08.2012,28,6,46,56,46,1.1,5.9
1038,31.08.2012,20,3,28,33,33,0.8,3.8
1039,01.09.2012,15,2,17,21,44,0.6,2.3
1040,02.09.2012,17,11,36,52,36,1.4,7.7
1041,03.09.2012,25,21,45,78,39,1.5,9.4
1042,04.09.2012,24,43,44,110,26,2.1,14.3
1043,05.09.2012,22,9,33,46,32,1.0,5.7
1044,06.09.2012,20,2,19,23,56,0.6,2.0
1045,07.09.2012,25,6,29,39,38,0.7,2.7
1046,08.09.2012,9,3,17,22,30,0.6,2.5
1047,09.09.2012,14,5,18,26,37,0.8,5.0
1048,10.09.2012,27,19,61,91,40,1.8,11.7
1049,11.09.2012,28,6,38,47,64,1.2,5.6
1050,12.09.2012,12,3,24,28,44,0.7,2.6
1051,13.09.2012,15,6,31,41,40,0.8,3.3
1052,14.09.2012,21,9,31,45,41,0.9,3.9
1053,15.09.2012,13,2,15,19,39,0.6,1.5
1054,16.09.2012,18,3,26,30,42,0.9,3.5
1055,17.09.2012,26,32,42,91,36,1.7,8.4
1056,18.09.2012,26,17,41,68,39,1.9,10.4
1057,19.09.2012,14,5,25,32,33,0.7,3.1
1058,20.09.2012,15,14,38,59,23,0.9,4.5
1059,21.09.2012,20,13,37,56,29,1.2,5.1
1060,22.09.2012,14,3,20,24,43,0.7,2.7
1061,23.09.2012,12,3,22,26,39,0.8,3.8
1062,24.09.2012,20,5,30,37,36,1.4,5.1
1063,25.09.2012,16,8,39,51,34,1.0,5.0
1064,26.09.2012,19,10,44,59,29,1.3,6.2
1065,27.09.2012,10,8,30,42,34,0.8,3.6
1066,28.09.2012,14,9,37,51,35,1.1,4.6
1067,29.09.2012,14,5,27,34,37,0.9,3.7
1068,30.09.2012,17,5,29,36,38,0.9,4.0
1069,01.10.2012,28,41,60,123,13,2.3,10.8
1070,02.10.2012,28,21,58,89,18,1.7,8.4
1071,03.10.2012,18,4,26,32,43,0.9,3.6
1072,04.10.2012,13,7,28,39,37,0.7,3.0
1073,05.10.2012,12,9,26,40,30,0.8,3.2
1074,06.10.2012,10,4,23,29,39,0.7,2.7
1075,07.10.2012,12,2,14,17,39,0.5,1.8
1076,08.10.2012,17,7,30,42,32,0.7,3.1
1077,09.10.2012,20,10,28,43,33,0.8,2.9
1078,10.10.2012,14,10,30,45,22,0.7,2.9
1079,11.10.2012,16,12,36,55,15,1.2,4.9
1080,12.10.2012,26,10,36,51,18,1.6,4.8
1081,13.10.2012,20,6,29,38,29,0.9,3.5
1082,14.10.2012,15,4,25,31,34,0.9,3.4
1083,15.10.2012,18,16,34,58,15,1.2,4.5
1084,16.10.2012,18,16,38,63,16,1.2,4.9
1085,17.10.2012,21,16,40,64,17,1.1,4.7
1086,18.10.2012,26,18,44,72,13,1.4,6.1
1087,19.10.2012,35,29,53,97,10,2.0,8.5
1088,20.10.2012,48,86,60,192,3,4.4,21.3
1089,21.10.2012,50,43,25,91,24,3.3,13.5
1090,22.10.2012,23,4,22,28,26,1.4,4.7
1091,23.10.2012,27,7,31,41,14,1.6,5.9
1092,24.10.2012,34,17,34,61,9,1.7,5.8
1093,25.10.2012,15,6,23,33,34,0.7,2.6
1094,26.10.2012,13,5,30,37,39,0.8,3.1
1095,27.10.2012,13,1,18,19,38,1.0,2.4
1096,28.10.2012,17,39,36,96,24,1.9,7.2
1097,29.10.2012,24,50,48,126,16,2.2,7.6
1098,30.10.2012,20,27,36,78,8,1.4,4.7
1099,31.10.2012,25,23,38,72,10,1.8,5.3
1100,01.11.2012,26,11,39,56,12,1.7,4.2
1101,02.11.2012,13,9,35,49,27,1.1,3.5
1102,03.11.2012,10,6,27,36,33,0.8,2.9
1103,04.11.2012,11,4,27,34,32,0.9,3.1
1104,05.11.2012,12,9,30,43,28,0.8,3.0
1105,06.11.2012,13,5,22,30,36,0.6,2.1
1106,07.11.2012,11,5,23,30,37,0.6,2.3
1107,08.11.2012,27,7,28,38,26,0.8,2.8
1108,09.11.2012,23,11,38,55,15,0.9,3.7
1109,10.11.2012,24,6,29,38,17,1.3,3.7
1110,11.11.2012,19,5,25,32,22,1.2,3.2
1111,12.11.2012,27,14,39,60,15,1.0,3.6
1112,13.11.2012,29,42,53,117,8,1.8,6.6
1113,14.11.2012,43,36,56,111,4,2.2,6.5
1114,15.11.2012,68,54,49,131,1,3.3,7.7
1115,16.11.2012,48,35,38,91,2,3.1,6.9
1116,17.11.2012,50,15,31,55,5,3.5,5.6
1117,18.11.2012,31,18,29,56,3,2.1,5.1
1118,19.11.2012,26,19,32,61,4,1.8,5.5
1119,20.11.2012,55,33,37,87,4,3.1,7.0
1120,21.11.2012,51,15,37,60,4,3.6,5.7
1121,22.11.2012,31,29,45,89,7,2.2,6.5
1122,23.11.2012,31,40,41,102,2,2.2,6.8
1123,24.11.2012,23,11,30,47,5,1.6,4.9
1124,25.11.2012,27,6,25,34,19,1.7,4.0
1125,26.11.2012,19,20,43,73,18,1.4,4.6
1126,27.11.2012,26,67,51,153,4,2.6,10.1
1127,28.11.2012,26,46,45,116,7,2.8,9.9
1128,29.11.2012,11,3,18,22,19,1.1,2.8
1129,30.11.2012,8,9,22,36,11,1.2,3.1
1130,01.12.2012,17,14,36,58,5,1.6,4.4
1131,02.12.2012,23,13,32,52,7,1.9,4.4
1132,03.12.2012,22,13,33,53,19,1.4,3.6
1133,04.12.2012,18,16,37,61,20,1.2,3.8
1134,05.12.2012,10,10,32,47,26,1.1,2.9
1135,06.12.2012,21,20,39,69,12,1.5,4.1
1136,07.12.2012,27,40,52,113,3,2.2,5.8
1137,08.12.2012,38,32,49,98,3,2.6,5.8
1138,09.12.2012,27,10,37,52,12,1.8,3.6
1139,10.12.2012,40,12,37,55,12,2.9,4.9
1140,11.12.2012,21,3,26,31,36,1.5,2.3
1141,12.12.2012,24,29,48,93,13,1.8,4.6
1142,13.12.2012,38,29,48,94,2,2.5,5.3
1143,14.12.2012,39,12,46,64,13,3.0,4.7
1144,15.12.2012,34,26,48,88,14,3.2,7.5
1145,16.12.2012,19,13,47,67,7,2.0,5.6
1146,17.12.2012,22,56,55,141,4,2.3,7.9
1147,18.12.2012,36,40,38,100,1,3.6,7.9
1148,19.12.2012,49,22,28,61,1,5.5,7.8
1149,20.12.2012,48,12,27,46,10,4.4,6.4
1150,21.12.2012,67,5,26,33,18,2.9,4.0
1151,22.12.2012,66,4,28,35,13,3.5,4.6
1152,23.12.2012,74,20,38,69,5,5.8,7.1
1153,24.12.2012,13,11,39,56,20,1.5,4.7
1154,25.12.2012,14,3,17,21,39,0.7,2.1
1155,26.12.2012,6,2,13,17,47,,
1156,27.12.2012,14,3,21,26,48,,2.4
1157,28.12.2012,17,8,32,44,37,0.9,2.6
1158,29.12.2012,16,7,30,41,22,1.3,3.9
1159,30.12.2012,14,3,19,24,45,1.0,2.2
1160,31.12.2012,24,3,18,23,53,0.8,2.0
1161,01.01.2013,64,5,21,28,43,1.0,2.3
1162,02.01.2013,14,4,25,31,40,0.7,2.2
1163,03.01.2013,11,5,22,30,31,0.8,2.2
1164,04.01.2013,17,3,18,24,45,0.6,1.8
1165,05.01.2013,7,1,16,17,47,0.6,1.9
1166,06.01.2013,8,1,16,17,37,0.7,1.7
1167,07.01.2013,20,8,30,43,17,1.4,3.6
1168,08.01.2013,18,22,31,65,4,1.5,4.3
1169,09.01.2013,9,23,32,67,8,1.2,4.3
1170,10.01.2013,10,3,17,21,51,0.8,2.0
1171,11.01.2013,6,4,19,26,36,0.9,2.3
1172,12.01.2013,10,4,20,26,25,1.2,2.6
1173,13.01.2013,27,1,16,17,31,2.1,3.2
1174,14.01.2013,67,11,36,54,10,4.1,6.0
1175,15.01.2013,60,20,40,70,8,3.6,5.3
1176,16.01.2013,64,5,29,36,19,3.7,4.7
1177,17.01.2013,36,2,26,29,38,2.3,3.3
1178,18.01.2013,18,2,18,21,52,1.5,2.8
1179,19.01.2013,23,1,15,17,55,1.8,2.9
1180,20.01.2013,28,1,13,14,53,2.3,3.0
1181,21.01.2013,20,2,18,21,58,1.6,2.6
1182,22.01.2013,23,2,21,24,54,1.8,2.8
1183,23.01.2013,48,6,42,50,21,3.0,4.9
1184,24.01.2013,56,6,40,48,21,3.3,4.8
1185,25.01.2013,61,41,62,125,16,3.8,7.1
1186,26.01.2013,60,6,37,46,35,3.5,4.5
1187,27.01.2013,39,8,36,48,21,2.5,4.2
1188,28.01.2013,26,28,49,92,19,1.6,4.9
1189,29.01.2013,14,9,38,52,25,1.2,4.0
1190,30.01.2013,8,7,28,39,36,0.8,2.2
1191,31.01.2013,17,4,23,29,52,0.6,1.2
1192,01.02.2013,24,7,32,43,41,0.8,1.7
1193,02.02.2013,11,1,17,19,49,0.8,1.2
1194,03.02.2013,17,2,18,21,49,0.8,1.2
1195,04.02.2013,18,8,32,45,38,0.8,1.6
1196,05.02.2013,17,7,24,34,54,0.7,1.5
1197,06.02.2013,18,11,38,55,40,0.8,1.8
1198,07.02.2013,14,5,30,38,31,1.0,2.0
1199,08.02.2013,14,9,34,48,22,1.2,2.0
1200,09.02.2013,15,5,28,35,33,1.1,1.6
1201,10.02.2013,17,3,29,35,38,1.1,1.6
1202,11.02.2013,31,3,27,31,36,1.8,2.1
1203,12.02.2013,48,2,24,27,38,2.5,2.4
1204,13.02.2013,41,2,27,29,41,2.2,2.1
1205,14.02.2013,43,13,38,58,33,2.0,2.3
1206,15.02.2013,62,8,43,55,25,2.9,3.1
1207,16.02.2013,98,13,39,59,6,3.2,3.2
1208,17.02.2013,49,2,18,21,40,1.8,1.9
1209,18.02.2013,33,8,34,47,38,1.4,1.8
1210,19.02.2013,14,4,22,28,35,1.2,1.6
1211,20.02.2013,11,1,15,16,68,0.9,1.1
1212,21.02.2013,15,1,22,23,62,0.9,1.2
1213,22.02.2013,40,2,19,22,66,2.1,1.8
1214,23.02.2013,34,1,12,14,66,1.9,1.5
1215,24.02.2013,38,2,20,23,32,2.2,2.0
1216,25.02.2013,59,3,24,28,30,2.0,2.2
1217,26.02.2013,42,2,19,22,31,1.7,2.1
1218,27.02.2013,26,2,26,29,36,1.5,2.1
1219,28.02.2013,30,10,36,51,28,1.3,2.1
1220,01.03.2013,26,6,32,41,39,0.8,1.6
1221,02.03.2013,27,4,25,32,41,0.8,1.4
1222,03.03.2013,23,3,20,24,60,0.7,1.4
1223,04.03.2013,39,33,56,107,30,1.4,3.6
1224,05.03.2013,39,10,51,66,41,1.4,2.5
1225,06.03.2013,59,19,67,96,26,1.9,3.6
1226,07.03.2013,62,2,26,29,62,2.1,2.3
1227,08.03.2013,24,2,17,20,58,1.3,1.7
1228,09.03.2013,29,1,14,16,55,1.3,1.6
1229,10.03.2013,27,1,12,14,65,1.5,1.3
1230,11.03.2013,29,2,21,24,63,1.4,1.4
1231,12.03.2013,20,2,21,24,69,1.2,1.5
1232,13.03.2013,23,9,45,60,54,1.5,2.4
1233,14.03.2013,34,25,64,102,33,1.7,3.3
1234,15.03.2013,23,8,40,53,46,1.2,2.3
1235,16.03.2013,27,11,44,60,50,1.4,2.2
1236,17.03.2013,34,2,21,24,78,1.6,1.3
1237,18.03.2013,44,2,24,27,76,2.2,1.9
1238,19.03.2013,26,3,29,33,69,1.5,1.8
1239,20.03.2013,24,3,27,31,67,1.3,1.4
1240,21.03.2013,34,3,26,30,70,1.7,1.7
1241,22.03.2013,21,1,17,18,77,1.2,1.4
1242,23.03.2013,18,2,13,16,72,1.1,1.3
1243,24.03.2013,25,2,19,21,79,1.4,1.3
1244,25.03.2013,31,2,19,21,84,1.3,1.4
1245,26.03.2013,22,2,20,23,85,1.2,1.3
1246,27.03.2013,27,2,21,25,89,1.3,1.6
1247,28.03.2013,41,2,22,25,92,1.9,1.8
1248,29.03.2013,56,2,21,24,81,2.4,1.7
1249,30.03.2013,35,2,16,19,85,1.5,1.2
1250,31.03.2013,22,0,9,10,94,0.9,0.9
1251,01.04.2013,19,1,16,16,90,0.9,1.0
1252,02.04.2013,28,3,30,34,75,1.2,2.0
1253,03.04.2013,29,2,25,28,85,1.2,1.6
1254,04.04.2013,29,1,18,19,87,1.2,1.3
1255,05.04.2013,27,1,20,22,,1.7,2.0
1256,06.04.2013,21,4,24,30,,1.5,2.3
1257,07.04.2013,28,27,48,89,,2.3,4.6
1258,08.04.2013,37,21,46,77,,1.7,3.5
1259,09.04.2013,45,2,20,24,76,1.5,1.8
1260,10.04.2013,73,3,29,34,52,2.6,2.5
1261,11.04.2013,38,19,49,79,20,1.8,3.7
1262,12.04.2013,24,26,44,84,35,1.3,3.8
1263,13.04.2013,12,2,18,21,64,0.6,1.2
1264,14.04.2013,22,6,33,42,56,1.0,2.5
1265,15.04.2013,25,5,31,39,70,0.8,1.7
1266,16.04.2013,41,13,55,75,38,1.2,3.6
1267,17.04.2013,32,6,36,44,50,0.8,2.4
1268,18.04.2013,36,6,29,38,66,0.7,1.7
1269,19.04.2013,30,4,26,32,70,0.6,1.1
1270,20.04.2013,24,1,11,12,74,0.6,0.8
1271,21.04.2013,22,1,10,12,77,0.8,1.1
1272,22.04.2013,36,8,37,50,54,1.0,2.2
1273,23.04.2013,38,6,27,36,53,0.7,1.5
1274,24.04.2013,39,4,30,37,60,0.6,1.5
1275,25.04.2013,33,4,30,36,51,0.7,1.8
1276,26.04.2013,36,6,32,41,71,0.7,2.1
1277,27.04.2013,11,1,9,10,73,0.6,0.7
1278,28.04.2013,14,2,14,17,73,0.6,1.0
1279,29.04.2013,19,6,27,37,57,0.7,1.4
1280,30.04.2013,22,5,29,37,59,0.7,1.4
1281,01.05.2013,22,1,11,12,76,0.6,0.9
1282,02.05.2013,30,1,20,22,67,0.8,1.4
1283,03.05.2013,18,1,13,15,87,0.6,0.9
1284,04.05.2013,22,11,33,49,68,0.9,2.7
1285,05.05.2013,24,2,19,22,74,0.6,1.5
1286,06.05.2013,31,4,25,30,75,0.8,2.4
1287,07.05.2013,41,2,20,24,74,0.9,2.4
1288,08.05.2013,39,6,33,42,50,1.2,4.3
1289,09.05.2013,29,3,24,27,51,0.8,2.3
1290,10.05.2013,20,5,27,34,45,0.7,1.9
1291,11.05.2013,23,5,27,35,48,0.8,1.8
1292,12.05.2013,14,2,18,21,53,0.6,1.3
1293,13.05.2013,16,9,27,41,44,0.6,1.5
1294,14.05.2013,17,5,29,36,46,0.7,2.0
1295,15.05.2013,25,4,25,31,69,0.7,1.8
1296,16.05.2013,32,3,27,32,81,0.8,2.2
1297,17.05.2013,32,3,24,28,74,0.6,2.0
1298,18.05.2013,31,2,19,22,41,0.6,1.7
1299,19.05.2013,17,2,15,18,69,0.7,1.2
1300,20.05.2013,12,2,12,15,62,0.5,1.1
1301,21.05.2013,13,7,25,35,51,0.6,1.4
1302,22.05.2013,15,7,25,35,43,0.6,1.6
1303,23.05.2013,21,4,22,28,62,0.5,1.5
1304,24.05.2013,25,5,29,38,47,0.7,2.1
1305,25.05.2013,12,2,16,18,48,0.4,1.0
1306,26.05.2013,9,2,15,18,38,0.6,1.3
1307,27.05.2013,12,3,20,25,43,0.7,1.7
1308,28.05.2013,18,3,23,27,42,0.6,1.7
1309,29.05.2013,20,5,42,50,43,1.0,3.5
1310,30.05.2013,21,3,20,25,63,0.7,2.3
1311,31.05.2013,22,1,14,15,63,0.6,1.9
1312,01.06.2013,28,0,9,9,60,0.5,1.2
1313,02.06.2013,17,0,7,7,61,0.4,0.8
1314,03.06.2013,17,1,10,11,64,0.3,1.2
1315,04.06.2013,15,2,12,16,53,0.4,1.4
1316,05.06.2013,13,4,19,24,56,0.6,2.6
1317,06.06.2013,17,2,17,19,65,0.5,1.9
1318,07.06.2013,17,1,17,19,72,0.5,1.7
1319,08.06.2013,21,1,21,23,77,0.6,2.0
1320,09.06.2013,22,0,10,10,84,0.4,1.3
1321,10.06.2013,14,1,11,12,60,0.3,1.1
1322,11.06.2013,14,9,29,43,51,0.6,2.9
1323,12.06.2013,27,5,36,43,72,0.7,2.7
1324,13.06.2013,22,5,27,35,60,0.6,2.5
1325,14.06.2013,16,4,24,30,48,0.5,2.0
1326,15.06.2013,21,8,26,38,60,0.8,3.3
1327,16.06.2013,15,1,13,15,66,0.3,1.2
1328,17.06.2013,22,1,17,19,75,0.5,2.3
1329,18.06.2013,28,1,14,15,86,0.6,2.6
1330,19.06.2013,40,2,26,29,84,0.7,3.1
1331,20.06.2013,33,1,16,17,108,0.5,2.0
1332,21.06.2013,16,3,17,22,70,0.5,2.1
1333,22.06.2013,14,2,16,19,69,0.4,1.6
1334,23.06.2013,13,1,11,13,61,0.4,1.4
1335,24.06.2013,13,4,22,28,47,0.4,1.4
1336,25.06.2013,14,2,17,19,38,0.4,1.0
1337,26.06.2013,15,2,12,15,50,0.3,0.8
1338,27.06.2013,15,6,26,34,47,0.4,1.5
1339,28.06.2013,20,5,28,36,48,0.6,1.9
1340,29.06.2013,16,2,15,18,49,0.4,1.2
1341,30.06.2013,22,2,9,12,46,0.3,0.7
1342,01.07.2013,22,6,25,34,49,0.5,1.8
1343,02.07.2013,18,4,25,31,55,0.5,2.0
1344,03.07.2013,25,3,28,33,70,0.6,2.4
1345,04.07.2013,23,4,27,34,42,0.5,2.1
1346,05.07.2013,21,4,25,30,34,0.6,2.2
1347,06.07.2013,18,1,12,14,60,0.5,1.5
1348,07.07.2013,16,1,10,11,63,0.5,1.3
1349,08.07.2013,24,2,20,23,70,0.5,2.2
1350,09.07.2013,25,2,29,32,64,0.5,2.2
1351,10.07.2013,21,2,19,22,52,0.5,1.8
1352,11.07.2013,12,1,12,14,52,0.4,1.0
1353,12.07.2013,21,3,21,25,42,0.5,1.5
1354,13.07.2013,19,1,14,16,61,0.4,1.1
1355,14.07.2013,18,1,10,11,61,0.3,0.7
1356,15.07.2013,18,2,16,18,57,0.4,1.0
1357,16.07.2013,17,2,23,26,51,0.5,1.8
1358,17.07.2013,20,10,22,38,52,0.6,2.7
1359,18.07.2013,17,3,18,23,54,0.4,1.7
1360,19.07.2013,20,2,16,18,53,0.4,1.3
1361,20.07.2013,15,1,8,8,62,0.4,0.9
1362,21.07.2013,14,8,32,44,55,0.8,3.6
1363,22.07.2013,20,17,37,64,62,1.0,5.0
1364,23.07.2013,24,2,14,16,68,0.5,1.6
1365,24.07.2013,17,2,20,23,71,0.5,1.8
1366,25.07.2013,25,1,25,26,100,0.5,1.9
1367,26.07.2013,34,1,35,36,111,0.8,2.8
1368,27.07.2013,31,1,22,23,114,0.7,2.4
1369,28.07.2013,29,1,16,17,102,0.5,1.7
1370,29.07.2013,20,3,27,32,50,0.5,2.2
1371,30.07.2013,20,3,27,31,48,0.5,1.8
1372,31.07.2013,15,3,24,29,49,0.5,1.6
1373,01.08.2013,18,6,34,43,45,0.6,2.4
1374,02.08.2013,25,4,38,44,79,0.7,3.0
1375,03.08.2013,31,1,23,25,96,0.5,1.9
1376,04.08.2013,16,0,8,8,73,0.4,1.0
1377,05.08.2013,22,2,25,29,71,0.6,2.4
1378,06.08.2013,29,4,29,35,79,0.6,2.5
1379,07.08.2013,24,2,24,27,68,0.6,2.2
1380,08.08.2013,22,3,25,30,51,0.6,2.0
1381,09.08.2013,21,4,27,32,45,0.4,1.4
1382,10.08.2013,21,7,36,46,50,0.7,2.6
1383,11.08.2013,16,2,19,22,52,0.5,1.6
1384,12.08.2013,18,7,34,45,43,0.7,2.5
1385,13.08.2013,17,4,21,26,43,0.4,1.3
1386,14.08.2013,15,6,24,34,36,0.4,1.3
1387,15.08.2013,23,8,36,49,50,0.6,2.2
1388,16.08.2013,28,5,36,44,69,0.7,2.5
1389,17.08.2013,29,1,30,31,78,0.7,2.5
1390,18.08.2013,26,2,20,23,61,0.7,2.2
1391,19.08.2013,20,10,34,50,27,0.6,2.5
1392,20.08.2013,19,2,16,20,45,0.4,1.4
1393,21.08.2013,22,6,32,41,40,0.7,2.5
1394,22.08.2013,29,19,47,77,45,1.4,6.1
1395,23.08.2013,24,2,18,21,55,0.6,2.1
1396,24.08.2013,17,2,14,16,58,0.6,1.4
1397,25.08.2013,21,1,9,11,70,0.5,1.1
1398,26.08.2013,18,2,16,18,54,0.5,1.6
1399,27.08.2013,25,2,23,26,49,0.8,2.4
1400,28.08.2013,24,4,26,32,42,0.7,2.4
1401,29.08.2013,24,21,41,74,41,1.1,4.2
1402,30.08.2013,39,25,62,100,48,1.7,6.3
1403,31.08.2013,28,1,26,28,52,0.7,2.3
1404,01.09.2013,19,1,12,14,47,0.3,0.8
1405,02.09.2013,18,5,20,28,29,0.4,1.1
1406,03.09.2013,6,3,17,22,21,0.4,1.2
1407,04.09.2013,14,5,21,29,24,0.5,1.8
1408,05.09.2013,21,8,26,38,42,0.7,2.6
1409,06.09.2013,26,4,30,37,60,0.7,2.0
1410,07.09.2013,22,2,23,27,72,0.7,1.8
1411,08.09.2013,27,2,22,25,70,0.8,1.8
1412,09.09.2013,17,3,23,28,37,0.5,1.5
1413,10.09.2013,17,10,36,51,25,0.8,2.8
1414,11.09.2013,14,11,34,50,18,0.8,2.4
1415,12.09.2013,17,17,32,58,11,1.3,3.8
1416,13.09.2013,17,13,27,46,35,0.8,2.3
1417,14.09.2013,18,2,24,28,44,0.7,1.8
1418,15.09.2013,13,2,18,21,37,0.5,1.4
1419,16.09.2013,15,8,33,46,29,0.7,2.0
1420,17.09.2013,19,9,33,47,27,0.6,1.9
1421,18.09.2013,13,10,28,44,15,0.7,1.8
1422,19.09.2013,15,6,28,37,22,0.5,1.6
1423,20.09.2013,18,21,38,70,6,1.0,3.1
1424,21.09.2013,16,3,20,24,26,0.6,1.6
1425,22.09.2013,19,3,20,24,29,0.5,1.4
1426,23.09.2013,15,3,14,19,34,0.3,0.9
1427,24.09.2013,8,4,23,29,22,0.5,1.5
1428,25.09.2013,15,15,32,56,19,0.8,2.8
1429,26.09.2013,11,11,26,43,29,0.8,2.5
1430,27.09.2013,15,17,33,60,22,0.9,2.6
1431,28.09.2013,17,16,29,54,25,1.0,3.1
1432,29.09.2013,12,2,18,21,28,0.7,1.7
1433,30.09.2013,19,5,21,28,30,0.9,1.8
1434,01.10.2013,19,6,26,35,26,1.0,2.4
1435,02.10.2013,22,15,34,57,24,1.2,3.1
1436,03.10.2013,30,4,21,26,37,1.0,1.6
1437,04.10.2013,29,5,33,41,34,1.0,1.7
1438,05.10.2013,28,8,38,51,21,1.3,2.9
1439,06.10.2013,29,7,25,36,8,1.0,2.0
1440,07.10.2013,23,28,43,86,9,1.4,5.2
1441,08.10.2013,30,23,48,84,9,1.4,4.6
1442,09.10.2013,36,20,38,67,13,1.1,3.4
1443,10.10.2013,18,12,28,46,21,0.7,2.1
1444,11.10.2013,43,3,21,25,35,1.5,2.3
1445,12.10.2013,55,3,22,26,24,1.6,2.7
1446,13.10.2013,17,9,30,44,21,1.0,2.5
1447,14.10.2013,23,23,44,80,11,1.3,3.5
1448,15.10.2013,23,17,46,73,9,1.2,3.1
1449,16.10.2013,21,12,34,52,17,1.0,2.8
1450,17.10.2013,21,13,27,48,26,0.8,2.3
1451,18.10.2013,11,2,22,25,42,0.5,1.4
1452,19.10.2013,19,5,31,39,24,0.9,2.1
1453,20.10.2013,21,7,27,37,19,1.0,3.0
1454,21.10.2013,17,11,37,53,26,0.8,2.7
1455,22.10.2013,25,24,41,77,16,1.1,3.5
1456,23.10.2013,23,11,35,52,20,1.0,2.9
1457,24.10.2013,23,25,45,83,19,1.1,3.6
1458,25.10.2013,32,50,50,127,4,1.7,6.2
1459,26.10.2013,20,11,29,46,13,1.0,2.9
1460,27.10.2013,13,3,13,18,47,0.5,1.3
1461,28.10.2013,13,7,22,34,46,0.5,1.3
1462,29.10.2013,15,6,27,37,43,0.5,1.4
1463,30.10.2013,20,9,34,48,27,0.6,1.7
1464,31.10.2013,24,21,48,80,16,1.2,3.2
1465,01.11.2013,24,17,39,65,15,1.0,2.7
1466,02.11.2013,18,6,25,35,15,0.9,2.1
1467,03.11.2013,13,4,22,28,35,0.7,1.5
1468,04.11.2013,11,8,28,40,34,0.6,1.6
1469,05.11.2013,18,9,32,46,27,0.7,1.8
1470,06.11.2013,15,7,29,41,28,0.7,1.6
1471,07.11.2013,12,10,34,49,17,0.7,2.1
1472,08.11.2013,15,14,49,71,14,0.9,2.7
1473,09.11.2013,13,5,25,32,33,0.8,1.8
1474,10.11.2013,9,2,19,23,40,0.6,1.2
1475,11.11.2013,15,27,36,78,14,1.1,2.8
1476,12.11.2013,26,22,43,77,8,1.1,2.7
1477,13.11.2013,25,12,37,56,17,0.7,1.7
1478,14.11.2013,32,33,49,99,7,1.2,2.9
1479,15.11.2013,32,2,25,29,26,1.1,2.1
1480,16.11.2013,36,7,27,39,18,0.9,1.7
1481,17.11.2013,26,13,30,50,9,1.1,2.3
1482,18.11.2013,31,19,33,62,9,1.5,2.5
1483,19.11.2013,34,25,37,75,3,1.5,2.9
1484,20.11.2013,16,8,26,38,19,1.0,1.7
1485,21.11.2013,17,25,38,76,19,1.1,2.7
1486,22.11.2013,20,4,22,29,13,1.3,2.1
1487,23.11.2013,18,2,18,21,13,1.4,1.8
1488,24.11.2013,15,2,17,20,33,0.7,1.1
1489,25.11.2013,13,9,34,48,25,0.8,1.5
1490,26.11.2013,16,37,48,105,18,1.2,2.9
1491,27.11.2013,23,28,48,90,6,2.3,4.7
1492,28.11.2013,22,6,28,37,34,0.7,1.7
1493,29.11.2013,23,10,34,49,27,0.7,1.6
1494,30.11.2013,9,3,21,26,34,0.6,1.1
1495,01.12.2013,17,2,18,22,35,0.5,1.0
1496,02.12.2013,28,57,50,137,9,1.4,3.2
1497,03.12.2013,28,47,39,110,4,1.4,3.1
1498,04.12.2013,30,34,42,95,5,1.2,2.7
1499,05.12.2013,17,6,27,37,36,0.6,1.3
1500,06.12.2013,10,3,15,19,57,0.5,0.8
1501,07.12.2013,13,2,15,18,49,0.5,0.9
1502,08.12.2013,12,3,24,29,34,0.7,1.4
1503,09.12.2013,8,6,26,35,26,0.7,1.3
1504,10.12.2013,18,23,34,68,9,0.8,2.1
1505,11.12.2013,26,15,34,57,13,0.8,1.9
1506,12.12.2013,17,26,36,75,8,1.3,2.4
1507,13.12.2013,23,52,43,122,1,1.6,3.1
1508,14.12.2013,23,18,36,64,4,1.3,2.5
1509,15.12.2013,19,5,27,35,22,0.9,1.6
1510,16.12.2013,21,23,46,80,11,1.2,2.5
1511,17.12.2013,29,57,61,149,6,1.8,4.1
1512,18.12.2013,36,46,51,122,2,2.4,4.0
1513,19.12.2013,30,22,47,81,4,2.3,3.1
1514,20.12.2013,27,38,44,101,7,1.6,3.2
1515,21.12.2013,17,6,27,37,31,0.8,1.4
1516,22.12.2013,13,4,18,24,40,0.8,1.3
1517,23.12.2013,13,7,29,40,40,0.7,1.4
1518,24.12.2013,11,3,19,24,38,1.1,1.5
1519,25.12.2013,20,5,27,34,25,1.4,1.9
1520,26.12.2013,27,3,21,25,17,1.6,1.9
1521,27.12.2013,16,7,23,33,33,0.9,1.4
1522,28.12.2013,11,9,32,46,27,1.0,1.9
1523,29.12.2013,9,3,19,23,40,0.7,1.2
1524,30.12.2013,,12,33,51,19,1.0,1.8
1525,31.12.2013,,9,37,51,11,1.4,2.1
1526,01.01.2014,,9,32,46,10,1.7,1.9
1527,02.01.2014,,9,34,48,13,1.6,1.9
1528,03.01.2014,,11,36,52,20,1.0,2.0
1529,04.01.2014,,5,30,38,32,1.0,1.7
1530,05.01.2014,,5,29,37,22,1.1,1.6
1531,06.01.2014,,12,40,58,22,1.0,2.1
1532,07.01.2014,10,15,38,60,23,0.8,1.7
1533,08.01.2014,10,12,36,54,22,0.9,2.1
1534,09.01.2014,12,13,35,55,22,0.9,2.0
1535,10.01.2014,9,4,27,33,41,2.2,5.4
