,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ortschaft
2015-07-10,1,10,12,Schöneberg
2015-07-11,2,20,23,Schöneberg
2015-07-12,1,23,25,Schöneberg
2015-07-13,3,14,18,Schöneberg
2015-07-14,4,24,29,Schöneberg
2015-07-15,5,21,28,Schöneberg
2015-07-16,3,23,27,Schöneberg
2015-07-17,9,36,50,Schöneberg
2015-07-18,8,26,38,Schöneberg
2015-07-19,1,12,14,Schöneberg
2015-07-20,2,14,16,Schöneberg
2015-07-21,3,20,24,Schöneberg
2015-07-22,4,25,32,Schöneberg
2015-07-23,2,13,16,Schöneberg
2015-07-24,3,17,21,Schöneberg
2015-07-25,1,10,12,Schöneberg
2015-07-26,0,9,9,Schöneberg
2015-07-27,3,16,20,Schöneberg
2015-07-28,1,12,14,Schöneberg
2015-07-29,2,12,14,Schöneberg
2015-07-30,2,10,12,Schöneberg
2015-07-31,5,18,26,Schöneberg
2015-08-01,8,30,42,Schöneberg
2015-08-02,1,18,19,Schöneberg
2015-08-03,2,30,33,Schöneberg
2015-08-04,1,23,26,Schöneberg
2015-08-05,1,15,16,Schöneberg
2015-08-06,2,36,38,Schöneberg
2015-08-07,2,35,38,Schöneberg
2015-08-08,1,14,15,Schöneberg
2015-08-09,1,6,8,Schöneberg
2015-08-10,2,20,23,Schöneberg
2015-08-11,2,19,22,Schöneberg
2015-08-12,1,11,12,Schöneberg
2015-08-13,1,15,16,Schöneberg
2015-08-14,1,17,19,Schöneberg
2015-08-15,1,14,16,Schöneberg
2015-08-16,1,14,15,Schöneberg
2015-08-17,2,23,25,Schöneberg
2015-08-18,4,20,27,Schöneberg
2015-08-19,4,21,27,Schöneberg
2015-08-20,3,27,31,Schöneberg
2015-08-21,3,39,44,Schöneberg
2015-08-22,1,30,31,Schöneberg
2015-08-23,1,15,16,Schöneberg
2015-08-24,6,24,33,Schöneberg
2015-08-25,2,16,19,Schöneberg
2015-08-26,3,26,31,Schöneberg
2015-08-27,2,29,33,Schöneberg
2015-08-28,4,22,28,Schöneberg
2015-08-29,12,34,52,Schöneberg
2015-08-30,2,30,32,Schöneberg
2015-08-31,15,53,76,Schöneberg
2015-09-01,1,17,19,Schöneberg
2015-09-02,2,21,23,Schöneberg
2015-09-03,9,37,50,Schöneberg
2015-09-04,5,25,32,Schöneberg
2015-09-05,1,9,10,Schöneberg
2015-09-06,1,7,9,Schöneberg
2015-09-07,2,16,19,Schöneberg
2015-09-08,4,21,27,Schöneberg
2015-09-09,3,19,24,Schöneberg
2015-09-10,4,28,35,Schöneberg
2015-09-11,5,29,37,Schöneberg
2015-09-12,2,22,25,Schöneberg
2015-09-13,1,21,23,Schöneberg
2015-09-14,3,27,32,Schöneberg
2015-09-15,6,30,39,Schöneberg
2015-09-16,11,38,56,Schöneberg
2015-09-17,4,24,31,Schöneberg
2015-09-18,6,28,37,Schöneberg
2015-09-19,2,25,29,Schöneberg
2015-09-20,1,9,10,Schöneberg
2015-09-21,2,22,25,Schöneberg
2015-09-22,4,37,43,Schöneberg
2015-09-23,9,31,45,Schöneberg
2015-09-24,10,33,47,Schöneberg
2015-09-25,7,34,45,Schöneberg
2015-09-26,3,22,27,Schöneberg
2015-09-27,4,28,34,Schöneberg
2015-09-28,9,32,46,Schöneberg
2015-09-29,6,29,37,Schöneberg
2015-09-30,5,34,42,Schöneberg
2015-10-01,45,59,129,Schöneberg
2015-10-02,97,67,215,Schöneberg
2015-10-03,9,47,60,Schöneberg
2015-10-04,4,36,42,Schöneberg
2015-10-05,18,48,76,Schöneberg
2015-10-06,3,27,31,Schöneberg
2015-10-07,3,24,29,Schöneberg
2015-10-08,17,37,63,Schöneberg
2015-10-09,9,35,49,Schöneberg
2015-10-10,3,26,31,Schöneberg
2015-10-11,2,23,25,Schöneberg
2015-10-12,5,29,37,Schöneberg
2015-10-13,5,31,39,Schöneberg
2015-10-14,9,31,45,Schöneberg
2015-10-15,7,32,42,Schöneberg
2015-10-16,16,34,59,Schöneberg
2015-10-17,6,23,32,Schöneberg
2015-10-18,11,26,43,Schöneberg
2015-10-19,14,24,46,Schöneberg
2015-10-20,8,26,38,Schöneberg
2015-10-21,4,28,34,Schöneberg
2015-10-22,10,26,42,Schöneberg
2015-10-23,2,21,24,Schöneberg
2015-10-24,25,38,76,Schöneberg
2015-10-25,5,26,33,Schöneberg
2015-10-26,41,44,106,Schöneberg
2015-10-27,11,40,57,Schöneberg
2015-10-28,12,40,58,Schöneberg
2015-10-29,23,36,71,Schöneberg
2015-10-30,43,40,105,Schöneberg
2015-10-31,8,35,47,Schöneberg
2015-11-01,23,45,80,Schöneberg
2015-11-02,63,54,151,Schöneberg
2015-11-03,144,70,290,Schöneberg
2015-11-04,124,50,239,Schöneberg
2015-11-05,102,45,201,Schöneberg
2015-11-06,38,38,97,Schöneberg
2015-11-07,7,23,34,Schöneberg
2015-11-08,10,23,38,Schöneberg
2015-11-09,3,20,25,Schöneberg
2015-11-10,2,15,18,Schöneberg
2015-11-11,3,20,24,Schöneberg
2015-11-12,7,30,41,Schöneberg
2015-11-13,7,30,40,Schöneberg
2015-11-14,2,12,15,Schöneberg
2015-11-15,1,13,15,Schöneberg
2015-11-16,6,26,35,Schöneberg
2015-11-17,4,22,29,Schöneberg
2015-11-18,3,14,18,Schöneberg
2015-11-19,2,14,18,Schöneberg
2015-11-20,2,22,26,Schöneberg
2015-11-21,3,25,30,Schöneberg
2015-11-22,3,23,28,Schöneberg
2015-11-23,9,39,53,Schöneberg
2015-11-24,14,34,55,Schöneberg
2015-11-25,10,34,50,Schöneberg
2015-11-26,11,38,55,Schöneberg
2015-11-27,37,39,95,Schöneberg
2015-11-28,5,29,37,Schöneberg
2015-11-29,2,14,17,Schöneberg
2015-11-30,1,18,21,Schöneberg
2015-12-01,3,26,31,Schöneberg
2015-12-02,3,29,34,Schöneberg
2015-12-03,8,39,52,Schöneberg
2015-12-04,6,32,41,Schöneberg
2015-12-05,3,23,27,Schöneberg
2015-12-06,1,17,19,Schöneberg
2015-12-07,15,36,59,Schöneberg
2015-12-08,34,36,88,Schöneberg
2015-12-09,9,32,46,Schöneberg
2015-12-10,12,37,56,Schöneberg
2015-12-11,7,30,40,Schöneberg
2015-12-12,2,18,22,Schöneberg
2015-12-13,,,,Schöneberg
2015-12-14,43,46,112,Schöneberg
2015-12-15,28,36,79,Schöneberg
2015-12-16,30,33,79,Schöneberg
2015-12-17,10,36,51,Schöneberg
2015-12-18,5,34,43,Schöneberg
2015-12-19,9,31,45,Schöneberg
2015-12-20,8,29,41,Schöneberg
2015-12-21,8,29,41,Schöneberg
2015-12-22,2,20,23,Schöneberg
2015-12-23,2,17,20,Schöneberg
2015-12-24,7,29,39,Schöneberg
2015-12-25,1,16,18,Schöneberg
2015-12-26,1,10,12,Schöneberg
2015-12-27,1,17,19,Schöneberg
2015-12-28,3,24,28,Schöneberg
2015-12-29,3,19,24,Schöneberg
2015-12-30,5,29,36,Schöneberg
2015-12-31,3,28,33,Schöneberg
2016-01-01,13,30,51,Schöneberg
2016-01-02,6,20,28,Schöneberg
2016-01-03,3,21,25,Schöneberg
2016-01-04,11,31,48,Schöneberg
2016-01-05,20,36,66,Schöneberg
2016-01-06,19,37,67,Schöneberg
2016-01-07,20,34,65,Schöneberg
2016-01-08,6,31,40,Schöneberg
2016-01-09,20,49,79,Schöneberg
2016-01-10,19,38,68,Schöneberg
2016-01-11,38,46,104,Schöneberg
2016-01-12,34,44,95,Schöneberg
2016-01-13,5,28,35,Schöneberg
2016-01-14,13,40,60,Schöneberg
2016-01-15,21,40,71,Schöneberg
2016-01-16,3,24,28,Schöneberg
2016-01-17,4,29,35,Schöneberg
2016-01-18,9,40,54,Schöneberg
2016-01-19,26,48,88,Schöneberg
2016-01-20,7,41,51,Schöneberg
2016-01-21,12,40,58,Schöneberg
2016-01-22,23,52,87,Schöneberg
2016-01-23,14,40,62,Schöneberg
2016-01-24,9,30,44,Schöneberg
2016-01-25,13,27,48,Schöneberg
2016-01-26,8,30,42,Schöneberg
2016-01-27,3,23,28,Schöneberg
2016-01-28,2,19,22,Schöneberg
2016-01-29,4,28,35,Schöneberg
2016-01-30,1,12,14,Schöneberg
2016-01-31,1,12,14,Schöneberg
2016-02-01,5,24,32,Schöneberg
2016-02-02,2,10,13,Schöneberg
2016-02-03,2,12,15,Schöneberg
2016-02-04,2,17,20,Schöneberg
2016-02-05,6,26,35,Schöneberg
2016-02-06,6,30,39,Schöneberg
2016-02-07,3,32,37,Schöneberg
2016-02-08,3,22,27,Schöneberg
2016-02-09,3,18,22,Schöneberg
2016-02-10,3,24,28,Schöneberg
2016-02-11,2,22,25,Schöneberg
2016-02-12,15,45,67,Schöneberg
2016-02-13,11,40,57,Schöneberg
2016-02-14,6,27,36,Schöneberg
2016-02-15,4,23,29,Schöneberg
2016-02-16,5,33,41,Schöneberg
2016-02-17,7,34,46,Schöneberg
2016-02-18,21,39,72,Schöneberg
2016-02-19,24,38,75,Schöneberg
2016-02-20,4,27,32,Schöneberg
2016-02-21,1,13,15,Schöneberg
2016-02-22,2,16,19,Schöneberg
2016-02-23,2,19,22,Schöneberg
2016-02-24,2,22,26,Schöneberg
2016-02-25,6,38,46,Schöneberg
2016-02-26,15,34,57,Schöneberg
2016-02-27,20,45,76,Schöneberg
2016-02-28,3,29,33,Schöneberg
2016-02-29,5,28,36,Schöneberg
2016-03-01,5,26,34,Schöneberg
2016-03-02,5,30,37,Schöneberg
2016-03-03,16,47,72,Schöneberg
2016-03-04,19,40,70,Schöneberg
2016-03-05,4,30,35,Schöneberg
2016-03-06,4,30,36,Schöneberg
2016-03-07,30,45,91,Schöneberg
2016-03-08,81,58,182,Schöneberg
2016-03-09,19,43,72,Schöneberg
2016-03-10,7,29,39,Schöneberg
2016-03-11,4,24,30,Schöneberg
2016-03-12,2,19,22,Schöneberg
2016-03-13,2,21,23,Schöneberg
2016-03-14,6,28,37,Schöneberg
2016-03-15,3,23,28,Schöneberg
2016-03-16,7,36,46,Schöneberg
2016-03-17,34,57,110,Schöneberg
2016-03-18,3,25,30,Schöneberg
2016-03-19,2,18,20,Schöneberg
2016-03-20,1,11,13,Schöneberg
2016-03-21,2,16,19,Schöneberg
2016-03-22,2,23,26,Schöneberg
2016-03-23,2,23,26,Schöneberg
2016-03-24,9,35,48,Schöneberg
2016-03-25,2,22,24,Schöneberg
2016-03-26,1,20,22,Schöneberg
2016-03-27,1,16,18,Schöneberg
2016-03-28,2,19,21,Schöneberg
2016-03-29,2,21,25,Schöneberg
2016-03-30,6,32,42,Schöneberg
2016-03-31,3,31,35,Schöneberg
2016-04-01,5,30,37,Schöneberg
2016-04-02,3,32,37,Schöneberg
2016-04-03,2,35,38,Schöneberg
2016-04-04,22,62,95,Schöneberg
2016-04-05,22,44,78,Schöneberg
2016-04-06,2,21,24,Schöneberg
2016-04-07,2,25,28,Schöneberg
2016-04-08,10,32,48,Schöneberg
2016-04-09,14,33,55,Schöneberg
2016-04-10,1,18,20,Schöneberg
2016-04-11,4,31,37,Schöneberg
2016-04-12,11,44,60,Schöneberg
2016-04-13,14,29,51,Schöneberg
2016-04-14,3,31,35,Schöneberg
2016-04-15,12,43,61,Schöneberg
2016-04-16,3,26,30,Schöneberg
2016-04-17,0,16,16,Schöneberg
2016-04-18,3,21,26,Schöneberg
2016-04-19,1,12,13,Schöneberg
2016-04-20,1,18,20,Schöneberg
2016-04-21,3,23,28,Schöneberg
2016-04-22,2,17,20,Schöneberg
2016-04-23,2,13,16,Schöneberg
2016-04-24,1,8,9,Schöneberg
2016-04-25,2,15,18,Schöneberg
2016-04-26,3,20,25,Schöneberg
2016-04-27,3,19,23,Schöneberg
2016-04-28,2,26,29,Schöneberg
2016-04-29,6,36,46,Schöneberg
2016-04-30,2,22,24,Schöneberg
2016-05-01,1,17,18,Schöneberg
2016-05-02,2,29,32,Schöneberg
2016-05-03,12,32,51,Schöneberg
2016-05-04,2,18,20,Schöneberg
2016-05-05,1,19,20,Schöneberg
2016-05-06,1,23,24,Schöneberg
2016-05-07,1,17,17,Schöneberg
2016-05-08,1,17,18,Schöneberg
2016-05-09,2,20,23,Schöneberg
2016-05-10,1,18,20,Schöneberg
2016-05-11,1,22,24,Schöneberg
2016-05-12,1,20,21,Schöneberg
2016-05-13,1,13,15,Schöneberg
2016-05-14,1,10,12,Schöneberg
2016-05-15,1,5,6,Schöneberg
2016-05-16,0,5,6,Schöneberg
2016-05-17,2,14,18,Schöneberg
2016-05-18,3,30,35,Schöneberg
2016-05-19,2,36,38,Schöneberg
2016-05-20,1,19,21,Schöneberg
2016-05-21,1,19,21,Schöneberg
2016-05-22,1,20,21,Schöneberg
2016-05-23,3,27,31,Schöneberg
2016-05-24,2,18,21,Schöneberg
2016-05-25,2,15,17,Schöneberg
2016-05-26,2,21,24,Schöneberg
2016-05-27,7,28,38,Schöneberg
2016-05-28,2,17,20,Schöneberg
2016-05-29,1,13,15,Schöneberg
2016-05-30,2,27,29,Schöneberg
2016-05-31,4,30,36,Schöneberg
2016-06-01,3,25,30,Schöneberg
2016-06-02,3,35,40,Schöneberg
2016-06-03,2,23,26,Schöneberg
2016-06-04,2,28,31,Schöneberg
2016-06-05,1,24,26,Schöneberg
2016-06-06,2,15,17,Schöneberg
2016-06-07,2,28,32,Schöneberg
2016-06-08,3,27,31,Schöneberg
2016-06-09,2,15,18,Schöneberg
2016-06-10,1,10,12,Schöneberg
2016-06-11,1,11,12,Schöneberg
2016-06-12,1,13,14,Schöneberg
2016-06-13,3,22,26,Schöneberg
2016-06-14,1,18,20,Schöneberg
2016-06-15,6,27,36,Schöneberg
2016-06-16,2,21,25,Schöneberg
2016-06-17,1,20,23,Schöneberg
2016-06-18,1,13,14,Schöneberg
2016-06-19,1,11,12,Schöneberg
2016-06-20,2,19,22,Schöneberg
2016-06-21,1,22,22,Schöneberg
2016-06-22,4,35,41,Schöneberg
2016-06-23,3,30,34,Schöneberg
2016-06-24,2,22,25,Schöneberg
2016-06-25,0,13,13,Schöneberg
2016-06-26,0,7,7,Schöneberg
2016-06-27,1,16,18,Schöneberg
2016-06-28,1,17,18,Schöneberg
2016-06-29,2,23,26,Schöneberg
2016-06-30,4,32,37,Schöneberg
2016-07-01,2,23,27,Schöneberg
2016-07-02,1,13,14,Schöneberg
2016-07-03,1,8,9,Schöneberg
2016-07-04,2,18,21,Schöneberg
2016-07-05,2,19,22,Schöneberg
2016-07-06,1,6,8,Schöneberg
2016-07-07,1,14,16,Schöneberg
2016-07-08,2,25,27,Schöneberg
2016-07-09,1,10,11,Schöneberg
2016-07-10,1,17,19,Schöneberg
2016-07-11,1,17,19,Schöneberg
2016-07-12,1,17,20,Schöneberg
2016-07-13,2,25,28,Schöneberg
2016-07-14,2,16,18,Schöneberg
2016-07-15,1,12,13,Schöneberg
2016-07-16,1,12,13,Schöneberg
2016-07-17,1,11,12,Schöneberg
2016-07-18,1,15,17,Schöneberg
2016-07-19,4,21,28,Schöneberg
2016-07-20,4,27,33,Schöneberg
2016-07-21,2,29,33,Schöneberg
2016-07-22,2,19,22,Schöneberg
2016-07-23,1,13,14,Schöneberg
2016-07-24,0,12,13,Schöneberg
2016-07-25,2,27,31,Schöneberg
2016-07-26,1,18,20,Schöneberg
2016-07-27,2,23,26,Schöneberg
2016-07-28,2,19,22,Schöneberg
2016-07-29,1,18,20,Schöneberg
2016-07-30,1,12,14,Schöneberg
2016-07-31,0,18,18,Schöneberg
2016-08-01,1,12,14,Schöneberg
2016-08-02,3,30,35,Schöneberg
2016-08-03,5,19,27,Schöneberg
2016-08-04,3,21,26,Schöneberg
2016-08-05,3,21,25,Schöneberg
2016-08-06,1,7,9,Schöneberg
2016-08-07,1,16,17,Schöneberg
2016-08-08,2,19,21,Schöneberg
2016-08-09,2,10,13,Schöneberg
2016-08-10,2,11,13,Schöneberg
2016-08-11,2,12,15,Schöneberg
2016-08-12,2,15,18,Schöneberg
2016-08-13,2,11,13,Schöneberg
2016-08-14,0,8,9,Schöneberg
2016-08-15,1,15,16,Schöneberg
2016-08-16,3,18,22,Schöneberg
2016-08-17,4,25,31,Schöneberg
2016-08-18,5,31,38,Schöneberg
2016-08-19,10,34,50,Schöneberg
2016-08-20,1,20,22,Schöneberg
2016-08-21,1,18,20,Schöneberg
2016-08-22,2,15,18,Schöneberg
2016-08-23,7,24,35,Schöneberg
2016-08-24,6,30,40,Schöneberg
2016-08-25,2,21,25,Schöneberg
2016-08-26,3,32,36,Schöneberg
2016-08-27,1,25,27,Schöneberg
2016-08-28,1,24,24,Schöneberg
2016-08-29,1,12,13,Schöneberg
2016-08-30,11,26,42,Schöneberg
2016-08-31,17,41,67,Schöneberg
2016-09-01,5,37,44,Schöneberg
2016-09-02,12,37,55,Schöneberg
2016-09-03,1,20,22,Schöneberg
2016-09-04,1,19,21,Schöneberg
2016-09-05,2,15,18,Schöneberg
2016-09-06,4,29,36,Schöneberg
2016-09-07,9,38,52,Schöneberg
2016-09-08,6,43,52,Schöneberg
2016-09-09,1,37,39,Schöneberg
2016-09-10,2,27,30,Schöneberg
2016-09-11,1,19,20,Schöneberg
2016-09-12,3,37,42,Schöneberg
2016-09-13,3,36,40,Schöneberg
2016-09-14,2,22,24,Schöneberg
2016-09-15,2,23,26,Schöneberg
2016-09-16,2,32,36,Schöneberg
2016-09-17,1,20,22,Schöneberg
2016-09-18,1,11,12,Schöneberg
2016-09-19,2,16,19,Schöneberg
2016-09-20,7,31,40,Schöneberg
2016-09-21,3,23,27,Schöneberg
2016-09-22,19,44,73,Schöneberg
2016-09-23,18,44,71,Schöneberg
2016-09-24,2,30,34,Schöneberg
2016-09-25,1,23,25,Schöneberg
2016-09-26,8,45,58,Schöneberg
2016-09-27,10,47,62,Schöneberg
2016-09-28,2,23,27,Schöneberg
2016-09-29,2,20,24,Schöneberg
2016-09-30,2,22,24,Schöneberg
2016-10-01,14,32,53,Schöneberg
2016-10-02,7,23,34,Schöneberg
2016-10-03,3,19,23,Schöneberg
2016-10-04,1,12,14,Schöneberg
2016-10-05,3,17,21,Schöneberg
2016-10-06,2,18,20,Schöneberg
2016-10-07,6,19,28,Schöneberg
2016-10-08,1,15,16,Schöneberg
2016-10-09,2,18,22,Schöneberg
2016-10-10,12,29,48,Schöneberg
2016-10-11,10,26,41,Schöneberg
2016-10-12,10,19,34,Schöneberg
2016-10-13,6,22,31,Schöneberg
2016-10-14,5,23,30,Schöneberg
2016-10-15,7,27,37,Schöneberg
2016-10-16,8,17,29,Schöneberg
2016-10-17,6,22,32,Schöneberg
2016-10-18,20,28,58,Schöneberg
2016-10-19,11,34,50,Schöneberg
2016-10-20,15,33,56,Schöneberg
2016-10-21,10,30,45,Schöneberg
2016-10-22,7,26,36,Schöneberg
2016-10-23,6,23,32,Schöneberg
2016-10-24,15,30,53,Schöneberg
2016-10-25,11,29,45,Schöneberg
2016-10-26,9,32,46,Schöneberg
2016-10-27,20,32,62,Schöneberg
2016-10-28,3,27,31,Schöneberg
2016-10-29,1,15,17,Schöneberg
2016-10-30,2,25,27,Schöneberg
2016-10-31,22,35,69,Schöneberg
2016-11-01,8,25,36,Schöneberg
2016-11-02,2,17,19,Schöneberg
2016-11-03,22,32,65,Schöneberg
2016-11-04,16,35,61,Schöneberg
2016-11-05,11,34,50,Schöneberg
2016-11-06,4,26,33,Schöneberg
2016-11-07,4,24,30,Schöneberg
2016-11-08,7,27,38,Schöneberg
2016-11-09,12,29,47,Schöneberg
2016-11-10,23,36,71,Schöneberg
2016-11-11,14,36,58,Schöneberg
2016-11-12,21,37,69,Schöneberg
2016-11-13,45,46,114,Schöneberg
2016-11-14,59,52,142,Schöneberg
2016-11-15,9,33,47,Schöneberg
2016-11-16,17,29,56,Schöneberg
2016-11-17,7,31,41,Schöneberg
2016-11-18,3,27,32,Schöneberg
2016-11-19,5,36,44,Schöneberg
2016-11-20,2,21,23,Schöneberg
2016-11-21,21,40,71,Schöneberg
2016-11-22,56,42,128,Schöneberg
2016-11-23,91,41,180,Schöneberg
2016-11-24,23,37,73,Schöneberg
2016-11-25,13,49,69,Schöneberg
2016-11-26,4,30,37,Schöneberg
2016-11-27,1,18,20,Schöneberg
2016-11-28,4,33,39,Schöneberg
2016-11-29,10,43,57,Schöneberg
2016-11-30,5,39,48,Schöneberg
2016-12-01,2,19,22,Schöneberg
2016-12-02,3,27,31,Schöneberg
2016-12-03,14,43,65,Schöneberg
2016-12-04,17,42,67,Schöneberg
2016-12-05,38,42,100,Schöneberg
2016-12-06,19,51,79,Schöneberg
2016-12-07,21,43,74,Schöneberg
2016-12-08,7,41,52,Schöneberg
2016-12-09,5,35,44,Schöneberg
2016-12-10,3,26,30,Schöneberg
2016-12-11,1,16,18,Schöneberg
2016-12-12,17,41,68,Schöneberg
2016-12-13,42,45,109,Schöneberg
2016-12-14,10,38,52,Schöneberg
2016-12-15,3,29,34,Schöneberg
2016-12-16,25,42,79,Schöneberg
2016-12-17,13,31,51,Schöneberg
2016-12-18,8,34,46,Schöneberg
2016-12-19,19,34,64,Schöneberg
2016-12-20,11,30,46,Schöneberg
2016-12-21,25,34,72,Schöneberg
2016-12-22,26,39,79,Schöneberg
2016-12-23,9,35,48,Schöneberg
2016-12-24,3,23,27,Schöneberg
2016-12-25,1,11,11,Schöneberg
2016-12-26,0,10,10,Schöneberg
2016-12-27,1,13,15,Schöneberg
2016-12-28,1,22,24,Schöneberg
2016-12-29,8,35,48,Schöneberg
2016-12-30,29,41,85,Schöneberg
2016-12-31,12,37,55,Schöneberg
2017-01-01,5,33,39,Schöneberg
2017-01-02,5,31,38,Schöneberg
2017-01-03,3,17,21,Schöneberg
2017-01-04,1,16,17,Schöneberg
2017-01-05,3,19,22,Schöneberg
2017-01-06,8,41,53,Schöneberg
2017-01-07,4,34,39,Schöneberg
2017-01-08,16,42,67,Schöneberg
2017-01-09,30,34,80,Schöneberg
2017-01-10,9,39,53,Schöneberg
2017-01-11,6,31,40,Schöneberg
2017-01-12,3,23,28,Schöneberg
2017-01-13,3,27,32,Schöneberg
2017-01-14,3,29,34,Schöneberg
2017-01-15,3,16,20,Schöneberg
2017-01-16,8,38,50,Schöneberg
2017-01-17,47,64,136,Schöneberg
2017-01-18,21,47,79,Schöneberg
2017-01-19,7,38,49,Schöneberg
2017-01-20,19,48,77,Schöneberg
2017-01-21,8,44,56,Schöneberg
2017-01-22,5,34,41,Schöneberg
2017-01-23,5,34,41,Schöneberg
2017-01-24,10,29,44,Schöneberg
2017-01-25,25,35,73,Schöneberg
2017-01-26,16,38,63,Schöneberg
2017-01-27,25,58,96,Schöneberg
2017-01-28,5,47,54,Schöneberg
2017-01-29,5,47,55,Schöneberg
2017-01-30,13,49,68,Schöneberg
2017-01-31,9,41,55,Schöneberg
2017-02-01,8,43,54,Schöneberg
2017-02-02,13,48,68,Schöneberg
2017-02-03,20,46,75,Schöneberg
2017-02-04,12,41,59,Schöneberg
2017-02-05,8,31,43,Schöneberg
2017-02-06,4,28,33,Schöneberg
2017-02-07,4,28,33,Schöneberg
2017-02-08,4,29,34,Schöneberg
2017-02-09,6,35,44,Schöneberg
2017-02-10,6,35,45,Schöneberg
2017-02-11,4,35,40,Schöneberg
2017-02-12,3,33,38,Schöneberg
2017-02-13,10,47,62,Schöneberg
2017-02-14,25,56,94,Schöneberg
2017-02-15,87,88,222,Schöneberg
2017-02-16,53,66,147,Schöneberg
2017-02-17,8,33,46,Schöneberg
2017-02-18,2,22,25,Schöneberg
2017-02-19,2,20,23,Schöneberg
2017-02-20,3,24,29,Schöneberg
2017-02-21,3,18,22,Schöneberg
2017-02-22,2,18,20,Schöneberg
2017-02-23,2,23,26,Schöneberg
2017-02-24,2,19,22,Schöneberg
2017-02-25,2,17,20,Schöneberg
2017-02-26,1,19,21,Schöneberg
2017-02-27,7,38,49,Schöneberg
2017-02-28,2,19,22,Schöneberg
2017-03-01,4,25,31,Schöneberg
2017-03-02,2,23,25,Schöneberg
2017-03-03,5,35,42,Schöneberg
2017-03-04,3,40,44,Schöneberg
2017-03-05,1,24,26,Schöneberg
2017-03-06,12,43,62,Schöneberg
2017-03-07,1,19,21,Schöneberg
2017-03-08,6,25,33,Schöneberg
2017-03-09,4,27,33,Schöneberg
2017-03-10,2,25,29,Schöneberg
2017-03-11,4,31,36,Schöneberg
2017-03-12,4,28,34,Schöneberg
2017-03-13,14,47,68,Schöneberg
2017-03-14,14,39,61,Schöneberg
2017-03-15,2,18,21,Schöneberg
2017-03-16,8,33,45,Schöneberg
2017-03-17,4,25,32,Schöneberg
2017-03-18,1,11,13,Schöneberg
2017-03-19,1,17,19,Schöneberg
2017-03-20,3,19,23,Schöneberg
2017-03-21,2,23,25,Schöneberg
2017-03-22,8,31,42,Schöneberg
2017-03-23,4,31,37,Schöneberg
2017-03-24,4,35,42,Schöneberg
2017-03-25,7,37,48,Schöneberg
2017-03-26,9,41,56,Schöneberg
2017-03-27,33,58,109,Schöneberg
2017-03-28,30,57,102,Schöneberg
2017-03-29,2,25,29,Schöneberg
2017-03-30,6,31,39,Schöneberg
2017-03-31,7,39,50,Schöneberg
2017-04-01,3,29,33,Schöneberg
2017-04-02,1,16,18,Schöneberg
2017-04-03,1,22,23,Schöneberg
2017-04-04,4,33,39,Schöneberg
2017-04-05,3,21,26,Schöneberg
2017-04-06,2,13,15,Schöneberg
2017-04-07,2,16,18,Schöneberg
2017-04-08,1,15,18,Schöneberg
2017-04-09,3,34,39,Schöneberg
2017-04-10,3,23,27,Schöneberg
2017-04-11,1,15,17,Schöneberg
2017-04-12,2,21,24,Schöneberg
2017-04-13,1,12,14,Schöneberg
2017-04-14,1,8,9,Schöneberg
2017-04-15,2,15,17,Schöneberg
2017-04-16,1,15,17,Schöneberg
2017-04-17,2,15,17,Schöneberg
2017-04-18,2,17,20,Schöneberg
2017-04-19,2,16,19,Schöneberg
2017-04-20,3,28,33,Schöneberg
2017-04-21,3,20,24,Schöneberg
2017-04-22,1,10,11,Schöneberg
2017-04-23,1,9,11,Schöneberg
2017-04-24,2,20,24,Schöneberg
2017-04-25,4,23,29,Schöneberg
2017-04-26,4,30,36,Schöneberg
2017-04-27,8,34,47,Schöneberg
2017-04-28,5,39,46,Schöneberg
2017-04-29,2,20,23,Schöneberg
2017-04-30,3,21,25,Schöneberg
2017-05-01,1,14,14,Schöneberg
2017-05-02,2,22,26,Schöneberg
2017-05-03,2,20,23,Schöneberg
2017-05-04,2,24,28,Schöneberg
2017-05-05,3,32,37,Schöneberg
2017-05-06,2,22,24,Schöneberg
2017-05-07,1,13,14,Schöneberg
2017-05-08,2,25,28,Schöneberg
2017-05-09,2,23,26,Schöneberg
2017-05-10,2,22,25,Schöneberg
2017-05-11,5,30,37,Schöneberg
2017-05-12,3,22,27,Schöneberg
2017-05-13,2,34,38,Schöneberg
2017-05-14,7,25,35,Schöneberg
2017-05-15,2,22,25,Schöneberg
2017-05-16,5,32,40,Schöneberg
2017-05-17,2,17,20,Schöneberg
2017-05-18,2,22,25,Schöneberg
2017-05-19,1,24,26,Schöneberg
2017-05-20,0,11,11,Schöneberg
2017-05-21,1,10,11,Schöneberg
2017-05-22,2,25,28,Schöneberg
2017-05-23,2,19,21,Schöneberg
2017-05-24,1,14,15,Schöneberg
2017-05-25,0,12,12,Schöneberg
2017-05-26,1,15,17,Schöneberg
2017-05-27,1,15,17,Schöneberg
2017-05-28,1,11,12,Schöneberg
2017-05-29,1,17,18,Schöneberg
2017-05-30,1,22,23,Schöneberg
2017-05-31,1,10,11,Schöneberg
2017-06-01,0,18,18,Schöneberg
2017-06-02,2,22,24,Schöneberg
2017-06-03,1,21,23,Schöneberg
2017-06-04,1,14,14,Schöneberg
2017-06-05,0,12,12,Schöneberg
