,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Ortschaft
2016-05-16,,0,4,4,69,Marienfelde
2016-05-17,,0,9,10,73,Marienfelde
2016-05-18,,1,13,15,75,Marienfelde
2016-05-19,,1,14,15,91,Marienfelde
2016-05-20,,1,11,12,83,Marienfelde
2016-05-21,,0,9,10,70,Marienfelde
2016-05-22,,0,9,9,93,Marienfelde
2016-05-23,,1,15,17,93,Marienfelde
2016-05-24,,1,10,10,58,Marienfelde
2016-05-25,,0,7,8,53,Marienfelde
2016-05-26,,1,13,14,38,Marienfelde
2016-05-27,,6,15,23,55,Marienfelde
2016-05-28,,1,14,15,75,Marienfelde
2016-05-29,,0,6,6,91,Marienfelde
2016-05-30,,0,9,10,81,Marienfelde
2016-05-31,,3,16,21,60,Marienfelde
2016-06-01,,1,12,13,54,Marienfelde
2016-06-02,,1,12,13,56,Marienfelde
2016-06-03,,0,9,10,82,Marienfelde
2016-06-04,,0,11,11,93,Marienfelde
2016-06-05,,0,11,12,80,Marienfelde
2016-06-06,,0,7,7,78,Marienfelde
2016-06-07,,1,13,14,86,Marienfelde
2016-06-08,,3,15,20,79,Marienfelde
2016-06-09,,1,9,10,71,Marienfelde
2016-06-10,,0,6,6,84,Marienfelde
2016-06-11,,1,9,10,84,Marienfelde
2016-06-12,,0,5,5,79,Marienfelde
2016-06-13,,1,14,14,55,Marienfelde
2016-06-14,,0,8,8,57,Marienfelde
2016-06-15,,2,10,13,36,Marienfelde
2016-06-16,,1,10,11,49,Marienfelde
2016-06-17,,0,12,12,55,Marienfelde
2016-06-18,,0,5,5,64,Marienfelde
2016-06-19,,1,5,6,63,Marienfelde
2016-06-20,,1,7,8,69,Marienfelde
2016-06-21,,0,7,8,66,Marienfelde
2016-06-22,,1,10,11,66,Marienfelde
2016-06-23,,1,11,12,81,Marienfelde
2016-06-24,,0,8,9,102,Marienfelde
2016-06-25,,1,7,8,104,Marienfelde
2016-06-26,,0,3,3,77,Marienfelde
2016-06-27,,1,11,14,66,Marienfelde
2016-06-28,,1,8,10,63,Marienfelde
2016-06-29,,1,11,12,63,Marienfelde
2016-06-30,,1,12,13,64,Marienfelde
2016-07-01,,1,7,9,64,Marienfelde
2016-07-02,,1,6,7,63,Marienfelde
2016-07-03,,1,4,5,61,Marienfelde
2016-07-04,,1,10,12,67,Marienfelde
2016-07-05,,0,10,10,70,Marienfelde
2016-07-06,,0,3,3,74,Marienfelde
2016-07-07,,1,4,6,68,Marienfelde
2016-07-08,,0,8,8,84,Marienfelde
2016-07-09,,0,4,4,64,Marienfelde
2016-07-10,,0,6,7,78,Marienfelde
2016-07-11,,0,8,9,84,Marienfelde
2016-07-12,,0,12,12,71,Marienfelde
2016-07-13,,2,18,21,55,Marienfelde
2016-07-14,,1,10,11,52,Marienfelde
2016-07-15,,0,5,5,57,Marienfelde
2016-07-16,,1,7,8,69,Marienfelde
2016-07-17,,1,6,7,52,Marienfelde
2016-07-18,,1,7,7,59,Marienfelde
2016-07-19,,1,10,11,47,Marienfelde
2016-07-20,,1,14,15,54,Marienfelde
2016-07-21,,1,12,13,73,Marienfelde
2016-07-22,,1,10,11,78,Marienfelde
2016-07-23,,0,8,8,80,Marienfelde
2016-07-24,,0,7,8,83,Marienfelde
2016-07-25,,0,15,16,92,Marienfelde
2016-07-26,,0,13,13,73,Marienfelde
2016-07-27,,1,11,12,64,Marienfelde
2016-07-28,,1,10,11,59,Marienfelde
2016-07-29,,1,8,9,63,Marienfelde
2016-07-30,,0,7,8,56,Marienfelde
2016-07-31,,0,8,9,57,Marienfelde
2016-08-01,,1,6,7,54,Marienfelde
2016-08-02,,1,12,14,47,Marienfelde
2016-08-03,,1,9,11,25,Marienfelde
2016-08-04,,1,10,11,26,Marienfelde
2016-08-05,,2,13,16,37,Marienfelde
2016-08-06,,0,4,5,61,Marienfelde
2016-08-07,,0,9,9,56,Marienfelde
2016-08-08,,1,9,10,67,Marienfelde
2016-08-09,,1,6,8,62,Marienfelde
2016-08-10,,1,8,10,47,Marienfelde
2016-08-11,,2,9,12,43,Marienfelde
2016-08-12,,0,10,10,40,Marienfelde
2016-08-13,,1,6,8,55,Marienfelde
2016-08-14,,0,5,5,54,Marienfelde
2016-08-15,,1,11,12,45,Marienfelde
2016-08-16,,3,12,16,43,Marienfelde
2016-08-17,,4,18,24,35,Marienfelde
2016-08-18,,5,24,32,37,Marienfelde
2016-08-19,,6,19,28,68,Marienfelde
2016-08-20,,0,10,10,72,Marienfelde
2016-08-21,,0,7,7,49,Marienfelde
2016-08-22,,1,14,15,46,Marienfelde
2016-08-23,,1,11,13,43,Marienfelde
2016-08-24,,1,11,13,53,Marienfelde
2016-08-25,,1,9,10,84,Marienfelde
2016-08-26,,0,9,9,100,Marienfelde
2016-08-27,,1,14,15,105,Marienfelde
2016-08-28,,0,7,7,99,Marienfelde
2016-08-29,,1,7,8,69,Marienfelde
2016-08-30,,1,9,10,61,Marienfelde
2016-08-31,,4,16,21,63,Marienfelde
2016-09-01,,2,16,20,80,Marienfelde
2016-09-02,,1,14,15,66,Marienfelde
2016-09-03,,0,15,16,64,Marienfelde
2016-09-04,,1,15,16,44,Marienfelde
2016-09-05,,1,9,11,49,Marienfelde
2016-09-06,,2,13,16,49,Marienfelde
2016-09-07,,3,17,22,57,Marienfelde
2016-09-08,,1,12,14,84,Marienfelde
2016-09-09,,1,20,21,84,Marienfelde
2016-09-10,,1,12,13,80,Marienfelde
2016-09-11,,0,9,9,109,Marienfelde
2016-09-12,,1,16,17,108,Marienfelde
2016-09-13,,0,17,17,101,Marienfelde
2016-09-14,,1,8,9,96,Marienfelde
2016-09-15,,0,9,9,86,Marienfelde
2016-09-16,,1,17,18,94,Marienfelde
2016-09-17,,1,12,12,70,Marienfelde
2016-09-18,,0,5,6,58,Marienfelde
2016-09-19,,1,13,14,52,Marienfelde
2016-09-20,,4,26,32,35,Marienfelde
2016-09-21,,2,18,21,50,Marienfelde
2016-09-22,,3,19,23,45,Marienfelde
2016-09-23,,7,29,39,49,Marienfelde
2016-09-24,,1,17,18,52,Marienfelde
2016-09-25,,1,15,16,63,Marienfelde
2016-09-26,,2,30,33,47,Marienfelde
2016-09-27,,2,22,24,63,Marienfelde
2016-09-28,,1,12,13,48,Marienfelde
2016-09-29,,1,9,10,61,Marienfelde
2016-09-30,,0,10,11,53,Marienfelde
2016-10-01,,3,18,22,10,Marienfelde
2016-10-02,,0,9,10,35,Marienfelde
2016-10-03,,1,10,11,41,Marienfelde
2016-10-04,,0,8,8,57,Marienfelde
2016-10-05,,1,14,16,43,Marienfelde
2016-10-06,,1,13,14,32,Marienfelde
2016-10-07,,2,12,16,19,Marienfelde
2016-10-08,,1,11,11,38,Marienfelde
2016-10-09,,2,9,9,28,Marienfelde
2016-10-10,,4,18,24,21,Marienfelde
2016-10-11,,12,19,37,7,Marienfelde
2016-10-12,,2,13,16,8,Marienfelde
2016-10-13,,1,12,13,23,Marienfelde
2016-10-14,,1,10,12,36,Marienfelde
2016-10-15,,1,15,17,17,Marienfelde
2016-10-16,,2,12,16,6,Marienfelde
2016-10-17,,1,15,16,12,Marienfelde
2016-10-18,,5,19,26,6,Marienfelde
2016-10-19,,1,13,15,30,Marienfelde
2016-10-20,,3,19,24,17,Marienfelde
2016-10-21,,1,15,17,13,Marienfelde
2016-10-22,,3,12,16,10,Marienfelde
2016-10-23,,2,13,17,10,Marienfelde
2016-10-24,,7,23,33,4,Marienfelde
2016-10-25,,9,26,40,5,Marienfelde
2016-10-26,,2,19,22,12,Marienfelde
2016-10-27,,5,21,29,6,Marienfelde
2016-10-28,,0,15,16,29,Marienfelde
2016-10-29,,0,6,7,58,Marienfelde
2016-10-30,,1,11,12,47,Marienfelde
2016-10-31,,4,17,23,12,Marienfelde
2016-11-01,,2,15,18,27,Marienfelde
2016-11-02,,0,7,8,49,Marienfelde
2016-11-03,,3,19,24,23,Marienfelde
2016-11-04,,1,20,21,16,Marienfelde
2016-11-05,,1,20,22,15,Marienfelde
2016-11-06,,1,13,15,18,Marienfelde
2016-11-07,,2,22,24,22,Marienfelde
2016-11-08,,1,15,16,23,Marienfelde
2016-11-09,,3,18,23,22,Marienfelde
2016-11-10,,8,29,41,7,Marienfelde
2016-11-11,,13,29,50,15,Marienfelde
2016-11-12,,14,28,50,11,Marienfelde
2016-11-13,,29,30,75,12,Marienfelde
2016-11-14,,17,26,53,17,Marienfelde
2016-11-15,,2,20,23,20,Marienfelde
2016-11-16,,5,25,32,6,Marienfelde
2016-11-17,,1,15,15,30,Marienfelde
2016-11-18,,0,8,8,55,Marienfelde
2016-11-19,,0,10,10,47,Marienfelde
2016-11-20,,0,8,8,45,Marienfelde
2016-11-21,,3,21,26,21,Marienfelde
2016-11-22,,8,25,36,8,Marienfelde
2016-11-23,,34,22,74,3,Marienfelde
2016-11-24,,23,32,68,10,Marienfelde
2016-11-25,,7,35,45,14,Marienfelde
2016-11-26,,1,17,18,21,Marienfelde
2016-11-27,,0,11,11,48,Marienfelde
2016-11-28,,2,30,33,37,Marienfelde
2016-11-29,,7,36,46,16,Marienfelde
2016-11-30,,1,35,37,18,Marienfelde
2016-12-01,,1,12,13,51,Marienfelde
2016-12-02,,1,13,14,59,Marienfelde
2016-12-03,,10,32,47,15,Marienfelde
2016-12-04,,4,29,35,8,Marienfelde
2016-12-05,,28,31,73,5,Marienfelde
2016-12-06,,12,45,64,4,Marienfelde
2016-12-07,,5,31,39,11,Marienfelde
2016-12-08,,1,26,28,29,Marienfelde
2016-12-09,,2,27,29,18,Marienfelde
2016-12-10,,0,18,19,27,Marienfelde
2016-12-11,,0,8,8,48,Marienfelde
2016-12-12,,4,26,32,38,Marienfelde
2016-12-13,,11,28,44,6,Marienfelde
2016-12-14,,6,34,43,8,Marienfelde
2016-12-15,,0,11,11,44,Marienfelde
2016-12-16,,4,25,31,23,Marienfelde
2016-12-17,,8,25,37,4,Marienfelde
2016-12-18,,4,25,32,11,Marienfelde
2016-12-19,,6,21,31,11,Marienfelde
2016-12-20,,2,20,24,16,Marienfelde
2016-12-21,,7,24,34,9,Marienfelde
2016-12-22,,6,32,41,4,Marienfelde
2016-12-23,,1,24,26,16,Marienfelde
2016-12-24,,0,13,13,36,Marienfelde
2016-12-25,,0,4,5,58,Marienfelde
2016-12-26,,0,4,4,62,Marienfelde
2016-12-27,,0,6,7,73,Marienfelde
2016-12-28,,1,15,16,53,Marienfelde
2016-12-29,,2,22,24,26,Marienfelde
2016-12-30,,5,22,29,7,Marienfelde
2016-12-31,,2,25,29,17,Marienfelde
2017-01-01,,1,21,22,25,Marienfelde
2017-01-02,,1,21,23,22,Marienfelde
2017-01-03,,0,12,12,48,Marienfelde
2017-01-04,,0,10,10,64,Marienfelde
2017-01-05,,1,15,16,57,Marienfelde
2017-01-06,,5,37,44,28,Marienfelde
2017-01-07,,0,16,17,42,Marienfelde
2017-01-08,,3,27,30,16,Marienfelde
2017-01-09,,6,24,33,8,Marienfelde
2017-01-10,,2,18,21,40,Marienfelde
2017-01-11,,1,16,18,44,Marienfelde
2017-01-12,,1,10,11,62,Marienfelde
2017-01-13,,0,13,13,49,Marienfelde
2017-01-14,,1,17,17,46,Marienfelde
2017-01-15,,1,9,10,53,Marienfelde
2017-01-16,,4,33,38,29,Marienfelde
2017-01-17,,39,50,110,6,Marienfelde
2017-01-18,,9,26,39,22,Marienfelde
2017-01-19,,1,17,19,35,Marienfelde
2017-01-20,,11,42,59,6,Marienfelde
2017-01-21,,2,32,36,13,Marienfelde
2017-01-22,,1,19,20,33,Marienfelde
2017-01-23,,1,24,25,25,Marienfelde
2017-01-24,,4,23,29,14,Marienfelde
2017-01-25,,9,27,40,8,Marienfelde
2017-01-26,,5,28,35,16,Marienfelde
2017-01-27,,4,33,39,33,Marienfelde
2017-01-28,,1,26,27,41,Marienfelde
2017-01-29,,1,22,23,42,Marienfelde
2017-01-30,,2,30,33,33,Marienfelde
2017-01-31,,1,26,28,26,Marienfelde
2017-02-01,,1,29,31,25,Marienfelde
2017-02-02,,2,31,34,24,Marienfelde
2017-02-03,,4,29,35,13,Marienfelde
2017-02-04,,3,29,33,14,Marienfelde
2017-02-05,,3,24,28,9,Marienfelde
2017-02-06,,0,16,17,43,Marienfelde
2017-02-07,,0,14,14,47,Marienfelde
2017-02-08,,1,12,13,49,Marienfelde
2017-02-09,,1,18,20,43,Marienfelde
2017-02-10,,1,21,22,46,Marienfelde
2017-02-11,,0,18,18,58,Marienfelde
2017-02-12,,0,16,16,56,Marienfelde
2017-02-13,,1,25,27,42,Marienfelde
2017-02-14,,5,39,46,21,Marienfelde
2017-02-15,,7,45,55,28,Marienfelde
2017-02-16,,7,40,50,22,Marienfelde
2017-02-17,,1,23,24,25,Marienfelde
2017-02-18,,0,12,11,47,Marienfelde
2017-02-19,,1,10,11,47,Marienfelde
2017-02-20,,0,13,14,40,Marienfelde
2017-02-21,,0,11,10,56,Marienfelde
2017-02-22,,0,10,9,61,Marienfelde
2017-02-23,,0,11,11,63,Marienfelde
2017-02-24,,1,9,10,67,Marienfelde
2017-02-25,,1,8,9,65,Marienfelde
2017-02-26,,0,6,7,66,Marienfelde
2017-02-27,,1,11,12,62,Marienfelde
2017-02-28,,0,6,6,82,Marienfelde
2017-03-01,,0,11,11,61,Marienfelde
2017-03-02,,0,11,11,61,Marienfelde
2017-03-03,,1,13,14,63,Marienfelde
2017-03-04,,1,21,21,55,Marienfelde
2017-03-05,,0,9,9,67,Marienfelde
2017-03-06,,4,25,31,35,Marienfelde
2017-03-07,,1,13,14,52,Marienfelde
2017-03-08,,1,9,11,51,Marienfelde
2017-03-09,,1,10,11,52,Marienfelde
2017-03-10,,0,11,12,67,Marienfelde
2017-03-11,,1,19,21,48,Marienfelde
2017-03-12,,1,20,22,31,Marienfelde
2017-03-13,,4,26,32,36,Marienfelde
2017-03-14,,5,22,30,36,Marienfelde
2017-03-15,,1,8,10,61,Marienfelde
2017-03-16,,1,15,17,53,Marienfelde
2017-03-17,,2,15,18,53,Marienfelde
2017-03-18,,0,5,6,77,Marienfelde
2017-03-19,,0,6,7,65,Marienfelde
2017-03-20,,1,9,10,55,Marienfelde
2017-03-21,,1,11,12,58,Marienfelde
2017-03-22,,2,15,17,52,Marienfelde
2017-03-23,,1,19,21,52,Marienfelde
2017-03-24,,3,32,37,58,Marienfelde
2017-03-25,,5,25,32,53,Marienfelde
2017-03-26,,1,16,18,55,Marienfelde
2017-03-27,,12,29,46,54,Marienfelde
2017-03-28,,4,28,34,56,Marienfelde
2017-03-29,,1,19,20,58,Marienfelde
2017-03-30,,2,13,16,51,Marienfelde
2017-03-31,,1,12,13,74,Marienfelde
2017-04-01,,1,15,16,79,Marienfelde
2017-04-02,,0,8,8,77,Marienfelde
2017-04-03,,1,19,20,51,Marienfelde
2017-04-04,,1,23,24,39,Marienfelde
2017-04-05,,2,15,18,54,Marienfelde
2017-04-06,,0,6,6,83,Marienfelde
2017-04-07,,0,7,8,65,Marienfelde
2017-04-08,,1,7,8,59,Marienfelde
2017-04-09,,2,16,19,57,Marienfelde
2017-04-10,,1,13,14,70,Marienfelde
2017-04-11,,1,6,7,68,Marienfelde
2017-04-12,,1,12,14,51,Marienfelde
2017-04-13,,1,4,5,77,Marienfelde
2017-04-14,,0,5,5,76,Marienfelde
2017-04-15,,0,8,8,62,Marienfelde
2017-04-16,,0,5,5,66,Marienfelde
2017-04-17,,0,6,6,64,Marienfelde
2017-04-18,,1,13,14,63,Marienfelde
2017-04-19,,1,13,15,75,Marienfelde
2017-04-20,,2,20,23,64,Marienfelde
2017-04-21,,1,13,14,63,Marienfelde
2017-04-22,,0,4,4,80,Marienfelde
2017-04-23,,0,4,4,76,Marienfelde
2017-04-24,,1,9,10,73,Marienfelde
2017-04-25,,1,11,13,63,Marienfelde
2017-04-26,,3,16,20,56,Marienfelde
2017-04-27,,5,19,27,53,Marienfelde
2017-04-28,,3,21,26,54,Marienfelde
2017-04-29,,0,11,12,69,Marienfelde
2017-04-30,,0,10,10,71,Marienfelde
2017-05-01,,1,4,5,86,Marienfelde
2017-05-02,,0,9,10,67,Marienfelde
2017-05-03,,1,10,11,60,Marienfelde
2017-05-04,,1,20,21,47,Marienfelde
2017-05-05,,3,28,33,29,Marienfelde
2017-05-06,,1,13,15,49,Marienfelde
2017-05-07,,1,10,11,66,Marienfelde
2017-05-08,,1,16,17,49,Marienfelde
2017-05-09,,2,12,15,55,Marienfelde
2017-05-10,,1,13,14,59,Marienfelde
2017-05-11,,5,17,24,67,Marienfelde
2017-05-12,,1,10,11,79,Marienfelde
2017-05-13,,1,14,15,53,Marienfelde
2017-05-14,,2,11,14,46,Marienfelde
2017-05-15,,3,12,17,55,Marienfelde
2017-05-16,,2,15,18,57,Marienfelde
2017-05-17,,1,7,9,82,Marienfelde
2017-05-18,,1,9,10,97,Marienfelde
2017-05-19,,1,11,12,95,Marienfelde
2017-05-20,,1,6,7,76,Marienfelde
2017-05-21,,0,8,9,79,Marienfelde
2017-05-22,,0,10,11,87,Marienfelde
2017-05-23,,1,12,13,94,Marienfelde
2017-05-24,,0,7,7,64,Marienfelde
2017-05-25,,0,7,8,58,Marienfelde
2017-05-26,,1,11,12,50,Marienfelde
2017-05-27,,0,9,9,67,Marienfelde
2017-05-28,,0,5,6,99,Marienfelde
2017-05-29,,1,14,15,90,Marienfelde
2017-05-30,,0,11,11,90,Marienfelde
2017-05-31,,0,5,6,82,Marienfelde
2017-06-01,,0,6,6,78,Marienfelde
2017-06-02,,2,14,18,68,Marienfelde
2017-06-03,,1,10,11,65,Marienfelde
2017-06-04,,1,7,9,61,Marienfelde
2017-06-05,,1,7,9,62,Marienfelde
2017-06-06,,0,9,9,58,Marienfelde
2017-06-07,,1,5,6,58,Marienfelde
2017-06-08,,1,8,9,60,Marienfelde
2017-06-09,,0,8,7,78,Marienfelde
2017-06-10,,0,7,7,67,Marienfelde
2017-06-11,,0,10,11,70,Marienfelde
2017-06-12,,1,8,9,63,Marienfelde
2017-06-13,,0,4,5,67,Marienfelde
2017-06-14,,1,7,8,59,Marienfelde
2017-06-15,,1,10,12,72,Marienfelde
2017-06-16,,0,5,5,68,Marienfelde
2017-06-17,,0,5,5,61,Marienfelde
2017-06-18,,1,8,8,54,Marienfelde
2017-06-19,,2,10,13,58,Marienfelde
2017-06-20,,2,14,17,73,Marienfelde
2017-06-21,,1,8,9,66,Marienfelde
2017-06-22,,1,10,11,76,Marienfelde
2017-06-23,,0,6,6,77,Marienfelde
2017-06-24,,0,6,7,72,Marienfelde
2017-06-25,,0,5,5,51,Marienfelde
2017-06-26,,0,7,7,58,Marienfelde
2017-06-27,,1,12,14,61,Marienfelde
2017-06-28,,1,10,11,56,Marienfelde
2017-06-29,,1,13,15,48,Marienfelde
2017-06-30,,0,7,7,58,Marienfelde
2017-07-01,,0,7,7,44,Marienfelde
2017-07-02,,0,3,4,56,Marienfelde
2017-07-03,,1,5,5,58,Marienfelde
2017-07-04,,1,6,7,60,Marienfelde
2017-07-05,,1,14,16,42,Marienfelde
2017-07-06,,2,12,14,57,Marienfelde
2017-07-07,,1,12,13,58,Marienfelde
2017-07-08,,0,9,9,53,Marienfelde
2017-07-09,,1,10,11,54,Marienfelde
2017-07-10,,1,12,15,42,Marienfelde
2017-07-11,,1,6,7,58,Marienfelde
2017-07-12,,1,8,8,47,Marienfelde
2017-07-13,,1,5,6,55,Marienfelde
2017-07-14,,2,10,14,53,Marienfelde
2017-07-15,,1,9,9,56,Marienfelde
2017-07-16,,0,5,5,59,Marienfelde
2017-07-17,,1,6,6,51,Marienfelde
2017-07-18,,1,13,16,53,Marienfelde
2017-07-19,,1,8,9,70,Marienfelde
2017-07-20,,0,8,8,74,Marienfelde
2017-07-21,,1,11,12,51,Marienfelde
2017-07-22,,0,4,5,58,Marienfelde
2017-07-23,,0,6,5,52,Marienfelde
2017-07-24,,2,10,13,43,Marienfelde
2017-07-25,,0,10,10,50,Marienfelde
2017-07-26,,1,10,11,36,Marienfelde
2017-07-27,,1,7,9,51,Marienfelde
2017-07-28,,1,8,9,53,Marienfelde
2017-07-29,,0,5,5,55,Marienfelde
2017-07-30,,0,7,7,71,Marienfelde
2017-07-31,,0,10,10,62,Marienfelde
2017-08-01,,0,8,9,66,Marienfelde
2017-08-02,,1,9,10,74,Marienfelde
2017-08-03,,1,10,11,58,Marienfelde
2017-08-04,,1,7,8,60,Marienfelde
2017-08-05,,1,7,8,58,Marienfelde
2017-08-06,,0,5,6,56,Marienfelde
2017-08-07,,1,11,12,62,Marienfelde
2017-08-08,,0,10,10,77,Marienfelde
2017-08-09,,1,8,9,84,Marienfelde
2017-08-10,,1,12,14,78,Marienfelde
2017-08-11,,1,9,10,54,Marienfelde
2017-08-12,,0,4,4,59,Marienfelde
2017-08-13,,0,5,5,41,Marienfelde
2017-08-14,,2,11,14,47,Marienfelde
2017-08-15,,1,9,10,65,Marienfelde
2017-08-16,,1,13,15,49,Marienfelde
2017-08-17,,2,12,15,48,Marienfelde
2017-08-18,,1,7,9,58,Marienfelde
2017-08-19,,0,5,6,52,Marienfelde
2017-08-20,,0,5,5,48,Marienfelde
2017-08-21,,1,7,8,47,Marienfelde
2017-08-22,,1,9,11,40,Marienfelde
2017-08-23,,6,12,21,46,Marienfelde
2017-08-24,,3,17,21,37,Marienfelde
2017-08-25,,2,14,17,40,Marienfelde
2017-08-26,,2,15,17,44,Marienfelde
2017-08-27,,0,8,8,56,Marienfelde
2017-08-28,,2,13,16,47,Marienfelde
2017-08-29,,1,13,14,65,Marienfelde
2017-08-30,,1,11,12,80,Marienfelde
2017-08-31,,0,9,9,67,Marienfelde
2017-09-01,,1,15,17,37,Marienfelde
2017-09-02,,1,14,16,38,Marienfelde
2017-09-03,,2,9,12,35,Marienfelde
2017-09-04,,2,12,15,45,Marienfelde
2017-09-05,,2,15,18,58,Marienfelde
2017-09-06,,1,15,17,41,Marienfelde
2017-09-07,,1,9,10,49,Marienfelde
2017-09-08,,1,8,9,42,Marienfelde
2017-09-09,,0,6,6,50,Marienfelde
2017-09-10,,0,6,7,47,Marienfelde
2017-09-11,,0,8,9,45,Marienfelde
2017-09-12,,1,8,8,47,Marienfelde
2017-09-13,,0,6,6,52,Marienfelde
2017-09-14,,0,7,7,54,Marienfelde
2017-09-15,,0,7,8,47,Marienfelde
2017-09-16,,1,9,11,37,Marienfelde
2017-09-17,,2,12,16,30,Marienfelde
2017-09-18,,3,14,18,38,Marienfelde
2017-09-19,,3,16,20,31,Marienfelde
2017-09-20,,3,14,19,32,Marienfelde
2017-09-21,,2,15,19,29,Marienfelde
2017-09-22,,6,21,29,27,Marienfelde
2017-09-23,,16,19,43,24,Marienfelde
2017-09-24,,1,11,12,20,Marienfelde
2017-09-25,,1,13,15,17,Marienfelde
2017-09-26,,1,10,11,26,Marienfelde
2017-09-27,,1,10,11,32,Marienfelde
2017-09-28,,1,13,14,35,Marienfelde
2017-09-29,,1,13,15,42,Marienfelde
2017-09-30,,1,10,11,51,Marienfelde
2017-10-01,,0,7,8,35,Marienfelde
2017-10-02,,1,8,10,30,Marienfelde
2017-10-03,,1,6,7,49,Marienfelde
2017-10-04,,0,12,13,45,Marienfelde
2017-10-05,,1,6,6,52,Marienfelde
2017-10-06,,0,8,8,51,Marienfelde
2017-10-07,,0,5,5,51,Marienfelde
2017-10-08,,0,7,7,51,Marienfelde
2017-10-09,,3,14,18,36,Marienfelde
2017-10-10,,1,14,16,26,Marienfelde
2017-10-11,,1,10,11,36,Marienfelde
2017-10-12,,1,6,8,51,Marienfelde
2017-10-13,,2,17,20,32,Marienfelde
2017-10-14,,1,12,14,22,Marienfelde
2017-10-15,,1,9,10,31,Marienfelde
2017-10-16,,3,15,19,39,Marienfelde
2017-10-17,,4,19,26,33,Marienfelde
2017-10-18,,28,32,74,10,Marienfelde
2017-10-19,,6,23,32,7,Marienfelde
2017-10-20,,3,20,24,11,Marienfelde
2017-10-21,,1,13,14,18,Marienfelde
2017-10-22,,0,6,6,40,Marienfelde
2017-10-23,,1,15,17,19,Marienfelde
2017-10-24,,1,13,15,22,Marienfelde
2017-10-25,,1,10,11,29,Marienfelde
2017-10-26,,1,13,14,40,Marienfelde
2017-10-27,,0,9,8,49,Marienfelde
2017-10-28,,0,7,5,52,Marienfelde
2017-10-29,,0,4,4,64,Marienfelde
2017-10-30,,1,10,11,51,Marienfelde
2017-10-31,,0,7,7,48,Marienfelde
2017-11-01,,1,16,17,22,Marienfelde
2017-11-02,,1,17,18,28,Marienfelde
2017-11-03,,1,16,18,34,Marienfelde
2017-11-04,,2,17,21,20,Marienfelde
2017-11-05,,1,13,14,28,Marienfelde
2017-11-06,,3,18,22,28,Marienfelde
2017-11-07,,9,25,38,22,Marienfelde
2017-11-08,,1,13,15,26,Marienfelde
2017-11-09,,1,14,14,28,Marienfelde
2017-11-10,,0,12,13,31,Marienfelde
2017-11-11,,0,6,6,60,Marienfelde
2017-11-12,,3,12,17,35,Marienfelde
2017-11-13,,1,15,17,28,Marienfelde
2017-11-14,,4,17,22,20,Marienfelde
2017-11-15,,2,21,25,10,Marienfelde
2017-11-16,,2,19,23,10,Marienfelde
2017-11-17,,4,26,32,24,Marienfelde
2017-11-18,,0,12,12,39,Marienfelde
2017-11-19,,1,4,5,59,Marienfelde
2017-11-20,,1,10,12,45,Marienfelde
2017-11-21,,3,18,23,11,Marienfelde
2017-11-22,,1,11,12,28,Marienfelde
2017-11-23,,1,16,17,30,Marienfelde
2017-11-24,,1,15,16,31,Marienfelde
2017-11-25,,1,19,20,25,Marienfelde
2017-11-26,,0,10,9,34,Marienfelde
2017-11-27,,1,10,11,41,Marienfelde
2017-11-28,,0,10,10,42,Marienfelde
2017-11-29,,3,22,27,22,Marienfelde
2017-11-30,,9,28,42,7,Marienfelde
2017-12-01,,15,27,50,3,Marienfelde
2017-12-02,,3,19,23,9,Marienfelde
2017-12-03,,1,12,14,20,Marienfelde
2017-12-04,,1,14,15,42,Marienfelde
2017-12-05,,0,11,11,45,Marienfelde
2017-12-06,,0,10,9,50,Marienfelde
2017-12-07,,0,10,10,49,Marienfelde
2017-12-08,,1,12,12,46,Marienfelde
2017-12-09,,0,9,9,45,Marienfelde
2017-12-10,,0,6,7,52,Marienfelde
2017-12-11,,2,24,27,28,Marienfelde
2017-12-12,,0,11,11,41,Marienfelde
2017-12-13,,1,11,13,40,Marienfelde
2017-12-14,,1,10,11,50,Marienfelde
2017-12-15,,3,30,34,15,Marienfelde
2017-12-16,,1,19,19,24,Marienfelde
2017-12-17,,0,12,11,34,Marienfelde
2017-12-18,,6,24,33,13,Marienfelde
2017-12-19,,10,31,47,3,Marienfelde
2017-12-20,,9,28,42,5,Marienfelde
2017-12-21,,5,20,27,22,Marienfelde
2017-12-22,,1,9,10,49,Marienfelde
2017-12-23,,1,8,9,43,Marienfelde
2017-12-24,,0,5,4,54,Marienfelde
2017-12-25,,0,5,5,50,Marienfelde
2017-12-26,,0,7,7,41,Marienfelde
2017-12-27,,1,14,16,30,Marienfelde
2017-12-28,,3,16,21,29,Marienfelde
2017-12-29,,1,11,12,37,Marienfelde
2017-12-30,,0,8,9,44,Marienfelde
2017-12-31,,0,4,4,58,Marienfelde
2018-01-01,,0,4,5,66,Marienfelde
2018-01-02,,0,12,12,43,Marienfelde
2018-01-03,,0,7,8,56,Marienfelde
2018-01-04,,0,8,9,57,Marienfelde
2018-01-05,,0,11,11,55,Marienfelde
2018-01-06,,1,19,20,29,Marienfelde
2018-01-07,,0,12,13,36,Marienfelde
2018-01-08,,2,22,25,37,Marienfelde
2018-01-09,,1,17,18,39,Marienfelde
2018-01-10,,17,26,52,4,Marienfelde
